#                                                                     
# $$\                                                                 
# $$ |                                                                
# $$ |     $$\   $$\ $$$$$$\$$$$\   $$$$$$\  $$$$$$$\                 
# $$ |     $$ |  $$ |$$  _$$  _$$\ $$  __$$\ $$  __$$\                
# $$ |     $$ |  $$ |$$ / $$ / $$ |$$$$$$$$ |$$ |  $$ |               
# $$ |     $$ |  $$ |$$ | $$ | $$ |$$   ____|$$ |  $$ |               
# $$$$$$$$\\$$$$$$  |$$ | $$ | $$ |\$$$$$$$\ $$ |  $$ |               
# \________|\______/ \__| \__| \__| \_______|\__|  \__|               
#                                                                     
#                   Fork Lumen 2.1.0                                  
#                  Branch is bug-fixes                                
#        MPI+OpenMP+SLK+SLEPC+HDF5_MPI_IO Build                       
#               http://www.lumen-code.org                             
#
#     |k| (a.u.)         b1                 b2                 b3                 b4                 b5                 b6                 b7                 b8                 b9                 b10               k_x (rlu)          k_y (rlu)          k_z (rlu)
#
       1.12960708        -46.0998116        -21.0463314        -1.44448376       -0.505099416       -0.505345523         15.2789783         23.5224075         24.3505993         25.2812805         24.3833981        0.260638326         0.00000000        0.260638326   
       1.13826931        -46.0987930        -21.0355911        -1.49120128       -0.520462990       -0.521213293         15.3674288         23.4345036         24.2729759         25.2555122         24.3610058        0.265957445         0.00000000        0.265957445   
       1.14693153        -46.0977783        -21.0248070        -1.53789866       -0.535554290       -0.537200332         15.4565306         23.3480396         24.1963444         25.2315311         24.3383369        0.271276593         0.00000000        0.271276593   
       1.15559375        -46.0967674        -21.0139866        -1.58462846       -0.550473094       -0.553063393         15.5459976         23.2631245         24.1211948         25.2088757         24.3154678        0.276595771         0.00000000        0.276595771   
       1.16425598        -46.0957680        -21.0031414        -1.63139677       -0.565314114       -0.568611085         15.6356688         23.1797218         24.0478802         25.1872215         24.2925816        0.281914920         0.00000000        0.281914920   
       1.17291820        -46.0947762        -20.9922905        -1.67815435       -0.580142617       -0.583741546         15.7255011         23.0977516         23.9765282         25.1664143         24.2698822        0.287234098         0.00000000        0.287234098   
       1.18158042        -46.0937958        -20.9814415        -1.72479975       -0.594978988       -0.598448634         15.8154831         23.0172672         23.9070683         25.1464615         24.2474327        0.292553246         0.00000000        0.292553246   
       1.19024265        -46.0928192        -20.9706135        -1.77119470       -0.609805584       -0.612804055         15.9055929         22.9386024         23.8392944         25.1274509         24.2251110        0.297872394         0.00000000        0.297872394   
       1.19890487        -46.0918617        -20.9598141        -1.81717992       -0.624584138       -0.626921833         15.9957638         22.8622932         23.7729492         25.1095028         24.2027264        0.303191513         0.00000000        0.303191513   
       1.20756710        -46.0909119        -20.9490623        -1.86259782       -0.639273942       -0.640918553         16.0859203         22.7888565         23.7077751         25.0927143         24.1802673        0.308510661         0.00000000        0.308510661   
       1.21622932        -46.0899811        -20.9383698        -1.90732062       -0.653837025       -0.654878378         16.1760235         22.7185574         23.6435547         25.0771427         24.1580524        0.313829839         0.00000000        0.313829839   
       1.22489154        -46.0890617        -20.9277534        -1.95127702       -0.668230951       -0.668830454         16.2660923         22.6513004         23.5801334         25.0627899         24.1366711        0.319148958         0.00000000        0.319148958   
       1.23355377        -46.0881615        -20.9172249        -1.99446869       -0.682401061       -0.682744980         16.3561974         22.5866852         23.5174313         25.0495720         24.1167927        0.324468106         0.00000000        0.324468106   
       1.24221599        -46.0872726        -20.9068012        -2.03695726       -0.696279109       -0.696544528         16.4464035         22.5241699         23.4554501         25.0373230         24.0989933        0.329787284         0.00000000        0.329787284   
       1.25087821        -46.0864067        -20.8964977        -2.07882667       -0.709795833       -0.710127175         16.5367374         22.4631996         23.3942623         25.0258179         24.0837154        0.335106403         0.00000000        0.335106403   
       1.25954044        -46.0855598        -20.8863258        -2.12014699       -0.722898126       -0.723394036         16.6271591         22.4033051         23.3339882         25.0148430         24.0713234        0.340425581         0.00000000        0.340425581   
       1.26820266        -46.0847282        -20.8763046        -2.16093755       -0.735559523       -0.736269057         16.7175579         22.3441753         23.2747288         25.0042629         24.0620613        0.345744699         0.00000000        0.345744699   
       1.27686489        -46.0839157        -20.8664455        -2.20115733       -0.747783303       -0.748709738         16.8077602         22.2857380         23.2165413         24.9940643         24.0558681        0.351063848         0.00000000        0.351063848   
       1.28552711        -46.0831299        -20.8567677        -2.24070883       -0.759596705       -0.760706007         16.8975620         22.2282372         23.1594028         24.9843597         24.0521755        0.356383026         0.00000000        0.356383026   
       1.29418933        -46.0823593        -20.8472824        -2.27944899       -0.771046996       -0.772273719         16.9867191         22.1722221         23.1032352         24.9753437         24.0498619        0.361702144         0.00000000        0.361702144   
       1.30285156        -46.0816116        -20.8380032        -2.31720805       -0.782194734       -0.783443749         17.0749931         22.1184044         23.0479145         24.9672375         24.0475121        0.367021322         0.00000000        0.367021322   
       1.31151378        -46.0808945        -20.8289509        -2.35381269       -0.793099463       -0.794252753         17.1621571         22.0674343         22.9933281         24.9602165         24.0438805        0.372340441         0.00000000        0.372340441   
       1.32017601        -46.0801926        -20.8201332        -2.38911796       -0.803801298       -0.804733872         17.2480316         22.0196705         22.9393940         24.9543743         24.0383072        0.377659589         0.00000000        0.377659589   
       1.32883823        -46.0795212        -20.8115692        -2.42303705       -0.814298928       -0.814908504         17.3325005         21.9750977         22.8860855         24.9496593         24.0308685        0.382978767         0.00000000        0.382978767   
       1.33750045        -46.0788727        -20.8032703        -2.45555329       -0.824542105       -0.824781716         17.4154949         21.9333744         22.8334332         24.9458752         24.0222492        0.388297886         0.00000000        0.388297886   
       1.34616268        -46.0782509        -20.7952518        -2.48671055       -0.834442198       -0.834341466         17.4969730         21.8939800         22.7815456         24.9426823         24.0134487        0.393617064         0.00000000        0.393617064   
       1.35482490        -46.0776558        -20.7875290        -2.51657486       -0.843903124       -0.843561947         17.5768795         21.8563614         22.7305870         24.9396858         24.0055065        0.398936212         0.00000000        0.398936212   
       1.36348712        -46.0770836        -20.7801113        -2.54520106       -0.852849841       -0.852411151         17.6551075         21.8200607         22.6807423         24.9365273         23.9992905        0.404255390         0.00000000        0.404255390   
       1.37214935        -46.0765419        -20.7730160        -2.57260871       -0.861243546       -0.860854983         17.7314854         21.7847939         22.6321945         24.9329853         23.9953346        0.409574509         0.00000000        0.409574509   
       1.38081157        -46.0760307        -20.7662544        -2.59878755       -0.869076729       -0.868860602         17.8057747         21.7505417         22.5850658         24.9290371         23.9937172        0.414893657         0.00000000        0.414893657   
       1.38947380        -46.0755463        -20.7598362        -2.62371182       -0.876356423       -0.876395226         17.8776932         21.7175655         22.5394287         24.9248371         23.9939880        0.420212835         0.00000000        0.420212835   
       1.39813602        -46.0750885        -20.7537785        -2.64735603       -0.883090258       -0.883426189         17.9469280         21.6864033         22.4953251         24.9206448         23.9952717        0.425531954         0.00000000        0.425531954   
       1.40679824        -46.0746651        -20.7480869        -2.66969466       -0.889285982       -0.889924526         18.0131702         21.6576939         22.4527950         24.9167252         23.9965668        0.430851132         0.00000000        0.430851132   
       1.41546047        -46.0742683        -20.7427711        -2.69068623       -0.894957542       -0.895870984         18.0761261         21.6319790         22.4119263         24.9132900         23.9970741        0.436170250         0.00000000        0.436170250   
       1.42412269        -46.0739021        -20.7378445        -2.71026111       -0.900134921       -0.901264906         18.1355209         21.6095009         22.3728600         24.9104652         23.9964676        0.441489398         0.00000000        0.441489398   
       1.43278491        -46.0735703        -20.7333145        -2.72831655       -0.904862225       -0.906127334         18.1911068         21.5901260         22.3357811         24.9082947         23.9948807        0.446808577         0.00000000        0.446808577   
       1.44144714        -46.0732651        -20.7291889        -2.74472809       -0.909189165       -0.910499871         18.2426567         21.5734081         22.3009205         24.9067516         23.9927235        0.452127695         0.00000000        0.452127695   
       1.45010936        -46.0729904        -20.7254791        -2.75937319       -0.913156867       -0.914434850         18.2899532         21.5587368         22.2685490         24.9057407         23.9904404        0.457446873         0.00000000        0.457446873   
       1.45877159        -46.0727501        -20.7221851        -2.77215314       -0.916787744       -0.917982638         18.3327866         21.5455112         22.2389793         24.9051113         23.9883556        0.462765992         0.00000000        0.462765992   
       1.46743381        -46.0725441        -20.7193222        -2.78301406       -0.920079887       -0.921176076         18.3709335         21.5332680         22.2125587         24.9046822         23.9866848        0.468085140         0.00000000        0.468085140   
       1.47609603        -46.0723648        -20.7168865        -2.79195452       -0.923008025       -0.924020648         18.4041367         21.5217628         22.1896515         24.9042950         23.9855900        0.473404318         0.00000000        0.473404318   
       1.48475826        -46.0722198        -20.7148895        -2.79902864       -0.925528109       -0.926489174         18.4320889         21.5110531         22.1705780         24.9038563         23.9851646        0.478723437         0.00000000        0.478723437   
       1.49342048        -46.0721092        -20.7133312        -2.80433512       -0.927582383       -0.928525746         18.4544296         21.5015278         22.1555862         24.9033623         23.9853764        0.484042585         0.00000000        0.484042585   
       1.50208271        -46.0720291        -20.7122173        -2.80799723       -0.929108799       -0.930057645         18.4707699         21.4938545         22.1448250         24.9028854         23.9859886        0.489361733         0.00000000        0.489361733   
       1.51074493        -46.0719795        -20.7115479        -2.81013536       -0.930051327       -0.931012452         18.4807472         21.4888229         22.1383610         24.9025364         23.9866085        0.494680882         0.00000000        0.494680882   
       1.51940715        -46.0719643        -20.7113228        -2.81083775       -0.930370033       -0.931337237         18.4841042         21.4870644         22.1362057         24.9024086         23.9868641        0.500000060         0.00000000        0.500000060     [X]   
       1.52806938        -46.0719643        -20.7113495        -2.81025720       -0.931134999       -0.931105196         18.4842396         21.4843082         22.1361809         24.9019547         23.9923344        0.500000060        0.531914970E-2     0.505319238   
       1.53673160        -46.0719604        -20.7114258        -2.80855298       -0.933380961       -0.930420220         18.4846306         21.4760609         22.1361599         24.9004135         24.0085373        0.500000060        0.106382994E-1     0.510638356   
       1.54539382        -46.0719528        -20.7115517        -2.80582523       -0.936980426       -0.929311454         18.4852295         21.4623985         22.1362629         24.8973064         24.0349636        0.500000060        0.159574486E-1     0.515957534   
       1.55405605        -46.0719452        -20.7117310        -2.80220079       -0.941769481       -0.927816153         18.4859791         21.4435177         22.1366062         24.8920078         24.0711155        0.500000060        0.212765988E-1     0.521276653   
       1.56271827        -46.0719414        -20.7119560        -2.79779696       -0.947597265       -0.925969660         18.4868145         21.4197788         22.1372318         24.8839226         24.1167545        0.500000060        0.265957471E-1     0.526595831   
       1.57138050        -46.0719261        -20.7122326        -2.79268956       -0.954361856       -0.923799634         18.4876881         21.3916836         22.1381035         24.8726082         24.1720009        0.500000060        0.319148973E-1     0.531914949   
       1.58004272        -46.0719185        -20.7125549        -2.78689790       -0.962026000       -0.921324492         18.4885864         21.3598137         22.1391392         24.8578548         24.2371445        0.500000060        0.372340493E-1     0.537234128   
       1.58870494        -46.0719032        -20.7129250        -2.78038526       -0.970617294       -0.918555379         18.4895287         21.3247337         22.1402817         24.8396893         24.3123531        0.500000060        0.425531976E-1     0.542553246   
       1.59736717        -46.0718880        -20.7133389        -2.77307010       -0.980214655       -0.915495992         18.4905643         21.2869396         22.1415310         24.8183899         24.3973961        0.500000060        0.478723459E-1     0.547872424   
       1.60602939        -46.0718727        -20.7137928        -2.76484776       -0.990925133       -0.912144780         18.4917641         21.2468376         22.1429329         24.7944279         24.4915543        0.500000060        0.531914942E-1     0.553191543   
       1.61469162        -46.0718536        -20.7142887        -2.75562167        -1.00285172       -0.908497095         18.4931927         21.2047768         22.1445446         24.7684002         24.5937691        0.500000060        0.585106425E-1     0.558510721   
       1.62335384        -46.0718384        -20.7148228        -2.74533296        -1.01605928       -0.904549301         18.4949055         21.1610737         22.1463871         24.7409077         24.7029133        0.500000060        0.638297945E-1     0.563829839   
       1.63201606        -46.0718155        -20.7153931        -2.73397946        -1.03055000       -0.900304258         18.4969521         21.1160297         22.1484470         24.7124195         24.8180676        0.500000060        0.691489428E-1     0.569149017   
       1.64067829        -46.0717926        -20.7159939        -2.72161889        -1.04625809       -0.895773411         18.4993668         21.0699081         22.1506805         24.6832142         24.9386597        0.500000060        0.744680986E-1     0.574468136   
       1.64934051        -46.0717735        -20.7166290        -2.70835042        -1.06307101       -0.890975237         18.5021820         21.0229340         22.1530437         24.6533966         25.0644169        0.500000060        0.797872394E-1     0.579787314   
       1.65800273        -46.0717506        -20.7172890        -2.69428611        -1.08085847       -0.885932684         18.5053997         20.9753036         22.1554756         24.6229877         25.1951466        0.500000060        0.851063952E-1     0.585106432   
       1.66666496        -46.0717278        -20.7179737        -2.67952538        -1.09950399       -0.880668819         18.5089760         20.9272308         22.1579170         24.5920296         25.3305550        0.500000060        0.904255360E-1     0.590425611   
       1.67532718        -46.0717010        -20.7186794        -2.66413140        -1.11892641       -0.875206649         18.5128288         20.8789845         22.1603031         24.5606270         25.4702110        0.500000060        0.957446918E-1     0.595744729   
       1.68398941        -46.0716743        -20.7194023        -2.64811683        -1.13909602       -0.869569659         18.5168266         20.8308830         22.1625919         24.5289116         25.6137390        0.500000060        0.101063848        0.601063907   
       1.69265163        -46.0716476        -20.7201424        -2.63143158        -1.16004288       -0.863783062         18.5208263         20.7832890         22.1647873         24.4969749         25.7611275        0.500000060        0.106382988        0.606383026   
       1.70131385        -46.0716209        -20.7208939        -2.61396551        -1.18185604       -0.857874691         18.5247002         20.7365646         22.1669579         24.4648190         25.9129658        0.500000060        0.111702144        0.611702204   
       1.70997608        -46.0715981        -20.7216511        -2.59557557        -1.20465362       -0.851875067         18.5283680         20.6910191         22.1691990         24.4323673         26.0703220        0.500000060        0.117021285        0.617021322   
       1.71863830        -46.0715675        -20.7224140        -2.57613897        -1.22853243       -0.845817447         18.5318184         20.6468830         22.1716003         24.3995476         26.2343273        0.500000060        0.122340433        0.622340500   
       1.72730052        -46.0715408        -20.7231808        -2.55561566        -1.25350225       -0.839737415         18.5351276         20.6042595         22.1742058         24.3663673         26.4055214        0.500000060        0.127659589        0.627659678   
       1.73596275        -46.0715103        -20.7239418        -2.53409266        -1.27944636       -0.833671331         18.5384579         20.5631008         22.1770039         24.3329601         26.5834541        0.500000060        0.132978722        0.632978797   
       1.74462497        -46.0714874        -20.7247009        -2.51177359        -1.30613387       -0.827654183         18.5420628         20.5231991         22.1799469         24.2995663         26.7666798        0.500000060        0.138297886        0.638297915   
       1.75328720        -46.0714569        -20.7254505        -2.48891425        -1.33328283       -0.821717203         18.5462246         20.4842434         22.1829815         24.2664700         26.9532509        0.500000060        0.143617049        0.643617094   
       1.76194942        -46.0714302        -20.7261868        -2.46574092        -1.36064732       -0.815889060         18.5512199         20.4459057         22.1860580         24.2339344         27.1413689        0.500000060        0.148936197        0.648936272   
       1.77061164        -46.0714035        -20.7269096        -2.44237757        -1.38808537       -0.810196042         18.5572510         20.4079571         22.1891251         24.2021809         27.3298645        0.500000060        0.154255331        0.654255390   
       1.77927387        -46.0713806        -20.7276134        -2.41882133        -1.41558421       -0.804662883         18.5644264         20.3703060         22.1921368         24.1713676         27.5183201        0.500000060        0.159574479        0.659574509   
       1.78793609        -46.0713539        -20.7282944        -2.39495802        -1.44324577       -0.799312174         18.5727978         20.3329601         22.1950569         24.1416225         27.7068424        0.500000060        0.164893642        0.664893687   
       1.79659832        -46.0713310        -20.7289505        -2.37058854        -1.47126281       -0.794161081         18.5824070         20.2959213         22.1978779         24.1130543         27.8958874        0.500000060        0.170212790        0.670212865   
       1.80526054        -46.0713081        -20.7295799        -2.34544635        -1.49990284       -0.789221346         18.5933495         20.2591038         22.2006245         24.0857830         28.0862751        0.500000060        0.175531924        0.675531983   
       1.81392276        -46.0712891        -20.7301807        -2.31920099        -1.52949846       -0.784501314         18.6057720         20.2223415         22.2033558         24.0599155         28.2795162        0.500000060        0.180851072        0.680851102   
       1.82258499        -46.0712662        -20.7307453        -2.29148293        -1.56041873       -0.780012727         18.6197910         20.1854935         22.2061195         24.0355644         28.4780903        0.500000060        0.186170220        0.686170280   
       1.83124721        -46.0712509        -20.7312775        -2.26193452        -1.59300923       -0.775775254         18.6354103         20.1485939         22.2089195         24.0128155         28.6855183        0.500000060        0.191489384        0.691489458   
       1.83990943        -46.0712318        -20.7317715        -2.23029900        -1.62750745       -0.771815240         18.6524429         20.1119213         22.2117004         23.9917221         28.9058704        0.500000060        0.196808532        0.696808577   
       1.84857166        -46.0712128        -20.7322254        -2.19650435        -1.66395891       -0.768161535         18.6705379         20.0759716         22.2143688         23.9723225         29.1429272        0.500000060        0.202127695        0.702127755   
       1.85723388        -46.0712013        -20.7326374        -2.16073322        -1.70215607       -0.764840543         18.6892624         20.0413170         22.2168274         23.9546413         29.3989811        0.500000060        0.207446828        0.707446873   
       1.86589611        -46.0711861        -20.7330055        -2.12346268        -1.74159753       -0.761875629         18.7081852         20.0084934         22.2189827         23.9387188         29.6735821        0.500000060        0.212765977        0.712766051   
       1.87455833        -46.0711746        -20.7333279        -2.08550978        -1.78144324       -0.759291232         18.7269173         19.9779510         22.2207623         23.9246292         29.9622746        0.500000060        0.218085125        0.718085170   
       1.88322055        -46.0711670        -20.7336025        -2.04808736        -1.82045472       -0.757112324         18.7450199         19.9501362         22.2221222         23.9124718         30.2555904        0.500000060        0.223404288        0.723404348   
       1.89188278        -46.0711555        -20.7338295        -2.01285815        -1.85695052       -0.755359650         18.7619057         19.9256115         22.2230415         23.9023647         30.5386810        0.500000060        0.228723437        0.728723526   
       1.90054500        -46.0711479        -20.7340088        -1.98189795        -1.88885128       -0.754038930         18.7767391         19.9051189         22.2235603         23.8944168         30.7921429        0.500000060        0.234042570        0.734042645   
       1.90920722        -46.0711441        -20.7341347        -1.95750213        -1.91387820       -0.753134429         18.7884731         19.8895454         22.2237759         23.8887005         30.9943867        0.500000060        0.239361718        0.739361763   
       1.91786945        -46.0711403        -20.7342110        -1.94182217        -1.92991424       -0.752613723         18.7960548         19.8797684         22.2238235         23.8852596         31.1253548        0.500000060        0.244680867        0.744680941   
       1.92653167        -46.0711403        -20.7342358        -1.93640673        -1.93544376       -0.752444625         18.7986794         19.8764305         22.2238235         23.8841114         31.1707420        0.500000060        0.250000030        0.750000119     [W]   
       1.93525529        -46.0711441        -20.7342854        -1.93978620        -1.93178308       -0.752312601         18.7946415         19.8786087         22.2261124         23.8846912         31.1427765        0.496212155        0.253787905        0.750000060   
       1.94397891        -46.0711555        -20.7344265        -1.94954395        -1.92120993       -0.751918972         18.7833118         19.8843899         22.2329712         23.8864479         31.0615387        0.492424279        0.257575780        0.750000060   
       1.95270252        -46.0711746        -20.7346516        -1.96467876        -1.90476036       -0.751277149         18.7663460         19.8922844         22.2442856         23.8894272         30.9343891        0.488636404        0.261363626        0.750000000   
       1.96142626        -46.0712051        -20.7349548        -1.98385572        -1.88380182       -0.750403285         18.7457561         19.9005032         22.2598438         23.8936653         30.7715187        0.484848529        0.265151531        0.750000060   
       1.97014987        -46.0712357        -20.7353306        -2.00570989        -1.85974145       -0.749306560         18.7235851         19.9072418         22.2794266         23.8991718         30.5837898        0.481060624        0.268939435        0.750000060   
       1.97887349        -46.0712738        -20.7357674        -2.02904749        -1.83382189       -0.747990549         18.7016144         19.9108868         22.3028431         23.9059105         30.3811417        0.477272749        0.272727311        0.750000060   
       1.98759711        -46.0713158        -20.7362614        -2.05291009        -1.80705261       -0.746460021         18.6812191         19.9101963         22.3299217         23.9138184         30.1719513        0.473484874        0.276515156        0.750000000   
       1.99632072        -46.0713615        -20.7368050        -2.07654738        -1.78022742       -0.744727015         18.6633263         19.9043770         22.3604698         23.9228401         29.9630547        0.469697028        0.280303061        0.750000119   
       2.00504446        -46.0714149        -20.7373905        -2.09938335        -1.75396311       -0.742809892         18.6484528         19.8930950         22.3942184         23.9329643         29.7598591        0.465909153        0.284090906        0.750000060   
       2.01376820        -46.0714684        -20.7380104        -2.12101579        -1.72870183       -0.740726113         18.6367435         19.8764629         22.4308147         23.9442348         29.5662594        0.462121218        0.287878811        0.750000000   
       2.02249193        -46.0715256        -20.7386608        -2.14122987        -1.70470953       -0.738485992         18.6279392         19.8550587         22.4698219         23.9567490         29.3844814        0.458333343        0.291666657        0.750000000   
       2.03121567        -46.0715828        -20.7393322        -2.15997887        -1.68209016       -0.736090422         18.6212826         19.8300018         22.5107670         23.9706230         29.2150555        0.454545498        0.295454562        0.750000060   
       2.03993940        -46.0716438        -20.7400208        -2.17732549        -1.66084552       -0.733535767         18.6154346         19.8030338         22.5531178         23.9859715         29.0571442        0.450757593        0.299242437        0.750000000   
       2.04866314        -46.0717010        -20.7407169        -2.19336224        -1.64094353       -0.730819404         18.6085224         19.7764854         22.5963116         24.0028992         28.9091110        0.446969718        0.303030342        0.750000060   
       2.05738688        -46.0717621        -20.7414188        -2.20816278        -1.62236738       -0.727942824         18.5984116         19.7529583         22.6397495         24.0214882         28.7690582        0.443181843        0.306818187        0.750000000   
       2.06611061        -46.0718231        -20.7421150        -2.22178411        -1.60510826       -0.724915206         18.5832253         19.7348022         22.6828461         24.0417862         28.6352100        0.439393997        0.310606092        0.750000119   
       2.07483435        -46.0718803        -20.7428074        -2.23429561        -1.58913517       -0.721752286         18.5618687         19.7235088         22.7250729         24.0637894         28.5061398        0.435606122        0.314393967        0.750000119   
       2.08355808        -46.0719414        -20.7434845        -2.24580765        -1.57436597       -0.718480051         18.5344124         19.7193336         22.7659855         24.0874310         28.3808994        0.431818187        0.318181813        0.750000000   
       2.09228182        -46.0719986        -20.7441425        -2.25646162        -1.56067479       -0.715135217         18.5020981         19.7212791         22.8052292         24.1125717         28.2591305        0.428030312        0.321969718        0.750000000   
       2.10100555        -46.0720520        -20.7447777        -2.26639056        -1.54793215       -0.711762488         18.4669876         19.7274609         22.8425102         24.1390209         28.1410809        0.424242467        0.325757623        0.750000119   
       2.10972929        -46.0721092        -20.7453861        -2.27568603        -1.53604388       -0.708411992         18.4314423         19.7356491         22.8775902         24.1665077         28.0274258        0.420454592        0.329545498        0.750000119   
       2.11845303        -46.0721588        -20.7459602        -2.28438425        -1.52496624       -0.705135584         18.3976173         19.7437553         22.9102783         24.1946926         27.9190331        0.416666687        0.333333343        0.750000000   
       2.12717676        -46.0722046        -20.7464981        -2.29247952        -1.51469767       -0.701984227         18.3671894         19.7501297         22.9404335         24.2231464         27.8167610        0.412878782        0.337121218        0.750000000   
       2.13590050        -46.0722504        -20.7469959        -2.29994226        -1.50526094       -0.699004531         18.3412876         19.7536411         22.9679737         24.2513638         27.7214336        0.409090936        0.340909123        0.750000060   
       2.14462423        -46.0722923        -20.7474518        -2.30673647        -1.49668920       -0.696237683         18.3205814         19.7536316         22.9928322         24.2787933         27.6338558        0.405303061        0.344696999        0.750000060   
       2.15334797        -46.0723267        -20.7478600        -2.31282306        -1.48902094       -0.693718910         18.3053741         19.7499008         23.0149345         24.3048763         27.5547905        0.401515156        0.348484874        0.750000000   
       2.16207170        -46.0723572        -20.7482185        -2.31816292        -1.48229814       -0.691477180         18.2956123         19.7426758         23.0341911         24.3290634         27.4848557        0.397727281        0.352272719        0.750000000   
       2.17079544        -46.0723801        -20.7485275        -2.32271934        -1.47656155       -0.689536512         18.2908440         19.7326469         23.0505066         24.3508148         27.4244270        0.393939435        0.356060594        0.750000000   
       2.17951918        -46.0724030        -20.7487812        -2.32646489        -1.47184324       -0.687918067         18.2901478         19.7209644         23.0638161         24.3696060         27.3737068        0.390151560        0.359848499        0.750000060   
       2.18824291        -46.0724220        -20.7489815        -2.32938385        -1.46816289       -0.686639786         18.2921696         19.7091713         23.0741024         24.3849163         27.3329754        0.386363655        0.363636374        0.750000000   
       2.19696665        -46.0724335        -20.7491245        -2.33147001        -1.46552980       -0.685716510         18.2952824         19.6990089         23.0813980         24.3962650         27.3028469        0.382575780        0.367424250        0.750000000   
       2.20569038        -46.0724411        -20.7492104        -2.33272195        -1.46394789       -0.685158730         18.2979240         19.6921196         23.0857449         24.4032536         27.2841988        0.378787905        0.371212125        0.750000000   
       2.21441412        -46.0724449        -20.7492390        -2.33313942        -1.46341991       -0.684972346         18.2989445         19.6896801         23.0871887         24.4056129         27.2778664        0.375000030        0.375000030        0.750000060     [K]   
       2.22305059        -46.0724182        -20.7484665        -2.34194803        -1.45527494       -0.689175308         18.3104572         19.7007923         23.0734425         24.4123802         27.2266979        0.381250024        0.381250024        0.752500057   
       2.23168707        -46.0724144        -20.7480030        -2.35058379        -1.44544840       -0.693078637         18.3073616         19.7239742         23.0612431         24.4187012         27.1780910        0.387500018        0.387500018        0.755000055   
       2.24032354        -46.0724297        -20.7478561        -2.35881042        -1.43418598       -0.696654439         18.2910671         19.7578545         23.0506153         24.4246712         27.1318626        0.393750042        0.393750042        0.757500052   
       2.24896002        -46.0724716        -20.7480259        -2.36636639        -1.42176926       -0.699865639         18.2635899         19.8005009         23.0415554         24.4304371         27.0877266        0.400000036        0.400000036        0.760000050   
       2.25759649        -46.0725327        -20.7485199        -2.37300825        -1.40846288       -0.702679396         18.2271080         19.8498592         23.0340557         24.4361572         27.0454655        0.406250030        0.406250030        0.762500048   
       2.26623297        -46.0726204        -20.7493382        -2.37854385        -1.39446819       -0.705076337         18.1836205         19.9040375         23.0281219         24.4419689         27.0050411        0.412500024        0.412500024        0.765000045   
       2.27486944        -46.0727310        -20.7504845        -2.38285637        -1.37989998       -0.707053363         18.1348114         19.9614220         23.0237846         24.4479618         26.9665623        0.418750018        0.418750018        0.767500043   
       2.28350592        -46.0728645        -20.7519608        -2.38590837        -1.36478651       -0.708618224         18.0820560         20.0206318         23.0211143         24.4541626         26.9301529        0.425000012        0.425000012        0.769999981   
       2.29214239        -46.0730247        -20.7537689        -2.38773179        -1.34908867       -0.709781408         18.0264874         20.0804768         23.0202007         24.4605465         26.8957882        0.431250006        0.431250006        0.772499979   
       2.30077887        -46.0732040        -20.7559090        -2.38840103        -1.33273172       -0.710548282         17.9690208         20.1399307         23.0211525         24.4670601         26.8632221        0.437500030        0.437500030        0.775000036   
       2.30941534        -46.0734138        -20.7583790        -2.38800383        -1.31564164       -0.710915983         17.9103413         20.1982002         23.0240746         24.4736309         26.8320541        0.443750024        0.443750024        0.777500033   
       2.31805182        -46.0736427        -20.7611809        -2.38660574        -1.29777479       -0.710873604         17.8509026         20.2547569         23.0290470         24.4802132         26.8018265        0.450000018        0.450000018        0.780000031   
       2.32668829        -46.0738983        -20.7643127        -2.38423038        -1.27913880       -0.710404634         17.7909431         20.3093624         23.0360985         24.4867954         26.7721710        0.456250012        0.456250012        0.782500029   
       2.33532476        -46.0741806        -20.7677708        -2.38085198        -1.25979292       -0.709491253         17.7305222         20.3620319         23.0452023         24.4934063         26.7428951        0.462500006        0.462500006        0.785000026   
       2.34396124        -46.0744858        -20.7715530        -2.37640762        -1.23983216       -0.708121657         17.6696033         20.4129887         23.0562763         24.5001011         26.7140522        0.468750000        0.468750000        0.787500024   
       2.35259771        -46.0748177        -20.7756538        -2.37081432        -1.21935737       -0.706296921         17.6080799         20.4626064         23.0692253         24.5069313         26.6859589        0.475000024        0.475000024        0.790000021   
       2.36123419        -46.0751762        -20.7800732        -2.36399031        -1.19845307       -0.704035938         17.5458126         20.5113449         23.0839405         24.5139313         26.6591625        0.481250048        0.481250048        0.792500079   
       2.36987066        -46.0755577        -20.7848072        -2.35587049        -1.17717540       -0.701372981         17.4826450         20.5596828         23.1003342         24.5211220         26.6343098        0.487500042        0.487500042        0.795000076   
       2.37850714        -46.0759659        -20.7898445        -2.34640789        -1.15555823       -0.698347449         17.4184284         20.6080399         23.1183319         24.5285225         26.6119041        0.493750036        0.493750036        0.797500074   
       2.38714361        -46.0763969        -20.7951851        -2.33557749        -1.13362777       -0.694988847         17.3530674         20.6566944         23.1378727         24.5361881         26.5921040        0.500000060        0.500000060        0.800000072   
       2.39578009        -46.0768547        -20.8008194        -2.32337260        -1.11141789       -0.691305578         17.2865410         20.7057743         23.1589260         24.5441990         26.5746136        0.506250024        0.506250024        0.802500069   
