#                                                                     
# $$\                                                                 
# $$ |                                                                
# $$ |     $$\   $$\ $$$$$$\$$$$\   $$$$$$\  $$$$$$$\                 
# $$ |     $$ |  $$ |$$  _$$  _$$\ $$  __$$\ $$  __$$\                
# $$ |     $$ |  $$ |$$ / $$ / $$ |$$$$$$$$ |$$ |  $$ |               
# $$ |     $$ |  $$ |$$ | $$ | $$ |$$   ____|$$ |  $$ |               
# $$$$$$$$\\$$$$$$  |$$ | $$ | $$ |\$$$$$$$\ $$ |  $$ |               
# \________|\______/ \__| \__| \__| \_______|\__|  \__|               
#                                                                     
#                   Fork Lumen 2.1.0                                  
#                  Branch is bug-fixes                                
#        MPI+OpenMP+SLK+SLEPC+HDF5_MPI_IO Build                       
#               http://www.lumen-code.org                             
#
#     |k| (a.u.)         b1                 b2                 b3                 b4                 b5                 b6                 b7                 b8                 b9                 b10               k_x (rlu)          k_y (rlu)          k_z (rlu)
#
       1.05164707        -40.9181824        -19.5615788        -1.02642894       -0.361573786       -0.372426122         10.4963274         19.2880268         19.9768295         20.4942226         20.4033279        0.212765977         0.00000000        0.212765977   
       1.06030929        -40.9171677        -19.5517616        -1.07133877       -0.376483619       -0.388201594         10.5758057         19.1786118         19.8857880         20.4522362         20.3705597        0.218085125         0.00000000        0.218085125   
       1.06897151        -40.9161453        -19.5418015        -1.11688304       -0.391991645       -0.403342128         10.6559582         19.0723877         19.7980022         20.4104023         20.3418922        0.223404288         0.00000000        0.223404288   
       1.07763374        -40.9151192        -19.5317059        -1.16299844       -0.408050954       -0.417872041         10.7366848         18.9695663         19.7131958         20.3693047         20.3163128        0.228723437         0.00000000        0.228723437   
       1.08629596        -40.9140892        -19.5214901        -1.20957768       -0.424513847       -0.431964606         10.8180408         18.8700409         19.6308937         20.3294888         20.2929592        0.234042570         0.00000000        0.234042570   
       1.09495819        -40.9130592        -19.5111580        -1.25647223       -0.441168696       -0.445898056         10.9002342         18.7735023         19.5504799         20.2914581         20.2709370        0.239361718         0.00000000        0.239361718   
       1.10362041        -40.9120293        -19.5007229        -1.30351400       -0.457793415       -0.459980071         10.9835491         18.6794949         19.4712696         20.2556515         20.2494221        0.244680867         0.00000000        0.244680867   
       1.11228263        -40.9109993        -19.4901943        -1.35055172       -0.474204659       -0.474463344         11.0682306         18.5874786         19.3926697         20.2223969         20.2278576        0.250000030         0.00000000        0.250000030   
       1.12094486        -40.9099693        -19.4795856        -1.39748681       -0.490285784       -0.489477068         11.1543570         18.4969864         19.3143215         20.1918335         20.2060108        0.255319178         0.00000000        0.255319178   
       1.12960708        -40.9089432        -19.4689045        -1.44429457       -0.505994558       -0.504999340         11.2417955         18.4077759         19.2361965         20.1638546         20.1838551        0.260638326         0.00000000        0.260638326   
       1.13826931        -40.9079247        -19.4581642        -1.49101460       -0.521356404       -0.520874918         11.3302441         18.3198566         19.1585808         20.1381264         20.1614075        0.265957445         0.00000000        0.265957445   
       1.14693153        -40.9069099        -19.4473782        -1.53771412       -0.536445916       -0.536869764         11.4193449         18.2333832         19.0819550         20.1141815         20.1386833        0.271276593         0.00000000        0.271276593   
       1.15559375        -40.9059029        -19.4365597        -1.58444631       -0.551362991       -0.552740633         11.5088120         18.1484528         19.0068130         20.0915642         20.1157589        0.276595771         0.00000000        0.276595771   
       1.16425598        -40.9049034        -19.4257145        -1.63121700       -0.566202223       -0.568296075         11.5984831         18.0650406         18.9335041         20.0699482         20.0928230        0.281914920         0.00000000        0.281914920   
       1.17291820        -40.9039116        -19.4148636        -1.67797685       -0.581028819       -0.583434224         11.6883135         17.9830570         18.8621597         20.0491791         20.0700741        0.287234098         0.00000000        0.287234098   
       1.18158042        -40.9029274        -19.4040146        -1.72462440       -0.595863461       -0.598148942         11.7782955         17.9025650         18.7927074         20.0292645         20.0475807        0.292553246         0.00000000        0.292553246   
       1.19024265        -40.9019547        -19.3931847        -1.77102172       -0.610688269       -0.612511992         11.8684053         17.8238888         18.7249393         20.0102901         20.0252132        0.297872394         0.00000000        0.297872394   
       1.19890487        -40.9009933        -19.3823872        -1.81700933       -0.625465095       -0.626637280         11.9585752         17.7475681         18.6585999         19.9923782         20.0027866        0.303191513         0.00000000        0.303191513   
       1.20756710        -40.9000473        -19.3716354        -1.86242962       -0.640153110       -0.640641451         12.0487309         17.6741219         18.5934296         19.9756241         19.9802895        0.308510661         0.00000000        0.308510661   
       1.21622932        -40.8991127        -19.3609428        -1.90715432       -0.654714584       -0.654608786         12.1388340         17.6038132         18.5292130         19.9600906         19.9580364        0.313829839         0.00000000        0.313829839   
       1.22489154        -40.8981934        -19.3503265        -1.95111275       -0.669106841       -0.668568254         12.2289019         17.5365448         18.4657993         19.9457722         19.9366188        0.319148958         0.00000000        0.319148958   
       1.23355377        -40.8972931        -19.3397980        -1.99430668       -0.683275461       -0.682490110         12.3190050         17.4719219         18.4031048         19.9325886         19.9167061        0.324468106         0.00000000        0.324468106   
       1.24221599        -40.8964081        -19.3293743        -2.03679705       -0.697151899       -0.696296930         12.4092112         17.4093952         18.3411274         19.9203701         19.8988743        0.329787284         0.00000000        0.329787284   
       1.25087821        -40.8955383        -19.3190689        -2.07866859       -0.710667074       -0.709886789         12.4995441         17.3484173         18.2799473         19.9088974         19.8835659        0.335106403         0.00000000        0.335106403   
       1.25954044        -40.8946877        -19.3088989        -2.11999083       -0.723767877       -0.723160625         12.5899649         17.2885132         18.2196751         19.8979549         19.8711433        0.340425581         0.00000000        0.340425581   
       1.26820266        -40.8938560        -19.2988777        -2.16078329       -0.736427665       -0.736042619         12.6803608         17.2293739         18.1604214         19.8874016         19.8618526        0.345744699         0.00000000        0.345744699   
       1.27686489        -40.8930511        -19.2890186        -2.20100522       -0.748649776       -0.748490036         12.7705641         17.1709270         18.1022396         19.8772316         19.8556309        0.351063848         0.00000000        0.351063848   
       1.28552711        -40.8922577        -19.2793407        -2.24055839       -0.760461628       -0.760492980         12.8603640         17.1134186         18.0451088         19.8675537         19.8519115        0.356383026         0.00000000        0.356383026   
       1.29418933        -40.8914948        -19.2698536        -2.27930045       -0.771910191       -0.772067130         12.9495211         17.0573978         17.9889450         19.8585606         19.8495712        0.361702144         0.00000000        0.361702144   
       1.30285156        -40.8907471        -19.2605762        -2.31706119       -0.783056200       -0.783243418         13.0377932         17.0035725         17.9336300         19.8504791         19.8471966        0.367021322         0.00000000        0.367021322   
       1.31151378        -40.8900261        -19.2515240        -2.35366750       -0.793959260       -0.794058621         13.1249571         16.9525948         17.8790512         19.8434830         19.8435421        0.372340441         0.00000000        0.372340441   
       1.32017601        -40.8893242        -19.2427063        -2.38897443       -0.804659367       -0.804545701         13.2108326         16.9048233         17.8251209         19.8376637         19.8379440        0.377659589         0.00000000        0.377659589   
       1.32883823        -40.8886528        -19.2341404        -2.42289495       -0.815155387       -0.814726233         13.2953005         16.8602428         17.7718163         19.8329697         19.8304863        0.382978767         0.00000000        0.382978767   
       1.33750045        -40.8880043        -19.2258434        -2.45541263       -0.825396836       -0.824605048         13.3782940         16.8185120         17.7191715         19.8292065         19.8218460        0.388297886         0.00000000        0.388297886   
       1.34616268        -40.8873825        -19.2178249        -2.48657107       -0.835295379       -0.834170282         13.4597721         16.7791119         17.6672878         19.8260326         19.8130264        0.393617064         0.00000000        0.393617064   
       1.35482490        -40.8867874        -19.2101002        -2.51643682       -0.844754696       -0.843396187         13.5396767         16.7414875         17.6163330         19.8230572         19.8050671        0.398936212         0.00000000        0.398936212   
       1.36348712        -40.8862190        -19.2026844        -2.54506421       -0.853699744       -0.852250576         13.6179047         16.7051811         17.5664940         19.8199158         19.7988319        0.404255390         0.00000000        0.404255390   
       1.37214935        -40.8856773        -19.1955891        -2.57247329       -0.862092018       -0.860699356         13.6942816         16.6699104         17.5179501         19.8163910         19.7948627        0.409574509         0.00000000        0.409574509   
       1.38081157        -40.8851624        -19.1888275        -2.59865284       -0.869923651       -0.868709743         13.7685709         16.6356506         17.4708271         19.8124580         19.7932339        0.414893657         0.00000000        0.414893657   
       1.38947380        -40.8846817        -19.1824093        -2.62357831       -0.877201974       -0.876248956         13.8404884         16.6026726         17.4251938         19.8082752         19.7934914        0.420212835         0.00000000        0.420212835   
       1.39813602        -40.8842239        -19.1763496        -2.64722371       -0.883934379       -0.883284390         13.9097214         16.5715046         17.3810940         19.8040943         19.7947655        0.425531954         0.00000000        0.425531954   
       1.40679824        -40.8837967        -19.1706581        -2.66956329       -0.890128613       -0.889786839         13.9759665         16.5427895         17.3385658         19.8001881         19.7960510        0.430851132         0.00000000        0.430851132   
       1.41546047        -40.8834038        -19.1653442        -2.69055557       -0.895798922       -0.895737410         14.0389194         16.5170708         17.2977028         19.7967644         19.7965508        0.436170250         0.00000000        0.436170250   
       1.42412269        -40.8830376        -19.1604156        -2.71013141       -0.900975108       -0.901135087         14.0983143         16.4945908         17.2586384         19.7939491         19.7959347        0.441489398         0.00000000        0.441489398   
       1.43278491        -40.8827019        -19.1558876        -2.72818780       -0.905701220       -0.906001031         14.1539011         16.4752102         17.2215633         19.7917900         19.7943401        0.446808577         0.00000000        0.446808577   
       1.44144714        -40.8824005        -19.1517620        -2.74460006       -0.910026848       -0.910376906         14.2054491         16.4584885         17.1867065         19.7902565         19.7921772        0.452127695         0.00000000        0.452127695   
       1.45010936        -40.8821297        -19.1480503        -2.75924587       -0.913993597       -0.914314926         14.2527456         16.4438152         17.1543369         19.7892532         19.7898884        0.457446873         0.00000000        0.457446873   
       1.45877159        -40.8818855        -19.1447582        -2.77202678       -0.917623580       -0.917865455         14.2955790         16.4305878         17.1247692         19.7886276         19.7877979        0.462765992         0.00000000        0.462765992   
       1.46743381        -40.8816757        -19.1418934        -2.78288794       -0.920914650       -0.921061516         14.3337269         16.4183407         17.0983524         19.7882042         19.7861233        0.468085140         0.00000000        0.468085140   
       1.47609603        -40.8815002        -19.1394596        -2.79182911       -0.923842013       -0.923908234         14.3669291         16.4068356         17.0754471         19.7878227         19.7850266        0.473404318         0.00000000        0.473404318   
       1.48475826        -40.8813553        -19.1374607        -2.79890347       -0.926361263       -0.926378608         14.3948812         16.3961239         17.0563736         19.7873878         19.7845993        0.478723437         0.00000000        0.478723437   
       1.49342048        -40.8812408        -19.1359043        -2.80421019       -0.928414822       -0.928416669         14.4172220         16.3865948         17.0413837         19.7868958         19.7848110        0.484042585         0.00000000        0.484042585   
       1.50208271        -40.8811607        -19.1347904        -2.80787253       -0.929940879       -0.929949701         14.4335613         16.3789234         17.0306244         19.7864227         19.7854195        0.489361733         0.00000000        0.489361733   
       1.51074493        -40.8811111        -19.1341209        -2.81001091       -0.930882990       -0.930905223         14.4435396         16.3738918         17.0241604         19.7860756         19.7860394        0.494680882         0.00000000        0.494680882   
       1.51940715        -40.8810959        -19.1338959        -2.81071305       -0.931201696       -0.931230187         14.4468966         16.3721313         17.0220070         19.7859478         19.7862968        0.500000060         0.00000000        0.500000060     [X]   
       1.52806938        -40.8810959        -19.1339226        -2.81013274       -0.931966662       -0.930998027         14.4470310         16.3693752         17.0219822         19.7854939         19.7917671        0.500000060        0.531914970E-2     0.505319238   
       1.53673160        -40.8810921        -19.1339989        -2.80842853       -0.934212804       -0.930312812         14.4474220         16.3611279         17.0219612         19.7839527         19.8079643        0.500000060        0.106382994E-1     0.510638356   
       1.54539382        -40.8810883        -19.1341248        -2.80570078       -0.937812567       -0.929203570         14.4480228         16.3474655         17.0220623         19.7808456         19.8343887        0.500000060        0.159574486E-1     0.515957534   
       1.55405605        -40.8810806        -19.1343040        -2.80207634       -0.942602098       -0.927707672         14.4487715         16.3285866         17.0224056         19.7755489         19.8705330        0.500000060        0.212765988E-1     0.521276653   
       1.56271827        -40.8810730        -19.1345291        -2.79767251       -0.948430419       -0.925860405         14.4496069         16.3048458         17.0230331         19.7674637         19.9161644        0.500000060        0.265957471E-1     0.526595831   
       1.57138050        -40.8810616        -19.1348038        -2.79256487       -0.955195546       -0.923689544         14.4504814         16.2767506         17.0239010         19.7561531         19.9713993        0.500000060        0.319148973E-1     0.531914949   
       1.58004272        -40.8810501        -19.1351280        -2.78677320       -0.962860286       -0.921213567         14.4513779         16.2448807         17.0249367         19.7413979         20.0365353        0.500000060        0.372340493E-1     0.537234128   
       1.58870494        -40.8810349        -19.1354980        -2.78026056       -0.971452177       -0.918443441         14.4523191         16.2098007         17.0260792         19.7232380         20.1117325        0.500000060        0.425531976E-1     0.542553246   
       1.59736717        -40.8810234        -19.1359100        -2.77294517       -0.981050134       -0.915383160         14.4533567         16.1720066         17.0273266         19.7019386         20.1967621        0.500000060        0.478723459E-1     0.547872424   
       1.60602939        -40.8810043        -19.1363640        -2.76472282       -0.991761208       -0.912031054         14.4545555         16.1319046         17.0287304         19.6779766         20.2909069        0.500000060        0.531914942E-1     0.553191543   
       1.61469162        -40.8809853        -19.1368618        -2.75549698        -1.00368845       -0.908382416         14.4559841         16.0898418         17.0303402         19.6519547         20.3931103        0.500000060        0.585106425E-1     0.558510721   
       1.62335384        -40.8809700        -19.1373940        -2.74520779        -1.01689661       -0.904433668         14.4576969         16.0461407         17.0321827         19.6244621         20.5022392        0.500000060        0.638297945E-1     0.563829839   
       1.63201606        -40.8809471        -19.1379662        -2.73385429        -1.03138793       -0.900187790         14.4597425         16.0010948         17.0342407         19.5959759         20.6173820        0.500000060        0.691489428E-1     0.569149017   
       1.64067829        -40.8809280        -19.1385670        -2.72149372        -1.04709649       -0.895655990         14.4621572         15.9549742         17.0364761         19.5667744         20.7379608        0.500000060        0.744680986E-1     0.574468136   
       1.64934051        -40.8809052        -19.1392021        -2.70822501        -1.06390989       -0.890857041         14.4649734         15.9079981         17.0388374         19.5369606         20.8637028        0.500000060        0.797872394E-1     0.579787314   
       1.65800273        -40.8808823        -19.1398621        -2.69416094        -1.08169794       -0.885813653         14.4681892         15.8603668         17.0412712         19.5065556         20.9944191        0.500000060        0.851063952E-1     0.585106432   
       1.66666496        -40.8808556        -19.1405468        -2.67939997        -1.10034394       -0.880549014         14.4717674         15.8122950         17.0437126         19.4755993         21.1298141        0.500000060        0.904255360E-1     0.590425611   
       1.67532718        -40.8808327        -19.1412525        -2.66400623        -1.11976683       -0.875086129         14.4756193         15.7640457         17.0460987         19.4441986         21.2694588        0.500000060        0.957446918E-1     0.595744729   
       1.68398941        -40.8808060        -19.1419754        -2.64799166        -1.13993680       -0.869448423         14.4796171         15.7159424         17.0483856         19.4124870         21.4129753        0.500000060        0.101063848        0.601063907   
       1.69265163        -40.8807831        -19.1427155        -2.63130641        -1.16088402       -0.863661230         14.4836159         15.6683493         17.0505829         19.3805542         21.5603504        0.500000060        0.106382988        0.606383026   
       1.70131385        -40.8807526        -19.1434650        -2.61384058        -1.18269742       -0.857752204         14.4874907         15.6216211         17.0527534         19.3484001         21.7121754        0.500000060        0.111702144        0.611702204   
       1.70997608        -40.8807259        -19.1442223        -2.59545088        -1.20549512       -0.851752043         14.4911575         15.5760756         17.0549946         19.3159523         21.8695183        0.500000060        0.117021285        0.617021322   
       1.71863830        -40.8806992        -19.1449871        -2.57601404        -1.22937417       -0.845694005         14.4946070         15.5319386         17.0573940         19.2831364         22.0335102        0.500000060        0.122340433        0.622340500   
       1.72730052        -40.8806725        -19.1457520        -2.55549097        -1.25434411       -0.839613557         14.4979162         15.4893131         17.0600014         19.2499599         22.2046947        0.500000060        0.127659589        0.627659678   
       1.73596275        -40.8806419        -19.1465149        -2.53396821        -1.28028810       -0.833547115         14.5012474         15.4481535         17.0627995         19.2165585         22.3826141        0.500000060        0.132978722        0.632978797   
       1.74462497        -40.8806152        -19.1472740        -2.51164889        -1.30697548       -0.827529609         14.5048513         15.4082518         17.0657444         19.1831665         22.5658264        0.500000060        0.138297886        0.638297915   
       1.75328720        -40.8805885        -19.1480236        -2.48878980        -1.33412433       -0.821592510         14.5090132         15.3692932         17.0687790         19.1500740         22.7523842        0.500000060        0.143617049        0.643617094   
       1.76194942        -40.8805618        -19.1487598        -2.46561670        -1.36148858       -0.815764248         14.5140076         15.3309546         17.0718536         19.1175442         22.9404869        0.500000060        0.148936197        0.648936272   
       1.77061164        -40.8805351        -19.1494808        -2.44225335        -1.38892639       -0.810071111         14.5200386         15.2930050         17.0749207         19.0857925         23.1289730        0.500000060        0.154255331        0.654255390   
       1.77927387        -40.8805084        -19.1501846        -2.41869712        -1.41642487       -0.804537892         14.5272160         15.2553530         17.0779362         19.0549831         23.3174152        0.500000060        0.159574479        0.659574509   
       1.78793609        -40.8804855        -19.1508656        -2.39483380        -1.44408619       -0.799187183         14.5355854         15.2180052         17.0808582         19.0252380         23.5059242        0.500000060        0.164893642        0.664893687   
       1.79659832        -40.8804588        -19.1515236        -2.37046409        -1.47210288       -0.794036150         14.5451937         15.1809654         17.0836792         18.9966755         23.6949558        0.500000060        0.170212790        0.670212865   
       1.80526054        -40.8804359        -19.1521530        -2.34532189        -1.50074267       -0.789096475         14.5561380         15.1441479         17.0864277         18.9694023         23.8853340        0.500000060        0.175531924        0.675531983   
       1.81392276        -40.8804169        -19.1527519        -2.31907654        -1.53033805       -0.784376562         14.5685606         15.1073847         17.0891628         18.9435368         24.0785580        0.500000060        0.180851072        0.680851102   
       1.82258499        -40.8803978        -19.1533184        -2.29135823        -1.56125796       -0.779888093         14.5825806         15.0705366         17.0919285         18.9191875         24.2771263        0.500000060        0.186170220        0.686170280   
       1.83124721        -40.8803787        -19.1538506        -2.26180959        -1.59384811       -0.775650740         14.5981979         15.0336342         17.0947304         18.8964367         24.4845409        0.500000060        0.191489384        0.691489458   
       1.83990943        -40.8803596        -19.1543446        -2.23017383        -1.62834609       -0.771690965         14.6152315         14.9969625         17.0975113         18.8753452         24.7048855        0.500000060        0.196808532        0.696808577   
       1.84857166        -40.8803444        -19.1547985        -2.19637895        -1.66479731       -0.768037438         14.6333256         14.9610128         17.1001835         18.8559456         24.9419308        0.500000060        0.202127695        0.702127755   
       1.85723388        -40.8803291        -19.1552105        -2.16060781        -1.70299411       -0.764716566         14.6520491         14.9263592         17.1026440         18.8382626         25.1979790        0.500000060        0.207446828        0.707446873   
       1.86589611        -40.8803177        -19.1555786        -2.12333727        -1.74243569       -0.761751831         14.6709719         14.8935328         17.1047993         18.8223419         25.4725742        0.500000060        0.212765977        0.712766051   
       1.87455833        -40.8803062        -19.1559010        -2.08538413        -1.78228116       -0.759167492         14.6897039         14.8629885         17.1065826         18.8082504         25.7612572        0.500000060        0.218085125        0.718085170   
       1.88322055        -40.8802948        -19.1561756        -2.04796195        -1.82129252       -0.756988645         14.7078075         14.8351746         17.1079426         18.7960949         26.0545692        0.500000060        0.223404288        0.723404348   
       1.89188278        -40.8802872        -19.1564026        -2.01273298        -1.85778821       -0.755235910         14.7246933         14.8106489         17.1088638         18.7859879         26.3376541        0.500000060        0.228723437        0.728723526   
       1.90054500        -40.8802834        -19.1565800        -1.98177242        -1.88968909       -0.753915250         14.7395258         14.7901564         17.1093826         18.7780380         26.5911140        0.500000060        0.234042570        0.734042645   
       1.90920722        -40.8802757        -19.1567078        -1.95737684        -1.91471601       -0.753010631         14.7512608         14.7745838         17.1095982         18.7723217         26.7933559        0.500000060        0.239361718        0.739361763   
       1.91786945        -40.8802719        -19.1567841        -1.94169664        -1.93075192       -0.752489924         14.7588415         14.7648058         17.1096439         18.7688828         26.9243202        0.500000060        0.244680867        0.744680941   
       1.92653167        -40.8802719        -19.1568089        -1.93628144        -1.93628144       -0.752320826         14.7614679         14.7614679         17.1096439         18.7677345         26.9697094        0.500000060        0.250000030        0.750000119     [W]   
       1.93525529        -40.8802757        -19.1568584        -1.93966091        -1.93262100       -0.752188742         14.7574291         14.7636461         17.1119328         18.7683105         26.9417419        0.496212155        0.253787905        0.750000060   
       1.94397891        -40.8802872        -19.1569996        -1.94941866        -1.92204785       -0.751794934         14.7460995         14.7694283         17.1187916         18.7700691         26.8605042        0.492424279        0.257575780        0.750000060   
       1.95270252        -40.8803062        -19.1572247        -1.96455324        -1.90559852       -0.751152873         14.7291327         14.7773218         17.1301060         18.7730465         26.7333565        0.488636404        0.261363626        0.750000000   
       1.96142626        -40.8803329        -19.1575279        -1.98373032        -1.88464022       -0.750278592         14.7085438         14.7855434         17.1456623         18.7772846         26.5704899        0.484848529        0.265151531        0.750000060   
       1.97014987        -40.8803673        -19.1579018        -2.00558424        -1.86057997       -0.749181569         14.6863728         14.7922812         17.1652451         18.7827892         26.3827629        0.481060624        0.268939435        0.750000060   
       1.97887349        -40.8804054        -19.1583405        -2.02892208        -1.83466077       -0.747865021         14.6644020         14.7959251         17.1886578         18.7895298         26.1801147        0.477272749        0.272727311        0.750000060   
       1.98759711        -40.8804474        -19.1588326        -2.05278444        -1.80789208       -0.746334016         14.6440077         14.7952356         17.2157364         18.7974358         25.9709301        0.473484874        0.276515156        0.750000000   
       1.99632072        -40.8804932        -19.1593761        -2.07642198        -1.78106737       -0.744600475         14.6261148         14.7894182         17.2462826         18.8064575         25.7620354        0.469697028        0.280303061        0.750000119   
       2.00504446        -40.8805466        -19.1599617        -2.09925747        -1.75480354       -0.742682695         14.6112413         14.7781363         17.2800293         18.8165779         25.5588417        0.465909153        0.284090906        0.750000060   
       2.01376820        -40.8806000        -19.1605835        -2.12089038        -1.72954285       -0.740598261         14.5995312         14.7615051         17.3166218         18.8278484         25.3652477        0.462121218        0.287878811        0.750000000   
       2.02249193        -40.8806534        -19.1612339        -2.14110422        -1.70555115       -0.738357484         14.5907259         14.7401018         17.3556290         18.8403625         25.1834736        0.458333343        0.291666657        0.750000000   
       2.03121567        -40.8807144        -19.1619053        -2.15985346        -1.68293238       -0.735961258         14.5840712         14.7150450         17.3965702         18.8542328         25.0140495        0.454545498        0.295454562        0.750000060   
       2.03993940        -40.8807716        -19.1625938        -2.17719984        -1.66168833       -0.733405888         14.5782242         14.6880798         17.4389191         18.8695793         24.8561440        0.450757593        0.299242437        0.750000000   
       2.04866314        -40.8808327        -19.1632900        -2.19323683        -1.64178705       -0.730688870         14.5713100         14.6615324         17.4821110         18.8865032         24.7081146        0.446969718        0.303030342        0.750000060   
       2.05738688        -40.8808937        -19.1639919        -2.20803714        -1.62321150       -0.727811694         14.5612001         14.6380053         17.5255489         18.9050903         24.5680676        0.443181843        0.306818187        0.750000000   
       2.06611061        -40.8809586        -19.1646881        -2.22165847        -1.60595298       -0.724783480         14.5460129         14.6198492         17.5686417         18.9253864         24.4342251        0.439393997        0.310606092        0.750000119   
       2.07483435        -40.8810158        -19.1653786        -2.23417020        -1.58998060       -0.721620023         14.5246563         14.6085577         17.6108665         18.9473896         24.3051567        0.435606122        0.314393967        0.750000119   
       2.08355808        -40.8810768        -19.1660576        -2.24568224        -1.57521188       -0.718347251         14.4972010         14.6043844         17.6517773         18.9710274         24.1799221        0.431818187        0.318181813        0.750000000   
       2.09228182        -40.8811302        -19.1667156        -2.25633621        -1.56152141       -0.715002000         14.4648876         14.6063299         17.6910191         18.9961681         24.0581627        0.428030312        0.321969718        0.750000000   
       2.10100555        -40.8811913        -19.1673508        -2.26626539        -1.54877925       -0.711628914         14.4297771         14.6125135         17.7282982         19.0226135         23.9401169        0.424242467        0.325757623        0.750000119   
       2.10972929        -40.8812408        -19.1679592        -2.27556109        -1.53689134       -0.708278120         14.3942308         14.6207008         17.7633762         19.0501003         23.8264694        0.420454592        0.329545498        0.750000119   
       2.11845303        -40.8812943        -19.1685333        -2.28425908        -1.52581429       -0.705001473         14.3604059         14.6288090         17.7960625         19.0782814         23.7180824        0.416666687        0.333333343        0.750000000   
       2.12717676        -40.8813400        -19.1690712        -2.29235435        -1.51554608       -0.701849997         14.3299789         14.6351843         17.8262177         19.1067333         23.6158180        0.412878782        0.337121218        0.750000000   
       2.13590050        -40.8813858        -19.1695690        -2.29981732        -1.50610960       -0.698870122         14.3040762         14.6386938         17.8537579         19.1349506         23.5204983        0.409090936        0.340909123        0.750000060   
       2.14462423        -40.8814240        -19.1700249        -2.30661154        -1.49753821       -0.696103275         14.2833710         14.6386862         17.8786144         19.1623783         23.4329281        0.405303061        0.344696999        0.750000060   
       2.15334797        -40.8814583        -19.1704330        -2.31269813        -1.48987019       -0.693584502         14.2681627         14.6349545         17.9007168         19.1884594         23.3538704        0.401515156        0.348484874        0.750000000   
       2.16207170        -40.8814888        -19.1707916        -2.31803823        -1.48314738       -0.691342711         14.2584019         14.6277304         17.9199753         19.2126427         23.2839451        0.397727281        0.352272719        0.750000000   
       2.17079544        -40.8815155        -19.1711006        -2.32259488        -1.47741103       -0.689402223         14.2536335         14.6177015         17.9362888         19.2343941         23.2235222        0.393939435        0.356060594        0.750000000   
       2.17951918        -40.8815384        -19.1713543        -2.32634044        -1.47269273       -0.687783837         14.2529373         14.6060190         17.9495983         19.2531834         23.1728077        0.390151560        0.359848499        0.750000060   
       2.18824291        -40.8815536        -19.1715546        -2.32925940        -1.46901262       -0.686505675         14.2549582         14.5942259         17.9598846         19.2684937         23.1320858        0.386363655        0.363636374        0.750000000   
       2.19696665        -40.8815651        -19.1716976        -2.33134580        -1.46637928       -0.685582399         14.2580719         14.5840645         17.9671803         19.2798424         23.1019592        0.382575780        0.367424250        0.750000000   
       2.20569038        -40.8815727        -19.1717834        -2.33259749        -1.46479750       -0.685024679         14.2607126         14.5771732         17.9715290         19.2868271         23.0833149        0.378787905        0.371212125        0.750000000   
       2.21441412        -40.8815765        -19.1718121        -2.33301544        -1.46426964       -0.684838295         14.2617331         14.5747337         17.9729729         19.2891884         23.0769844        0.375000030        0.375000030        0.750000060     [K]   
       2.22305059        -40.8815498        -19.1710396        -2.34182382        -1.45612454       -0.689041555         14.2732458         14.5858450         17.9592285         19.2959557         23.0258179        0.381250024        0.381250024        0.752500057   
       2.23168707        -40.8815460        -19.1705761        -2.35045934        -1.44629788       -0.692944765         14.2701511         14.6090288         17.9470291         19.3022766         22.9772129        0.387500018        0.387500018        0.755000055   
       2.24032354        -40.8815651        -19.1704292        -2.35868597        -1.43503559       -0.696520209         14.2538557         14.6429100         17.9363995         19.3082466         22.9309864        0.393750042        0.393750042        0.757500052   
       2.24896002        -40.8816032        -19.1705990        -2.36624217        -1.42261922       -0.699730814         14.2263784         14.6855583         17.9273396         19.3140087         22.8868523        0.400000036        0.400000036        0.760000050   
       2.25759649        -40.8816681        -19.1710911        -2.37288380        -1.40931308       -0.702543676         14.1898966         14.7349167         17.9198380         19.3197269         22.8445950        0.406250030        0.406250030        0.762500048   
       2.26623297        -40.8817520        -19.1719112        -2.37841916        -1.39531887       -0.704939365         14.1464090         14.7890968         17.9139023         19.3255367         22.8041706        0.412500024        0.412500024        0.765000045   
       2.27486944        -40.8818626        -19.1730576        -2.38273144        -1.38075113       -0.706914961         14.0976009         14.8464804         17.9095631         19.3315239         22.7656956        0.418750018        0.418750018        0.767500043   
       2.28350592        -40.8819962        -19.1745338        -2.38578320        -1.36563838       -0.708478212         14.0448456         14.9056940         17.9068928         19.3377228         22.7292919        0.425000012        0.425000012        0.769999981   
       2.29214239        -40.8821526        -19.1763420        -2.38760591        -1.34994113       -0.709639549         13.9892769         14.9655380         17.9059772         19.3441010         22.6949310        0.431250006        0.431250006        0.772499979   
       2.30077887        -40.8823357        -19.1784821        -2.38827515        -1.33358502       -0.710404336         13.9318094         15.0249958         17.9069271         19.3506088         22.6623726        0.437500030        0.437500030        0.775000036   
       2.30941534        -40.8825417        -19.1809521        -2.38787723        -1.31649578       -0.710769773         13.8731298         15.0832672         17.9098454         19.3571739         22.6312103        0.443750024        0.443750024        0.777500033   
       2.31805182        -40.8827744        -19.1837540        -2.38647890        -1.29862976       -0.710724950         13.8136940         15.1398268         17.9148178         19.3637486         22.6009903        0.450000018        0.450000018        0.780000031   
