#                                                                     
# $$\                                                                 
# $$ |                                                                
# $$ |     $$\   $$\ $$$$$$\$$$$\   $$$$$$\  $$$$$$$\                 
# $$ |     $$ |  $$ |$$  _$$  _$$\ $$  __$$\ $$  __$$\                
# $$ |     $$ |  $$ |$$ / $$ / $$ |$$$$$$$$ |$$ |  $$ |               
# $$ |     $$ |  $$ |$$ | $$ | $$ |$$   ____|$$ |  $$ |               
# $$$$$$$$\\$$$$$$  |$$ | $$ | $$ |\$$$$$$$\ $$ |  $$ |               
# \________|\______/ \__| \__| \__| \_______|\__|  \__|               
#                                                                     
#                   Fork Lumen 2.1.0                                  
#                  Branch is bug-fixes                                
#        MPI+OpenMP+SLK+SLEPC+HDF5_MPI_IO Build                       
#               http://www.lumen-code.org                             
#
#     |k| (a.u.)         b1                 b2                 b3                 b4                 b5                 b6                 b7                 b8                 b9                 b10               k_x (rlu)          k_y (rlu)          k_z (rlu)
#
       2.32668829        -40.8830299        -19.1868839        -2.38410306        -1.27999473       -0.710253239         13.7537327         15.1944351         17.9218655         19.3703232         22.5713444        0.456250012        0.456250012        0.782500029   
       2.33532476        -40.8833084        -19.1903419        -2.38072419        -1.26064992       -0.709337115         13.6933117         15.2471094         17.9309654         19.3769245         22.5420780        0.462500006        0.462500006        0.785000026   
       2.34396124        -40.8836174        -19.1941242        -2.37627888        -1.24069023       -0.707964540         13.6323938         15.2980700         17.9420376         19.3836079         22.5132446        0.468750000        0.468750000        0.787500024   
       2.35259771        -40.8839493        -19.1982269        -2.37068462        -1.22021651       -0.706136644         13.5708714         15.3476896         17.9549809         19.3904285         22.4851608        0.475000024        0.475000024        0.790000021   
       2.36123419        -40.8843040        -19.2026463        -2.36386013        -1.19931340       -0.703872383         13.5086050         15.3964329         17.9696941         19.3974171         22.4583778        0.481250048        0.481250048        0.792500079   
       2.36987066        -40.8846855        -19.2073784        -2.35573936        -1.17803693       -0.701205909         13.4454365         15.4447765         17.9860859         19.4045944         22.4335365        0.487500042        0.487500042        0.795000076   
       2.37850714        -40.8850975        -19.2124176        -2.34627581        -1.15642083       -0.698176742         13.3812208         15.4931355         18.0040779         19.4119816         22.4111481        0.493750036        0.493750036        0.797500074   
       2.38714361        -40.8855286        -19.2177582        -2.33544445        -1.13449168       -0.694814324         13.3158617         15.5417967         18.0236149         19.4196320         22.3913612        0.500000060        0.500000060        0.800000072   
       2.39578009        -40.8859863        -19.2233925        -2.32323837        -1.11228311       -0.691127121         13.2493334         15.5908813         18.0446644         19.4276295         22.3738899        0.506250024        0.506250024        0.802500069   
       2.40441656        -40.8864708        -19.2293167        -2.30966496        -1.08984125       -0.687100530         13.1816769         15.6403770         18.0672340         19.4360752         22.3580647        0.512500048        0.512500048        0.805000067   
       2.41305304        -40.8869781        -19.2355194        -2.29474068        -1.06722200       -0.682704985         13.1129761         15.6901951         18.0913448         19.4450741         22.3430557        0.518750072        0.518750072        0.807500064   
       2.42168951        -40.8875122        -19.2419968        -2.27848744        -1.04448080       -0.677908719         13.0433254         15.7402411         18.1170387         19.4547138         22.3281078        0.525000036        0.525000036        0.810000062   
       2.43032598        -40.8880692        -19.2487392        -2.26093173        -1.02166021       -0.672689021         12.9728041         15.7904720         18.1443348         19.4650612         22.3126717        0.531250060        0.531250060        0.812500060   
       2.43896246        -40.8886528        -19.2557354        -2.24210548       -0.998786926       -0.667037010         12.9014835         15.8409138         18.1732521         19.4761391         22.2964439        0.537500024        0.537500024        0.815000057   
       2.44759893        -40.8892555        -19.2629795        -2.22204614       -0.975868106       -0.660956204         12.8294287         15.8916721         18.2038059         19.4879227         22.2793560        0.543750048        0.543750048        0.817499995   
       2.45623541        -40.8898849        -19.2704639        -2.20079756       -0.952900410       -0.654458821         12.7567072         15.9429111         18.2360229         19.5003490         22.2615032        0.550000012        0.550000012        0.819999993   
       2.46487188        -40.8905373        -19.2781754        -2.17840147       -0.929876506       -0.647561193         12.6833744         15.9948425         18.2699299         19.5133286         22.2431221        0.556250036        0.556250036        0.822500050   
       2.47350836        -40.8912125        -19.2861023        -2.15489483       -0.906793475       -0.640283048         12.6094799         16.0476913         18.3055229         19.5267906         22.2245197        0.562500000        0.562500000        0.824999988   
       2.48214483        -40.8919067        -19.2942390        -2.13030839       -0.883653581       -0.632646680         12.5350647         16.1016712         18.3427486         19.5407295         22.2060127        0.568750024        0.568750024        0.827500045   
       2.49078131        -40.8926277        -19.3025703        -2.10466719       -0.860462487       -0.624675691         12.4601727         16.1569405         18.3815136         19.5551987         22.1878872        0.575000048        0.575000048        0.830000043   
       2.49941778        -40.8933678        -19.3110867        -2.07799625       -0.837229252       -0.616392910         12.3848600         16.2135849         18.4217091         19.5703297         22.1703606        0.581250072        0.581250072        0.832500041   
       2.50805426        -40.8941307        -19.3197784        -2.05032134       -0.813968122       -0.607817531         12.3092012         16.2716084         18.4632378         19.5862732         22.1535797        0.587500036        0.587500036        0.835000038   
       2.51669073        -40.8949089        -19.3286324        -2.02166510       -0.790700555       -0.598964751         12.2332716         16.3309994         18.5060329         19.6031818         22.1376114        0.593750060        0.593750060        0.837500036   
       2.52532721        -40.8957100        -19.3376389        -1.99204445       -0.767459691       -0.589847922         12.1571426         16.3917522         18.5500565         19.6211681         22.1224308        0.600000024        0.600000024        0.840000033   
       2.53396368        -40.8965263        -19.3467846        -1.96147037       -0.744282305       -0.580482900         12.0808668         16.4539204         18.5953083         19.6402912         22.1079330        0.606250048        0.606250048        0.842500091   
       2.54260015        -40.8973656        -19.3560600        -1.92995417       -0.721204221       -0.570888519         12.0044804         16.5175991         18.6418343         19.6605606         22.0940304        0.612500072        0.612500072        0.845000088   
       2.55123663        -40.8982162        -19.3654480        -1.89751446       -0.698256016       -0.561084390         11.9280148         16.5828819         18.6897182         19.6819553         22.0807743        0.618750095        0.618750095        0.847500086   
       2.55987310        -40.8990860        -19.3749447        -1.86418045       -0.675463080       -0.551084399         11.8514986         16.6498299         18.7390785         19.7044487         22.0684357        0.625000060        0.625000060        0.850000083   
       2.56850958        -40.8999710        -19.3845329        -1.82999253       -0.652850151       -0.540892303         11.7749519         16.7184715         18.7900333         19.7280331         22.0574646        0.631250024        0.631250024        0.852500081   
       2.57714605        -40.9008713        -19.3942032        -1.79499948       -0.630439997       -0.530504823         11.6983910         16.7888031         18.8426838         19.7527199         22.0483532        0.637500048        0.637500048        0.855000079   
       2.58578253        -40.9017868        -19.4039402        -1.75925529       -0.608251989       -0.519918859         11.6218243         16.8608227         18.8971043         19.7785225         22.0414391        0.643750072        0.643750072        0.857500076   
       2.59441900        -40.9027138        -19.4137344        -1.72281635       -0.586301029       -0.509134293         11.5452671         16.9345284         18.9533825         19.8054123         22.0368652        0.650000036        0.650000036        0.860000074   
       2.60305548        -40.9036522        -19.4235764        -1.68573260       -0.564610302       -0.498144329         11.4687443         17.0099220         19.0116215         19.8333244         22.0346355        0.656250060        0.656250060        0.862500072   
       2.61169195        -40.9046059        -19.4334507        -1.64805007       -0.543237448       -0.486915886         11.3923111         17.0869923         19.0719166         19.8621712         22.0347958        0.662500024        0.662500024        0.865000010   
       2.62032843        -40.9055634        -19.4433479        -1.60980225       -0.522294283       -0.475369960         11.3160353         17.1657543         19.1343422         19.8918724         22.0375404        0.668750048        0.668750048        0.867500007   
       2.62896490        -40.9065361        -19.4532566        -1.57101619       -0.501946211       -0.463381857         11.2399931         17.2462616         19.1989326         19.9223595         22.0432224        0.675000072        0.675000072        0.870000064   
       2.63760138        -40.9075127        -19.4631634        -1.53171742       -0.482376635       -0.450811088         11.1642599         17.3286266         19.2656956         19.9535809         22.0522022        0.681250036        0.681250036        0.872500002   
       2.64623785        -40.9084969        -19.4730587        -1.49193382       -0.463733196       -0.437550873         11.0889006         17.4129658         19.3346252         19.9855099         22.0646362        0.687500060        0.687500060        0.875000060   
       2.65487432        -40.9094887        -19.4829311        -1.45170093       -0.446078151       -0.423574060         11.0139723         17.4993687         19.4056911         20.0181847         22.0803165        0.693750024        0.693750024        0.877499998   
       2.66351080        -40.9104843        -19.4927692        -1.41106212       -0.429373384       -0.408949912         10.9395170         17.5878601         19.4788017         20.0517635         22.0985794        0.700000048        0.700000048        0.880000055   
       2.67214727        -40.9114838        -19.5025635        -1.37006807       -0.413498551       -0.393822312         10.8655605         17.6784325         19.5537834         20.0865459         22.1183853        0.706250072        0.706250072        0.882500052   
       2.68078375        -40.9124870        -19.5123024        -1.32878029       -0.398295164       -0.378364533         10.7921095         17.7710781         19.6304264         20.1229229         22.1385326        0.712500095        0.712500095        0.885000050   
       2.68942022        -40.9134941        -19.5219784        -1.28727484       -0.383608639       -0.362732351         10.7191696         17.8657818         19.7085552         20.1612587         22.1579247        0.718750060        0.718750060        0.887500048   
       2.69805670        -40.9144974        -19.5315781        -1.24563789       -0.369313866       -0.347036779         10.6467543         17.9624863         19.7881165         20.2018223         22.1758156        0.725000024        0.725000024        0.890000045   
       2.70669317        -40.9155006        -19.5410938        -1.20395744       -0.355327219       -0.331346303         10.5749140         18.0610371         19.8691463         20.2447681         22.1918316        0.731250107        0.731250107        0.892500103   
       2.71532965        -40.9165039        -19.5505142        -1.16230690       -0.341605246       -0.315704674         10.5037298         18.1611900         19.9516850         20.2902241         22.2058716        0.737500072        0.737500072        0.895000100   
       2.72396612        -40.9175034        -19.5598316        -1.12072456       -0.328137875       -0.300151169         10.4332933         18.2627010         20.0356808         20.3383636         22.2179241        0.743750095        0.743750095        0.897500098   
       2.73260260        -40.9184990        -19.5690384        -1.07921684       -0.314936996       -0.284739614         10.3637037         18.3654137         20.1209373         20.3893909         22.2280197        0.750000060        0.750000060        0.900000095   
       2.74123907        -40.9194870        -19.5781212        -1.03776717       -0.302014589       -0.269542575         10.2950401         18.4693279         20.2071705         20.4434528         22.2363720        0.756250024        0.756250024        0.902500093   
       2.74987555        -40.9204750        -19.5870762       -0.996358693       -0.289363265       -0.254652739         10.2273712         18.5745697         20.2941132         20.5005436         22.2436161        0.762500048        0.762500048        0.905000091   
       2.75851202        -40.9214516        -19.5958939       -0.954996586       -0.276942343       -0.240175188         10.1607637         18.6813736         20.3815212         20.5604973         22.2508717        0.768750072        0.768750072        0.907500088   
       2.76714849        -40.9224167        -19.6045628       -0.913716972       -0.264682531       -0.226211250         10.0952768         18.7900925         20.4691257         20.6230946         22.2595367        0.775000095        0.775000095        0.910000086   
       2.77578497        -40.9233742        -19.6130791       -0.872586071       -0.252510399       -0.212836429         10.0309486         18.9012871         20.5564842         20.6882000         22.2708149        0.781250060        0.781250060        0.912500024   
       2.78442144        -40.9243164        -19.6214333       -0.831691086       -0.240379602       -0.200078174         9.96778870         19.0157909         20.6429405         20.7558537         22.2853088        0.787500024        0.787500024        0.915000021   
       2.79305792        -40.9252510        -19.6296196       -0.791125119       -0.228293732       -0.187904328         9.90577030         19.1346302         20.7276783         20.8262501         22.3028812        0.793750048        0.793750048        0.917500079   
       2.80169439        -40.9261742        -19.6376305       -0.750979543       -0.216310263       -0.176233217         9.84485054         19.2588120         20.8098984         20.8996429         22.3229046        0.800000072        0.800000072        0.920000017   
       2.81033087        -40.9270782        -19.6454601       -0.711332679       -0.204518899       -0.164962173         9.78500080         19.3890171         20.8890171         20.9762726         22.3446808        0.806250095        0.806250095        0.922500074   
       2.81896734        -40.9279671        -19.6530991       -0.672249854       -0.193004921       -0.154004097         9.72622967         19.5253448         20.9648457         21.0563393         22.3678131        0.812500060        0.812500060        0.925000012   
       2.82760382        -40.9288406        -19.6605434       -0.633785784       -0.181818262       -0.143319547         9.66859722         19.6671867         21.0376492         21.1399822         22.3923588        0.818750024        0.818750024        0.927500069   
       2.83624029        -40.9296913        -19.6677876       -0.595993102       -0.170953155       -0.132923573         9.61220074         19.8132496         21.1081448         21.2272911         22.4187698        0.825000048        0.825000048        0.930000067   
       2.84487677        -40.9305305        -19.6748238       -0.558930933       -0.160358742       -0.122873984         9.55716515         19.9617100         21.1773796         21.3182678         22.4476852        0.831250072        0.831250072        0.932500064   
       2.85351324        -40.9313431        -19.6816502       -0.522662580       -0.149963617       -0.113241680         9.50361824         20.1105118         21.2465420         21.4128418         22.4797173        0.837500095        0.837500095        0.935000062   
       2.86214972        -40.9321365        -19.6882572       -0.487250060       -0.139711753       -0.104083963         9.45168018         20.2577782         21.3166924         21.5109444         22.5152683        0.843750119        0.843750119        0.937500060   
       2.87078619        -40.9329109        -19.6946449       -0.452741057       -0.129589587       -0.954306275E-1      9.40144444         20.4022655         21.3884754         21.6125641         22.5544682        0.850000024        0.850000024        0.940000057   
       2.87942266        -40.9336548        -19.7008038       -0.419158190       -0.119634494       -0.872838423E-1      9.35296726         20.5437489         21.4619846         21.7177391         22.5973053        0.856250048        0.856250048        0.942500114   
       2.88805914        -40.9343796        -19.7067318       -0.386503071       -0.109923258       -0.796272904E-1      9.30626392         20.6830406         21.5368290         21.8264141         22.6439514        0.862500072        0.862500072        0.945000112   
       2.89669561        -40.9350815        -19.7124214       -0.354768842       -0.100550316       -0.724383444E-1      9.26131439         20.8217144         21.6124268         21.9382114         22.6950092        0.868750095        0.868750095        0.947500110   
       2.90533209        -40.9357529        -19.7178745       -0.323957264       -0.915985480E-1    -0.656951591E-1      9.21807671         20.9615192         21.6884060         22.0522861         22.7515678        0.875000119        0.875000119        0.950000107   
       2.91396856        -40.9363976        -19.7230854       -0.294094205       -0.831163824E-1    -0.593847148E-1      9.17651081         21.1038094         21.7649555         22.1672974         22.8148289        0.881250083        0.881250083        0.952500105   
       2.92260504        -40.9370155        -19.7280483       -0.265236199       -0.751054659E-1    -0.535078719E-1      9.13659668         21.2492085         21.8429699         22.2815304         22.8855820        0.887500048        0.887500048        0.955000103   
       2.93124151        -40.9376030        -19.7327614       -0.237469286       -0.675206408E-1    -0.480795689E-1      9.09835148         21.3975048         21.9239807         22.3930798         22.9639206        0.893750131        0.893750131        0.957500100   
       2.93987799        -40.9381638        -19.7372208       -0.210906759       -0.602846406E-1    -0.431182086E-1      9.06183338         21.5477390         22.0099068         22.4999924         23.0494823        0.900000095        0.900000095        0.960000038   
       2.94851446        -40.9386978        -19.7414265       -0.185682654       -0.533122532E-1    -0.386255533E-1      9.02714443         21.6984062         22.1027203         22.6004219         23.1420937        0.906250119        0.906250119        0.962500036   
       2.95715094        -40.9391937        -19.7453709       -0.161947951       -0.465360954E-1    -0.345664546E-1      8.99440670         21.8476772         22.2040482         22.6928215         23.2422104        0.912500024        0.912500024        0.965000033   
       2.96578741        -40.9396629        -19.7490559       -0.139855087       -0.399270169E-1    -0.308626480E-1      8.96375275         21.9937992         22.3147869         22.7762432         23.3506699        0.918750048        0.918750048        0.967500031   
       2.97442389        -40.9400978        -19.7524757       -0.119532034       -0.335047878E-1    -0.274098087E-1      8.93528748         22.1355724         22.4346943         22.8506432         23.4675369        0.925000072        0.925000072        0.970000088   
       2.98306036        -40.9405022        -19.7556305       -0.101046488       -0.273394547E-1    -0.241094269E-1      8.90907955         22.2727890         22.5621376         22.9170208         23.5908089        0.931250095        0.931250095        0.972500026   
       2.99169683        -40.9408722        -19.7585182       -0.843790099E-1    -0.215484444E-1    -0.209018737E-1      8.88515854         22.4063740         22.6940289         22.9773216         23.7155571        0.937500119        0.937500119        0.975000083   
       3.00033331        -40.9412079        -19.7611351       -0.694187507E-1    -0.162846725E-1    -0.177784394E-1      8.86351967         22.5380764         22.8261242         23.0340214         23.8343506        0.943750024        0.943750024        0.977500021   
       3.00896978        -40.9415092        -19.7634830       -0.559988432E-1    -0.117131919E-1    -0.147731621E-1      8.84414577         22.6697731         22.9535923         23.0896339         23.9386425        0.950000048        0.950000048        0.980000079   
       3.01760626        -40.9417801        -19.7655544       -0.439579673E-1    -0.797183905E-2    -0.119396253E-1      8.82701206         22.8025761         23.0717754         23.1461582         24.0207672        0.956250072        0.956250072        0.982500076   
       3.02624273        -40.9420090        -19.7673550       -0.332043320E-1    -0.512658758E-2    -0.933114812E-2      8.81209087         22.9360237         23.1768703         23.2046013         24.0757484        0.962500095        0.962500095        0.985000074   
       3.03487921        -40.9422073        -19.7688808       -0.237509981E-1    -0.314288260E-2    -0.699381996E-2      8.79935455         23.0674763         23.2663460         23.2645569         24.1025848        0.968750119        0.968750119        0.987500072   
       3.04351568        -40.9423676        -19.7701263       -0.157088470E-1    -0.189217320E-2    -0.497180596E-2      8.78879356         23.1918678         23.3389969         23.3238602         24.1047440        0.975000083        0.975000083        0.990000069   
       3.05215216        -40.9424934        -19.7710991       -0.923934951E-2    -0.118634431E-2    -0.331328134E-2      8.78043652         23.3019733         23.3946629         23.3785667         24.0897598        0.981250107        0.981250107        0.992500126   
       3.06078863        -40.9425850        -19.7717934       -0.450194441E-2    -0.834725564E-3    -0.207274989E-2      8.77435207         23.3893127         23.4337692         23.4234562         24.0678215        0.987500072        0.987500072        0.995000124   
       3.06942511        -40.9426346        -19.7722092       -0.161534629E-2    -0.684831059E-3    -0.130246056E-2      8.77064133         23.4457283         23.4569225         23.4531479         24.0493603        0.993750155        0.993750155        0.997500122   
       3.07806134        -40.9426537        -19.7723484       -0.646469241E-3    -0.644815736E-3    -0.104103982E-2      8.76939297         23.4652615         23.4645824         23.4635525         24.0422306         1.00000012         1.00000012         1.00000012     [G]
# 
# 07/13/2026 at 12:32 ypp @ compute-9-01 [start]
# 07/13/2026 at 12:32                    [end]
#  
# Timing   [Min/Max/Average]: 05s/05s/05s
#
# .-Input file  GW_(KS)bands.in
# | infver                           # [R] Input file variables verbosity
# | electrons                        # [R] Electronic properties
# | bnds                             # [R] Bands
# | PROJECT_mode= "none"             # Instruct ypp how to project the DOS. ATOM, LINE, PLANE.
# | INTERP_mode= "BOLTZ"             # Interpolation mode (NN=nearest point, BOLTZ=boltztrap aproach)
# | INTERP_Shell_Fac= 20.00000       # The bigger it is a higher number of shells is used
# | INTERP_NofNN= 1                  # Number of Nearest sites in the NN method
# | OutputAlat= 0.000000             # [a.u.] Lattice constant used for "alat" ouput format
# | cooIn= "rlu"                     # Points coordinates (in) cc/rlu/iku/alat
# | cooOut= "rlu"                    # Points coordinates (out) cc/rlu/iku/alat
# | % BANDS_bands
# |   1 | 10 |                           # Number of bands
# | %
# | CIRCUIT_E_DB_path= "none"        # SAVE obtained from the QE `bands` run (alternative to %BANDS_kpts)
# | BANDS_path= " G G"               # High-Symmetry points labels (G,M,K,L...) also using composed positions (0.5xY+0.5xL).
# | BANDS_steps= 100                 # Number of divisions
# | #BANDS_built_in                # Print the bands of the generating points of the circuit using the nearest internal point
# | %BANDS_kpts                      # K points of the bands circuit
# |  0.500000| 0.500000| 0.500000|
# |  0.000000| 0.000000| 0.000000|
# |  0.500000| 0.000000| 0.500000|
# |  0.500000| 0.250000| 0.750000|
# |  0.375000| 0.375000| 0.750000|
# |  1.000000| 1.000000| 1.000000|
# | %
