E[1] [eV],Re(eps)_f_FzB_4,Re(eps)_f_FzB_5,Re(eps)_f_FzB_6,Re(eps)_f_FzB_7,Re(eps)_f_FzB_8,Re(eps)_f_FzB_9
1.932000,1.18913900,1.00642200,1.00503300,1.00413500,1.00253800,1.00076700
1.934000,1.18915700,1.00642200,1.00503300,1.00413500,1.00253800,1.00076700
1.936000,1.18917500,1.00642200,1.00503300,1.00413500,1.00253800,1.00076700
1.938000,1.18919300,1.00642200,1.00503300,1.00413500,1.00253800,1.00076700
1.940000,1.18921100,1.00642200,1.00503300,1.00413500,1.00253800,1.00076700
1.942000,1.18922800,1.00642300,1.00503300,1.00413500,1.00253800,1.00076700
1.944000,1.18924600,1.00642300,1.00503300,1.00413600,1.00253800,1.00076700
1.946000,1.18926400,1.00642300,1.00503400,1.00413600,1.00253800,1.00076700
1.948000,1.18928200,1.00642300,1.00503400,1.00413600,1.00253800,1.00076700
1.950000,1.18930000,1.00642300,1.00503400,1.00413600,1.00253800,1.00076700
1.952000,1.18931800,1.00642300,1.00503400,1.00413600,1.00253800,1.00076700
1.954000,1.18933600,1.00642400,1.00503400,1.00413600,1.00253800,1.00076700
1.956000,1.18935400,1.00642400,1.00503400,1.00413600,1.00253900,1.00076700
1.958000,1.18937200,1.00642400,1.00503400,1.00413600,1.00253900,1.00076700
1.960000,1.18939000,1.00642400,1.00503500,1.00413700,1.00253900,1.00076700
1.962000,1.18940800,1.00642400,1.00503500,1.00413700,1.00253900,1.00076700
1.964000,1.18942600,1.00642500,1.00503500,1.00413700,1.00253900,1.00076700
1.966000,1.18944400,1.00642500,1.00503500,1.00413700,1.00253900,1.00076700
1.968000,1.18946200,1.00642500,1.00503500,1.00413700,1.00253900,1.00076700
1.970000,1.18948000,1.00642500,1.00503500,1.00413700,1.00253900,1.00076700
1.972000,1.18949800,1.00642500,1.00503500,1.00413700,1.00253900,1.00076700
1.974000,1.18951600,1.00642500,1.00503600,1.00413700,1.00253900,1.00076700
1.976000,1.18953400,1.00642600,1.00503600,1.00413700,1.00253900,1.00076700
1.978000,1.18955200,1.00642600,1.00503600,1.00413800,1.00253900,1.00076700
1.980000,1.18957000,1.00642600,1.00503600,1.00413800,1.00253900,1.00076700
1.982000,1.18958800,1.00642600,1.00503600,1.00413800,1.00253900,1.00076700
1.984000,1.18960600,1.00642600,1.00503600,1.00413800,1.00254000,1.00076700
1.986000,1.18962400,1.00642600,1.00503600,1.00413800,1.00254000,1.00076700
1.988000,1.18964300,1.00642700,1.00503700,1.00413800,1.00254000,1.00076700
1.990000,1.18966100,1.00642700,1.00503700,1.00413800,1.00254000,1.00076700
1.992000,1.18967900,1.00642700,1.00503700,1.00413800,1.00254000,1.00076700
1.994000,1.18969700,1.00642700,1.00503700,1.00413800,1.00254000,1.00076800
1.996000,1.18971500,1.00642700,1.00503700,1.00413800,1.00254000,1.00076800
1.998000,1.18973300,1.00642800,1.00503700,1.00413900,1.00254000,1.00076800
2.000000,1.18975100,1.00642800,1.00503700,1.00413900,1.00254000,1.00076800
2.002000,1.18976900,1.00642800,1.00503800,1.00413900,1.00254000,1.00076800
2.004000,1.18978700,1.00642800,1.00503800,1.00413900,1.00254000,1.00076800
2.006000,1.18980500,1.00642800,1.00503800,1.00413900,1.00254000,1.00076800
2.008000,1.18982300,1.00642800,1.00503800,1.00413900,1.00254000,1.00076800
2.010000,1.18984100,1.00642900,1.00503800,1.00413900,1.00254000,1.00076800
2.012000,1.18985900,1.00642900,1.00503800,1.00413900,1.00254000,1.00076800
2.014000,1.18987700,1.00642900,1.00503800,1.00414000,1.00254000,1.00076800
2.016000,1.18989600,1.00642900,1.00503800,1.00414000,1.00254100,1.00076800
2.018000,1.18991400,1.00642900,1.00503900,1.00414000,1.00254100,1.00076800
2.020000,1.18993200,1.00643000,1.00503900,1.00414000,1.00254100,1.00076800
2.022000,1.18995000,1.00643000,1.00503900,1.00414000,1.00254100,1.00076800
2.024000,1.18996800,1.00643000,1.00503900,1.00414000,1.00254100,1.00076800
2.026000,1.18998600,1.00643000,1.00503900,1.00414000,1.00254100,1.00076800
2.028000,1.19000400,1.00643000,1.00503900,1.00414000,1.00254100,1.00076800
2.030000,1.19002200,1.00643100,1.00503900,1.00414000,1.00254100,1.00076800
2.032000,1.19004000,1.00643100,1.00504000,1.00414000,1.00254100,1.00076800
2.034000,1.19005800,1.00643100,1.00504000,1.00414100,1.00254100,1.00076800
2.036000,1.19007700,1.00643100,1.00504000,1.00414100,1.00254100,1.00076800
2.038000,1.19009500,1.00643100,1.00504000,1.00414100,1.00254100,1.00076800
2.040000,1.19011300,1.00643100,1.00504000,1.00414100,1.00254100,1.00076800
2.042000,1.19013100,1.00643200,1.00504000,1.00414100,1.00254100,1.00076800
2.044000,1.19014900,1.00643200,1.00504000,1.00414100,1.00254100,1.00076800
2.046000,1.19016700,1.00643200,1.00504100,1.00414100,1.00254200,1.00076800
2.048000,1.19018600,1.00643200,1.00504100,1.00414100,1.00254200,1.00076800
2.050000,1.19020400,1.00643200,1.00504100,1.00414200,1.00254200,1.00076800
2.052000,1.19022200,1.00643300,1.00504100,1.00414200,1.00254200,1.00076800
2.054000,1.19024000,1.00643300,1.00504100,1.00414200,1.00254200,1.00076800
2.056000,1.19025800,1.00643300,1.00504100,1.00414200,1.00254200,1.00076800
2.058000,1.19027600,1.00643300,1.00504100,1.00414200,1.00254200,1.00076800
2.060000,1.19029500,1.00643300,1.00504100,1.00414200,1.00254200,1.00076800
2.062000,1.19031300,1.00643300,1.00504200,1.00414200,1.00254200,1.00076800
2.064000,1.19033100,1.00643400,1.00504200,1.00414200,1.00254200,1.00076800
2.066000,1.19034900,1.00643400,1.00504200,1.00414200,1.00254200,1.00076800
2.068000,1.19036700,1.00643400,1.00504200,1.00414300,1.00254200,1.00076800
2.070000,1.19038500,1.00643400,1.00504200,1.00414300,1.00254200,1.00076800
2.072000,1.19040400,1.00643400,1.00504200,1.00414300,1.00254200,1.00076800
2.074000,1.19042200,1.00643500,1.00504300,1.00414300,1.00254200,1.00076800
2.076000,1.19044000,1.00643500,1.00504300,1.00414300,1.00254200,1.00076800
2.078000,1.19045800,1.00643500,1.00504300,1.00414300,1.00254300,1.00076800
2.080000,1.19047600,1.00643500,1.00504300,1.00414300,1.00254300,1.00076800
2.082000,1.19049500,1.00643500,1.00504300,1.00414300,1.00254300,1.00076800
2.084000,1.19051300,1.00643600,1.00504300,1.00414300,1.00254300,1.00076800
2.086000,1.19053100,1.00643600,1.00504300,1.00414300,1.00254300,1.00076800
2.088000,1.19054900,1.00643600,1.00504400,1.00414400,1.00254300,1.00076800
2.090000,1.19056700,1.00643600,1.00504400,1.00414400,1.00254300,1.00076800
2.092000,1.19058600,1.00643600,1.00504400,1.00414400,1.00254300,1.00076800
2.094000,1.19060400,1.00643600,1.00504400,1.00414400,1.00254300,1.00076800
2.096000,1.19062200,1.00643700,1.00504400,1.00414400,1.00254300,1.00076900
2.098000,1.19064000,1.00643700,1.00504400,1.00414400,1.00254300,1.00076900
2.100000,1.19065900,1.00643700,1.00504400,1.00414400,1.00254300,1.00076900
2.102000,1.19067700,1.00643700,1.00504400,1.00414400,1.00254300,1.00076900
2.104000,1.19069500,1.00643700,1.00504500,1.00414500,1.00254300,1.00076900
2.106000,1.19071400,1.00643800,1.00504500,1.00414500,1.00254400,1.00076900
2.108000,1.19073200,1.00643800,1.00504500,1.00414500,1.00254400,1.00076900
2.110000,1.19075000,1.00643800,1.00504500,1.00414500,1.00254400,1.00076900
2.112000,1.19076800,1.00643800,1.00504500,1.00414500,1.00254400,1.00076900
2.114000,1.19078700,1.00643800,1.00504500,1.00414500,1.00254400,1.00076900
2.116000,1.19080500,1.00643800,1.00504500,1.00414500,1.00254400,1.00076900
2.118000,1.19082300,1.00643900,1.00504600,1.00414500,1.00254400,1.00076900
2.120000,1.19084100,1.00643900,1.00504600,1.00414500,1.00254400,1.00076900
2.122000,1.19086000,1.00643900,1.00504600,1.00414600,1.00254400,1.00076900
2.124000,1.19087800,1.00643900,1.00504600,1.00414600,1.00254400,1.00076900
2.126000,1.19089600,1.00643900,1.00504600,1.00414600,1.00254400,1.00076900
2.128000,1.19091500,1.00644000,1.00504600,1.00414600,1.00254400,1.00076900
2.130000,1.19093300,1.00644000,1.00504600,1.00414600,1.00254400,1.00076900
2.132000,1.19095100,1.00644000,1.00504600,1.00414600,1.00254400,1.00076900
2.134000,1.19096900,1.00644000,1.00504700,1.00414600,1.00254400,1.00076900
2.136000,1.19098800,1.00644000,1.00504700,1.00414600,1.00254500,1.00076900
2.138000,1.19100600,1.00644100,1.00504700,1.00414600,1.00254500,1.00076900
2.140000,1.19102400,1.00644100,1.00504700,1.00414700,1.00254500,1.00076900
2.142000,1.19104300,1.00644100,1.00504700,1.00414700,1.00254500,1.00076900
2.144000,1.19106100,1.00644100,1.00504700,1.00414700,1.00254500,1.00076900
2.146000,1.19107900,1.00644100,1.00504700,1.00414700,1.00254500,1.00076900
2.148000,1.19109800,1.00644100,1.00504800,1.00414700,1.00254500,1.00076900
2.150000,1.19111600,1.00644200,1.00504800,1.00414700,1.00254500,1.00076900
2.152000,1.19113400,1.00644200,1.00504800,1.00414700,1.00254500,1.00076900
2.154000,1.19115300,1.00644200,1.00504800,1.00414700,1.00254500,1.00076900
2.156000,1.19117100,1.00644200,1.00504800,1.00414700,1.00254500,1.00076900
2.158000,1.19119000,1.00644200,1.00504800,1.00414800,1.00254500,1.00076900
2.160000,1.19120800,1.00644300,1.00504900,1.00414800,1.00254500,1.00076900
2.162000,1.19122600,1.00644300,1.00504900,1.00414800,1.00254500,1.00076900
2.164000,1.19124500,1.00644300,1.00504900,1.00414800,1.00254500,1.00076900
2.166000,1.19126300,1.00644300,1.00504900,1.00414800,1.00254500,1.00076900
2.168000,1.19128100,1.00644300,1.00504900,1.00414800,1.00254600,1.00076900
2.170000,1.19130000,1.00644400,1.00504900,1.00414800,1.00254600,1.00076900
2.172000,1.19131800,1.00644400,1.00504900,1.00414800,1.00254600,1.00076900
2.174000,1.19133600,1.00644400,1.00504900,1.00414800,1.00254600,1.00076900
2.176000,1.19135500,1.00644400,1.00505000,1.00414900,1.00254600,1.00076900
2.178000,1.19137300,1.00644400,1.00505000,1.00414900,1.00254600,1.00076900
2.180000,1.19139200,1.00644400,1.00505000,1.00414900,1.00254600,1.00076900
2.182000,1.19141000,1.00644500,1.00505000,1.00414900,1.00254600,1.00076900
2.184000,1.19142800,1.00644500,1.00505000,1.00414900,1.00254600,1.00076900
2.186000,1.19144700,1.00644500,1.00505000,1.00414900,1.00254600,1.00076900
2.188000,1.19146500,1.00644500,1.00505000,1.00414900,1.00254600,1.00076900
2.190000,1.19148400,1.00644500,1.00505100,1.00414900,1.00254600,1.00076900
2.192000,1.19150200,1.00644600,1.00505100,1.00414900,1.00254600,1.00076900
2.194000,1.19152000,1.00644600,1.00505100,1.00415000,1.00254600,1.00076900
2.196000,1.19153900,1.00644600,1.00505100,1.00415000,1.00254700,1.00076900
2.198000,1.19155700,1.00644600,1.00505100,1.00415000,1.00254700,1.00076900
2.200000,1.19157600,1.00644600,1.00505100,1.00415000,1.00254700,1.00076900
2.202000,1.19159400,1.00644600,1.00505100,1.00415000,1.00254700,1.00076900
2.204000,1.19161300,1.00644700,1.00505100,1.00415000,1.00254700,1.00076900
2.206000,1.19163100,1.00644700,1.00505200,1.00415000,1.00254700,1.00076900
2.208000,1.19165000,1.00644700,1.00505200,1.00415000,1.00254700,1.00076900
2.210000,1.19166800,1.00644700,1.00505200,1.00415100,1.00254700,1.00077000
2.212000,1.19168700,1.00644700,1.00505200,1.00415100,1.00254700,1.00077000
2.214000,1.19170500,1.00644800,1.00505200,1.00415100,1.00254700,1.00077000
2.216000,1.19172300,1.00644800,1.00505200,1.00415100,1.00254700,1.00077000
2.218000,1.19174200,1.00644800,1.00505200,1.00415100,1.00254700,1.00077000
2.220000,1.19176000,1.00644800,1.00505300,1.00415100,1.00254700,1.00077000
2.222000,1.19177900,1.00644800,1.00505300,1.00415100,1.00254700,1.00077000
2.224000,1.19179700,1.00644800,1.00505300,1.00415100,1.00254700,1.00077000
2.226000,1.19181600,1.00644900,1.00505300,1.00415100,1.00254800,1.00077000
2.228000,1.19183400,1.00644900,1.00505300,1.00415100,1.00254800,1.00077000
2.230000,1.19185300,1.00644900,1.00505300,1.00415200,1.00254800,1.00077000
2.232000,1.19187100,1.00644900,1.00505400,1.00415200,1.00254800,1.00077000
2.234000,1.19189000,1.00644900,1.00505400,1.00415200,1.00254800,1.00077000
2.236000,1.19190800,1.00645000,1.00505400,1.00415200,1.00254800,1.00077000
2.238000,1.19192700,1.00645000,1.00505400,1.00415200,1.00254800,1.00077000
2.240000,1.19194500,1.00645000,1.00505400,1.00415200,1.00254800,1.00077000
2.242000,1.19196400,1.00645000,1.00505400,1.00415200,1.00254800,1.00077000
2.244000,1.19198200,1.00645000,1.00505400,1.00415200,1.00254800,1.00077000
2.246000,1.19200100,1.00645000,1.00505400,1.00415200,1.00254800,1.00077000
2.248000,1.19201900,1.00645100,1.00505500,1.00415300,1.00254800,1.00077000
2.250000,1.19203800,1.00645100,1.00505500,1.00415300,1.00254800,1.00077000
2.252000,1.19205600,1.00645100,1.00505500,1.00415300,1.00254800,1.00077000
2.254000,1.19207500,1.00645100,1.00505500,1.00415300,1.00254800,1.00077000
2.256000,1.19209300,1.00645100,1.00505500,1.00415300,1.00254800,1.00077000
2.258000,1.19211200,1.00645200,1.00505500,1.00415300,1.00254900,1.00077000
2.260000,1.19213100,1.00645200,1.00505500,1.00415300,1.00254900,1.00077000
2.262000,1.19214900,1.00645200,1.00505600,1.00415300,1.00254900,1.00077000
2.264000,1.19216800,1.00645200,1.00505600,1.00415300,1.00254900,1.00077000
2.266000,1.19218600,1.00645200,1.00505600,1.00415400,1.00254900,1.00077000
2.268000,1.19220500,1.00645300,1.00505600,1.00415400,1.00254900,1.00077000
2.270000,1.19222300,1.00645300,1.00505600,1.00415400,1.00254900,1.00077000
2.272000,1.19224200,1.00645300,1.00505600,1.00415400,1.00254900,1.00077000
2.274000,1.19226100,1.00645300,1.00505600,1.00415400,1.00254900,1.00077000
2.276000,1.19227900,1.00645300,1.00505700,1.00415400,1.00254900,1.00077000
2.278000,1.19229800,1.00645300,1.00505700,1.00415400,1.00254900,1.00077000
2.280000,1.19231600,1.00645400,1.00505700,1.00415400,1.00254900,1.00077000
2.282000,1.19233500,1.00645400,1.00505700,1.00415400,1.00254900,1.00077000
2.284000,1.19235300,1.00645400,1.00505700,1.00415500,1.00254900,1.00077000
2.286000,1.19237200,1.00645400,1.00505700,1.00415500,1.00255000,1.00077000
2.288000,1.19239100,1.00645400,1.00505700,1.00415500,1.00255000,1.00077000
2.290000,1.19240900,1.00645500,1.00505700,1.00415500,1.00255000,1.00077000
2.292000,1.19242800,1.00645500,1.00505800,1.00415500,1.00255000,1.00077000
2.294000,1.19244600,1.00645500,1.00505800,1.00415500,1.00255000,1.00077000
2.296000,1.19246500,1.00645500,1.00505800,1.00415500,1.00255000,1.00077000
2.298000,1.19248400,1.00645500,1.00505800,1.00415500,1.00255000,1.00077000
2.300000,1.19250200,1.00645500,1.00505800,1.00415600,1.00255000,1.00077000
2.302000,1.19252100,1.00645600,1.00505800,1.00415600,1.00255000,1.00077000
2.304000,1.19253900,1.00645600,1.00505900,1.00415600,1.00255000,1.00077000
2.306000,1.19255800,1.00645600,1.00505900,1.00415600,1.00255000,1.00077000
2.308000,1.19257700,1.00645600,1.00505900,1.00415600,1.00255000,1.00077000
2.310000,1.19259500,1.00645600,1.00505900,1.00415600,1.00255000,1.00077100
2.312000,1.19261400,1.00645700,1.00505900,1.00415600,1.00255000,1.00077100
2.314000,1.19263300,1.00645700,1.00505900,1.00415600,1.00255000,1.00077100
2.316000,1.19265100,1.00645700,1.00505900,1.00415600,1.00255000,1.00077100
2.318000,1.19267000,1.00645700,1.00505900,1.00415600,1.00255100,1.00077100
2.320000,1.19268900,1.00645700,1.00506000,1.00415700,1.00255100,1.00077100
2.322000,1.19270700,1.00645800,1.00506000,1.00415700,1.00255100,1.00077100
2.324000,1.19272600,1.00645800,1.00506000,1.00415700,1.00255100,1.00077100
2.326000,1.19274500,1.00645800,1.00506000,1.00415700,1.00255100,1.00077100
2.328000,1.19276300,1.00645800,1.00506000,1.00415700,1.00255100,1.00077100
2.330000,1.19278200,1.00645800,1.00506000,1.00415700,1.00255100,1.00077100
2.332000,1.19280100,1.00645800,1.00506000,1.00415700,1.00255100,1.00077100
2.334000,1.19281900,1.00645900,1.00506100,1.00415700,1.00255100,1.00077100
2.336000,1.19283800,1.00645900,1.00506100,1.00415800,1.00255100,1.00077100
2.338000,1.19285700,1.00645900,1.00506100,1.00415800,1.00255100,1.00077100
2.340000,1.19287600,1.00645900,1.00506100,1.00415800,1.00255100,1.00077100
2.342000,1.19289400,1.00645900,1.00506100,1.00415800,1.00255100,1.00077100
2.344000,1.19291300,1.00646000,1.00506100,1.00415800,1.00255100,1.00077100
2.346000,1.19293200,1.00646000,1.00506100,1.00415800,1.00255100,1.00077100
2.348000,1.19295000,1.00646000,1.00506200,1.00415800,1.00255200,1.00077100
2.350000,1.19296900,1.00646000,1.00506200,1.00415800,1.00255200,1.00077100
2.352000,1.19298800,1.00646000,1.00506200,1.00415800,1.00255200,1.00077100
2.354000,1.19300700,1.00646000,1.00506200,1.00415800,1.00255200,1.00077100
2.356000,1.19302500,1.00646100,1.00506200,1.00415900,1.00255200,1.00077100
2.358000,1.19304400,1.00646100,1.00506200,1.00415900,1.00255200,1.00077100
2.360000,1.19306300,1.00646100,1.00506200,1.00415900,1.00255200,1.00077100
2.362000,1.19308100,1.00646100,1.00506300,1.00415900,1.00255200,1.00077100
2.364000,1.19310000,1.00646100,1.00506300,1.00415900,1.00255200,1.00077100
2.366000,1.19311900,1.00646200,1.00506300,1.00415900,1.00255200,1.00077100
2.368000,1.19313800,1.00646200,1.00506300,1.00415900,1.00255200,1.00077100
2.370000,1.19315600,1.00646200,1.00506300,1.00415900,1.00255200,1.00077100
2.372000,1.19317500,1.00646200,1.00506300,1.00416000,1.00255200,1.00077100
2.374000,1.19319400,1.00646200,1.00506300,1.00416000,1.00255200,1.00077100
2.376000,1.19321300,1.00646300,1.00506400,1.00416000,1.00255300,1.00077100
2.378000,1.19323100,1.00646300,1.00506400,1.00416000,1.00255300,1.00077100
2.380000,1.19325000,1.00646300,1.00506400,1.00416000,1.00255300,1.00077100
2.382000,1.19326900,1.00646300,1.00506400,1.00416000,1.00255300,1.00077100
2.384000,1.19328800,1.00646300,1.00506400,1.00416000,1.00255300,1.00077100
2.386000,1.19330700,1.00646300,1.00506400,1.00416000,1.00255300,1.00077100
2.388000,1.19332500,1.00646400,1.00506400,1.00416000,1.00255300,1.00077100
2.390000,1.19334400,1.00646400,1.00506400,1.00416100,1.00255300,1.00077100
2.392000,1.19336300,1.00646400,1.00506500,1.00416100,1.00255300,1.00077100
2.394000,1.19338200,1.00646400,1.00506500,1.00416100,1.00255300,1.00077100
2.396000,1.19340100,1.00646400,1.00506500,1.00416100,1.00255300,1.00077100
2.398000,1.19341900,1.00646500,1.00506500,1.00416100,1.00255300,1.00077100
2.400000,1.19343800,1.00646500,1.00506500,1.00416100,1.00255300,1.00077100
2.402000,1.19345700,1.00646500,1.00506500,1.00416100,1.00255300,1.00077100
2.404000,1.19347600,1.00646500,1.00506500,1.00416100,1.00255300,1.00077100
2.406000,1.19349500,1.00646500,1.00506600,1.00416100,1.00255300,1.00077100
2.408000,1.19351400,1.00646500,1.00506600,1.00416200,1.00255400,1.00077100
2.410000,1.19353200,1.00646600,1.00506600,1.00416200,1.00255400,1.00077100
2.412000,1.19355100,1.00646600,1.00506600,1.00416200,1.00255400,1.00077200
2.414000,1.19357000,1.00646600,1.00506600,1.00416200,1.00255400,1.00077200
2.416000,1.19358900,1.00646600,1.00506600,1.00416200,1.00255400,1.00077200
2.418000,1.19360800,1.00646600,1.00506600,1.00416200,1.00255400,1.00077200
2.420000,1.19362700,1.00646700,1.00506700,1.00416200,1.00255400,1.00077200
2.422000,1.19364500,1.00646700,1.00506700,1.00416200,1.00255400,1.00077200
2.424000,1.19366400,1.00646700,1.00506700,1.00416200,1.00255400,1.00077200
2.426000,1.19368300,1.00646700,1.00506700,1.00416300,1.00255400,1.00077200
2.428000,1.19370200,1.00646700,1.00506700,1.00416300,1.00255400,1.00077200
2.430000,1.19372100,1.00646800,1.00506700,1.00416300,1.00255400,1.00077200
2.432000,1.19374000,1.00646800,1.00506700,1.00416300,1.00255400,1.00077200
2.434000,1.19375900,1.00646800,1.00506800,1.00416300,1.00255400,1.00077200
2.436000,1.19377800,1.00646800,1.00506800,1.00416300,1.00255500,1.00077200
2.438000,1.19379600,1.00646800,1.00506800,1.00416300,1.00255500,1.00077200
2.440000,1.19381500,1.00646800,1.00506800,1.00416300,1.00255500,1.00077200
2.442000,1.19383400,1.00646900,1.00506800,1.00416400,1.00255500,1.00077200
2.444000,1.19385300,1.00646900,1.00506800,1.00416400,1.00255500,1.00077200
2.446000,1.19387200,1.00646900,1.00506800,1.00416400,1.00255500,1.00077200
2.448000,1.19389100,1.00646900,1.00506900,1.00416400,1.00255500,1.00077200
2.450000,1.19391000,1.00646900,1.00506900,1.00416400,1.00255500,1.00077200
2.452000,1.19392900,1.00647000,1.00506900,1.00416400,1.00255500,1.00077200
2.454000,1.19394800,1.00647000,1.00506900,1.00416400,1.00255500,1.00077200
2.456000,1.19396700,1.00647000,1.00506900,1.00416400,1.00255500,1.00077200
2.458000,1.19398500,1.00647000,1.00506900,1.00416400,1.00255500,1.00077200
2.460000,1.19400400,1.00647000,1.00506900,1.00416400,1.00255500,1.00077200
2.462000,1.19402300,1.00647100,1.00506900,1.00416500,1.00255500,1.00077200
2.464000,1.19404200,1.00647100,1.00507000,1.00416500,1.00255500,1.00077200
2.466000,1.19406100,1.00647100,1.00507000,1.00416500,1.00255500,1.00077200
2.468000,1.19408000,1.00647100,1.00507000,1.00416500,1.00255600,1.00077200
2.470000,1.19409900,1.00647100,1.00507000,1.00416500,1.00255600,1.00077200
2.472000,1.19411800,1.00647100,1.00507000,1.00416500,1.00255600,1.00077200
2.474000,1.19413700,1.00647200,1.00507000,1.00416500,1.00255600,1.00077200
2.476000,1.19415600,1.00647200,1.00507100,1.00416500,1.00255600,1.00077200
2.478000,1.19417500,1.00647200,1.00507100,1.00416600,1.00255600,1.00077200
2.480000,1.19419400,1.00647200,1.00507100,1.00416600,1.00255600,1.00077200
2.482000,1.19421300,1.00647200,1.00507100,1.00416600,1.00255600,1.00077200
2.484000,1.19423200,1.00647300,1.00507100,1.00416600,1.00255600,1.00077200
2.486000,1.19425100,1.00647300,1.00507100,1.00416600,1.00255600,1.00077200
2.488000,1.19427000,1.00647300,1.00507100,1.00416600,1.00255600,1.00077200
2.490000,1.19428900,1.00647300,1.00507200,1.00416600,1.00255600,1.00077200
2.492000,1.19430800,1.00647300,1.00507200,1.00416600,1.00255600,1.00077200
2.494000,1.19432700,1.00647400,1.00507200,1.00416600,1.00255600,1.00077200
2.496000,1.19434600,1.00647400,1.00507200,1.00416600,1.00255600,1.00077200
2.498000,1.19436500,1.00647400,1.00507200,1.00416700,1.00255700,1.00077200
2.500000,1.19438400,1.00647400,1.00507200,1.00416700,1.00255700,1.00077200
2.502000,1.19440300,1.00647400,1.00507200,1.00416700,1.00255700,1.00077200
2.504000,1.19442200,1.00647400,1.00507200,1.00416700,1.00255700,1.00077200
2.506000,1.19444100,1.00647500,1.00507300,1.00416700,1.00255700,1.00077200
2.508000,1.19446000,1.00647500,1.00507300,1.00416700,1.00255700,1.00077200
2.510000,1.19447900,1.00647500,1.00507300,1.00416700,1.00255700,1.00077200
2.512000,1.19449800,1.00647500,1.00507300,1.00416700,1.00255700,1.00077200
2.514000,1.19451700,1.00647500,1.00507300,1.00416800,1.00255700,1.00077200
2.516000,1.19453600,1.00647600,1.00507300,1.00416800,1.00255700,1.00077200
2.518000,1.19455500,1.00647600,1.00507300,1.00416800,1.00255700,1.00077200
2.520000,1.19457400,1.00647600,1.00507400,1.00416800,1.00255700,1.00077200
2.522000,1.19459300,1.00647600,1.00507400,1.00416800,1.00255700,1.00077200
2.524000,1.19461200,1.00647600,1.00507400,1.00416800,1.00255700,1.00077300
2.526000,1.19463100,1.00647700,1.00507400,1.00416800,1.00255800,1.00077300
2.528000,1.19465000,1.00647700,1.00507400,1.00416800,1.00255800,1.00077300
2.530000,1.19466900,1.00647700,1.00507400,1.00416800,1.00255800,1.00077300
2.532000,1.19468900,1.00647700,1.00507400,1.00416900,1.00255800,1.00077300
2.534000,1.19470800,1.00647700,1.00507500,1.00416900,1.00255800,1.00077300
2.536000,1.19472700,1.00647700,1.00507500,1.00416900,1.00255800,1.00077300
2.538000,1.19474600,1.00647800,1.00507500,1.00416900,1.00255800,1.00077300
2.540000,1.19476500,1.00647800,1.00507500,1.00416900,1.00255800,1.00077300
2.542000,1.19478400,1.00647800,1.00507500,1.00416900,1.00255800,1.00077300
2.544000,1.19480300,1.00647800,1.00507500,1.00416900,1.00255800,1.00077300
2.546000,1.19482200,1.00647800,1.00507500,1.00416900,1.00255800,1.00077300
2.548000,1.19484100,1.00647900,1.00507600,1.00416900,1.00255800,1.00077300
2.550000,1.19486000,1.00647900,1.00507600,1.00417000,1.00255800,1.00077300
2.552000,1.19487900,1.00647900,1.00507600,1.00417000,1.00255800,1.00077300
2.554000,1.19489900,1.00647900,1.00507600,1.00417000,1.00255800,1.00077300
2.556000,1.19491800,1.00647900,1.00507600,1.00417000,1.00255800,1.00077300
2.558000,1.19493700,1.00648000,1.00507600,1.00417000,1.00255900,1.00077300
2.560000,1.19495600,1.00648000,1.00507600,1.00417000,1.00255900,1.00077300
2.562000,1.19497500,1.00648000,1.00507700,1.00417000,1.00255900,1.00077300
2.564000,1.19499400,1.00648000,1.00507700,1.00417000,1.00255900,1.00077300
2.566000,1.19501300,1.00648000,1.00507700,1.00417000,1.00255900,1.00077300
2.568000,1.19503200,1.00648000,1.00507700,1.00417100,1.00255900,1.00077300
2.570000,1.19505200,1.00648100,1.00507700,1.00417100,1.00255900,1.00077300
2.572000,1.19507100,1.00648100,1.00507700,1.00417100,1.00255900,1.00077300
2.574000,1.19509000,1.00648100,1.00507700,1.00417100,1.00255900,1.00077300
2.576000,1.19510900,1.00648100,1.00507700,1.00417100,1.00255900,1.00077300
2.578000,1.19512800,1.00648100,1.00507800,1.00417100,1.00255900,1.00077300
2.580000,1.19514700,1.00648200,1.00507800,1.00417100,1.00255900,1.00077300
2.582000,1.19516700,1.00648200,1.00507800,1.00417100,1.00255900,1.00077300
2.584000,1.19518600,1.00648200,1.00507800,1.00417100,1.00255900,1.00077300
2.586000,1.19520500,1.00648200,1.00507800,1.00417200,1.00256000,1.00077300
2.588000,1.19522400,1.00648200,1.00507800,1.00417200,1.00256000,1.00077300
2.590000,1.19524300,1.00648200,1.00507900,1.00417200,1.00256000,1.00077300
2.592000,1.19526200,1.00648300,1.00507900,1.00417200,1.00256000,1.00077300
2.594000,1.19528200,1.00648300,1.00507900,1.00417200,1.00256000,1.00077300
2.596000,1.19530100,1.00648300,1.00507900,1.00417200,1.00256000,1.00077300
2.598000,1.19532000,1.00648300,1.00507900,1.00417200,1.00256000,1.00077300
2.600000,1.19533900,1.00648300,1.00507900,1.00417200,1.00256000,1.00077300
2.602000,1.19535900,1.00648400,1.00507900,1.00417300,1.00256000,1.00077300
2.604000,1.19537800,1.00648400,1.00508000,1.00417300,1.00256000,1.00077300
2.606000,1.19539700,1.00648400,1.00508000,1.00417300,1.00256000,1.00077300
2.608000,1.19541600,1.00648400,1.00508000,1.00417300,1.00256000,1.00077300
