E[1] [eV],Re(eps)_f_FzB_4,Re(eps)_f_FzB_5,Re(eps)_f_FzB_6,Re(eps)_f_FzB_7,Re(eps)_f_FzB_8,Re(eps)_f_FzB_9
5.811999,1.23242600,1.00679800,1.00531600,1.00436200,1.00267200,1.00080500
5.814000,1.23245400,1.00679800,1.00531600,1.00436200,1.00267300,1.00080500
5.816000,1.23248100,1.00679900,1.00531600,1.00436200,1.00267300,1.00080500
5.818000,1.23250900,1.00679900,1.00531600,1.00436300,1.00267300,1.00080500
5.820000,1.23253700,1.00679900,1.00531600,1.00436300,1.00267300,1.00080500
5.822000,1.23256500,1.00679900,1.00531600,1.00436300,1.00267300,1.00080500
5.824000,1.23259300,1.00679900,1.00531600,1.00436300,1.00267300,1.00080500
5.825999,1.23262100,1.00680000,1.00531700,1.00436300,1.00267300,1.00080500
5.828000,1.23264800,1.00680000,1.00531700,1.00436300,1.00267300,1.00080500
5.829999,1.23267600,1.00680000,1.00531700,1.00436300,1.00267300,1.00080500
5.831999,1.23270400,1.00680000,1.00531700,1.00436400,1.00267300,1.00080500
5.834000,1.23273200,1.00680000,1.00531700,1.00436400,1.00267300,1.00080500
5.835999,1.23276000,1.00680100,1.00531700,1.00436400,1.00267300,1.00080500
5.838000,1.23278800,1.00680100,1.00531800,1.00436400,1.00267300,1.00080500
5.840000,1.23281600,1.00680100,1.00531800,1.00436400,1.00267400,1.00080500
5.842000,1.23284400,1.00680100,1.00531800,1.00436400,1.00267400,1.00080500
5.843999,1.23287200,1.00680100,1.00531800,1.00436400,1.00267400,1.00080500
5.845999,1.23290000,1.00680200,1.00531800,1.00436400,1.00267400,1.00080500
5.848000,1.23292700,1.00680200,1.00531800,1.00436400,1.00267400,1.00080600
5.849999,1.23295500,1.00680200,1.00531900,1.00436500,1.00267400,1.00080600
5.852000,1.23298300,1.00680200,1.00531900,1.00436500,1.00267400,1.00080600
5.854000,1.23301100,1.00680300,1.00531900,1.00436500,1.00267400,1.00080600
5.855999,1.23303900,1.00680300,1.00531900,1.00436500,1.00267400,1.00080600
5.858000,1.23306700,1.00680300,1.00531900,1.00436500,1.00267400,1.00080600
5.860000,1.23309500,1.00680300,1.00531900,1.00436500,1.00267400,1.00080600
5.862000,1.23312300,1.00680300,1.00531900,1.00436500,1.00267400,1.00080600
5.863999,1.23315100,1.00680400,1.00532000,1.00436500,1.00267400,1.00080600
5.865999,1.23317900,1.00680400,1.00532000,1.00436600,1.00267400,1.00080600
5.868000,1.23320700,1.00680400,1.00532000,1.00436600,1.00267400,1.00080600
5.869999,1.23323500,1.00680400,1.00532000,1.00436600,1.00267500,1.00080600
5.872000,1.23326300,1.00680400,1.00532000,1.00436600,1.00267500,1.00080600
5.874000,1.23329100,1.00680500,1.00532000,1.00436600,1.00267500,1.00080600
5.875999,1.23331900,1.00680500,1.00532100,1.00436600,1.00267500,1.00080600
5.878000,1.23334700,1.00680500,1.00532100,1.00436600,1.00267500,1.00080600
5.880000,1.23337500,1.00680500,1.00532100,1.00436700,1.00267500,1.00080600
5.881999,1.23340300,1.00680500,1.00532100,1.00436700,1.00267500,1.00080600
5.883999,1.23343100,1.00680600,1.00532100,1.00436700,1.00267500,1.00080600
5.886000,1.23345900,1.00680600,1.00532100,1.00436700,1.00267500,1.00080600
5.888000,1.23348700,1.00680600,1.00532100,1.00436700,1.00267500,1.00080600
5.889999,1.23351600,1.00680600,1.00532200,1.00436700,1.00267500,1.00080600
5.892000,1.23354400,1.00680600,1.00532200,1.00436700,1.00267500,1.00080600
5.894000,1.23357200,1.00680700,1.00532200,1.00436700,1.00267500,1.00080600
5.896000,1.23360000,1.00680700,1.00532200,1.00436700,1.00267600,1.00080600
5.898000,1.23362800,1.00680700,1.00532200,1.00436800,1.00267600,1.00080600
5.900000,1.23365600,1.00680700,1.00532200,1.00436800,1.00267600,1.00080600
5.901999,1.23368400,1.00680700,1.00532200,1.00436800,1.00267600,1.00080600
5.903999,1.23371200,1.00680800,1.00532300,1.00436800,1.00267600,1.00080600
5.906000,1.23374000,1.00680800,1.00532300,1.00436800,1.00267600,1.00080600
5.908000,1.23376900,1.00680800,1.00532300,1.00436800,1.00267600,1.00080600
5.909999,1.23379700,1.00680800,1.00532300,1.00436800,1.00267600,1.00080600
5.912000,1.23382500,1.00680900,1.00532300,1.00436800,1.00267600,1.00080600
5.914000,1.23385300,1.00680900,1.00532300,1.00436900,1.00267600,1.00080600
5.916000,1.23388100,1.00680900,1.00532400,1.00436900,1.00267600,1.00080600
5.918000,1.23390900,1.00680900,1.00532400,1.00436900,1.00267600,1.00080600
5.920000,1.23393800,1.00680900,1.00532400,1.00436900,1.00267600,1.00080600
5.921999,1.23396600,1.00681000,1.00532400,1.00436900,1.00267600,1.00080600
5.923999,1.23399400,1.00681000,1.00532400,1.00436900,1.00267700,1.00080600
5.926000,1.23402200,1.00681000,1.00532400,1.00436900,1.00267700,1.00080600
5.927999,1.23405000,1.00681000,1.00532400,1.00436900,1.00267700,1.00080600
5.930000,1.23407900,1.00681000,1.00532500,1.00437000,1.00267700,1.00080600
5.932000,1.23410700,1.00681100,1.00532500,1.00437000,1.00267700,1.00080600
5.934000,1.23413500,1.00681100,1.00532500,1.00437000,1.00267700,1.00080600
5.936000,1.23416300,1.00681100,1.00532500,1.00437000,1.00267700,1.00080600
5.938000,1.23419200,1.00681100,1.00532500,1.00437000,1.00267700,1.00080600
5.940000,1.23422000,1.00681100,1.00532500,1.00437000,1.00267700,1.00080700
5.941999,1.23424800,1.00681200,1.00532600,1.00437000,1.00267700,1.00080700
5.943999,1.23427600,1.00681200,1.00532600,1.00437000,1.00267700,1.00080700
5.946000,1.23430500,1.00681200,1.00532600,1.00437100,1.00267700,1.00080700
5.947999,1.23433300,1.00681200,1.00532600,1.00437100,1.00267700,1.00080700
5.950000,1.23436100,1.00681200,1.00532600,1.00437100,1.00267800,1.00080700
5.952000,1.23439000,1.00681300,1.00532600,1.00437100,1.00267800,1.00080700
5.954000,1.23441800,1.00681300,1.00532700,1.00437100,1.00267800,1.00080700
5.955999,1.23444600,1.00681300,1.00532700,1.00437100,1.00267800,1.00080700
5.957999,1.23447500,1.00681300,1.00532700,1.00437100,1.00267800,1.00080700
5.960000,1.23450300,1.00681300,1.00532700,1.00437100,1.00267800,1.00080700
5.961999,1.23453100,1.00681400,1.00532700,1.00437200,1.00267800,1.00080700
5.964000,1.23456000,1.00681400,1.00532700,1.00437200,1.00267800,1.00080700
5.966000,1.23458800,1.00681400,1.00532700,1.00437200,1.00267800,1.00080700
5.967999,1.23461600,1.00681400,1.00532800,1.00437200,1.00267800,1.00080700
5.970000,1.23464500,1.00681400,1.00532800,1.00437200,1.00267800,1.00080700
5.972000,1.23467300,1.00681500,1.00532800,1.00437200,1.00267800,1.00080700
5.974000,1.23470100,1.00681500,1.00532800,1.00437200,1.00267800,1.00080700
5.975999,1.23473000,1.00681500,1.00532800,1.00437200,1.00267900,1.00080700
5.977999,1.23475800,1.00681500,1.00532800,1.00437300,1.00267900,1.00080700
5.980000,1.23478700,1.00681600,1.00532900,1.00437300,1.00267900,1.00080700
5.981999,1.23481500,1.00681600,1.00532900,1.00437300,1.00267900,1.00080700
5.984000,1.23484300,1.00681600,1.00532900,1.00437300,1.00267900,1.00080700
5.986000,1.23487200,1.00681600,1.00532900,1.00437300,1.00267900,1.00080700
5.987999,1.23490000,1.00681600,1.00532900,1.00437300,1.00267900,1.00080700
5.990000,1.23492900,1.00681700,1.00532900,1.00437300,1.00267900,1.00080700
5.992000,1.23495700,1.00681700,1.00532900,1.00437300,1.00267900,1.00080700
5.993999,1.23498600,1.00681700,1.00533000,1.00437400,1.00267900,1.00080700
5.995999,1.23501400,1.00681700,1.00533000,1.00437400,1.00267900,1.00080700
5.998000,1.23504300,1.00681700,1.00533000,1.00437400,1.00267900,1.00080700
6.000000,1.23507100,1.00681800,1.00533000,1.00437400,1.00267900,1.00080700
6.001999,1.23510000,1.00681800,1.00533000,1.00437400,1.00267900,1.00080700
6.004000,1.23512800,1.00681800,1.00533000,1.00437400,1.00267900,1.00080700
6.006000,1.23515700,1.00681800,1.00533100,1.00437400,1.00268000,1.00080700
6.008000,1.23518500,1.00681800,1.00533100,1.00437400,1.00268000,1.00080700
6.010000,1.23521400,1.00681900,1.00533100,1.00437500,1.00268000,1.00080700
6.012000,1.23524200,1.00681900,1.00533100,1.00437500,1.00268000,1.00080700
6.013999,1.23527100,1.00681900,1.00533100,1.00437500,1.00268000,1.00080700
6.015999,1.23529900,1.00681900,1.00533100,1.00437500,1.00268000,1.00080700
6.018000,1.23532800,1.00681900,1.00533200,1.00437500,1.00268000,1.00080700
6.020000,1.23535600,1.00682000,1.00533200,1.00437500,1.00268000,1.00080700
6.021999,1.23538500,1.00682000,1.00533200,1.00437500,1.00268000,1.00080700
6.024000,1.23541300,1.00682000,1.00533200,1.00437500,1.00268000,1.00080700
6.026000,1.23544200,1.00682000,1.00533200,1.00437600,1.00268000,1.00080700
6.028000,1.23547100,1.00682000,1.00533200,1.00437600,1.00268000,1.00080700
6.030000,1.23549900,1.00682100,1.00533200,1.00437600,1.00268000,1.00080700
6.032000,1.23552800,1.00682100,1.00533300,1.00437600,1.00268100,1.00080800
6.033999,1.23555600,1.00682100,1.00533300,1.00437600,1.00268100,1.00080800
6.035999,1.23558500,1.00682100,1.00533300,1.00437600,1.00268100,1.00080800
6.038000,1.23561400,1.00682200,1.00533300,1.00437600,1.00268100,1.00080800
6.039999,1.23564200,1.00682200,1.00533300,1.00437600,1.00268100,1.00080800
6.042000,1.23567100,1.00682200,1.00533300,1.00437700,1.00268100,1.00080800
6.044000,1.23569900,1.00682200,1.00533400,1.00437700,1.00268100,1.00080800
6.046000,1.23572800,1.00682200,1.00533400,1.00437700,1.00268100,1.00080800
6.048000,1.23575700,1.00682300,1.00533400,1.00437700,1.00268100,1.00080800
6.050000,1.23578500,1.00682300,1.00533400,1.00437700,1.00268100,1.00080800
6.052000,1.23581400,1.00682300,1.00533400,1.00437700,1.00268100,1.00080800
6.053999,1.23584300,1.00682300,1.00533400,1.00437700,1.00268100,1.00080800
6.055999,1.23587200,1.00682300,1.00533400,1.00437700,1.00268100,1.00080800
6.058000,1.23590000,1.00682400,1.00533500,1.00437700,1.00268100,1.00080800
6.059999,1.23592900,1.00682400,1.00533500,1.00437800,1.00268100,1.00080800
6.062000,1.23595800,1.00682400,1.00533500,1.00437800,1.00268200,1.00080800
6.064000,1.23598600,1.00682400,1.00533500,1.00437800,1.00268200,1.00080800
6.066000,1.23601500,1.00682400,1.00533500,1.00437800,1.00268200,1.00080800
6.068000,1.23604400,1.00682500,1.00533500,1.00437800,1.00268200,1.00080800
6.069999,1.23607300,1.00682500,1.00533600,1.00437800,1.00268200,1.00080800
6.072000,1.23610100,1.00682500,1.00533600,1.00437800,1.00268200,1.00080800
6.073999,1.23613000,1.00682500,1.00533600,1.00437900,1.00268200,1.00080800
6.076000,1.23615900,1.00682500,1.00533600,1.00437900,1.00268200,1.00080800
6.078000,1.23618700,1.00682600,1.00533600,1.00437900,1.00268200,1.00080800
6.079999,1.23621600,1.00682600,1.00533600,1.00437900,1.00268200,1.00080800
6.082000,1.23624500,1.00682600,1.00533600,1.00437900,1.00268200,1.00080800
6.084000,1.23627400,1.00682600,1.00533700,1.00437900,1.00268200,1.00080800
6.085999,1.23630300,1.00682700,1.00533700,1.00437900,1.00268200,1.00080800
6.087999,1.23633100,1.00682700,1.00533700,1.00437900,1.00268300,1.00080800
6.089999,1.23636000,1.00682700,1.00533700,1.00438000,1.00268300,1.00080800
6.092000,1.23638900,1.00682700,1.00533700,1.00438000,1.00268300,1.00080800
6.093999,1.23641800,1.00682700,1.00533700,1.00438000,1.00268300,1.00080800
6.096000,1.23644700,1.00682700,1.00533700,1.00438000,1.00268300,1.00080800
6.098000,1.23647600,1.00682800,1.00533800,1.00438000,1.00268300,1.00080800
6.099999,1.23650500,1.00682800,1.00533800,1.00438000,1.00268300,1.00080800
6.102000,1.23653300,1.00682800,1.00533800,1.00438000,1.00268300,1.00080800
6.104000,1.23656200,1.00682800,1.00533800,1.00438000,1.00268300,1.00080800
6.105999,1.23659100,1.00682900,1.00533800,1.00438000,1.00268300,1.00080800
6.107999,1.23662000,1.00682900,1.00533800,1.00438100,1.00268300,1.00080800
6.110000,1.23664900,1.00682900,1.00533900,1.00438100,1.00268300,1.00080800
6.112000,1.23667800,1.00682900,1.00533900,1.00438100,1.00268400,1.00080800
6.113999,1.23670700,1.00682900,1.00533900,1.00438100,1.00268400,1.00080800
6.116000,1.23673600,1.00683000,1.00533900,1.00438100,1.00268400,1.00080800
6.118000,1.23676400,1.00683000,1.00533900,1.00438100,1.00268400,1.00080800
6.120000,1.23679300,1.00683000,1.00533900,1.00438100,1.00268400,1.00080800
6.122000,1.23682200,1.00683000,1.00534000,1.00438200,1.00268400,1.00080800
6.124000,1.23685100,1.00683000,1.00534000,1.00438200,1.00268400,1.00080800
6.125999,1.23688000,1.00683100,1.00534000,1.00438200,1.00268400,1.00080800
6.127999,1.23690900,1.00683100,1.00534000,1.00438200,1.00268400,1.00080800
6.130000,1.23693800,1.00683100,1.00534000,1.00438200,1.00268400,1.00080800
6.131999,1.23696700,1.00683100,1.00534000,1.00438200,1.00268400,1.00080800
6.133999,1.23699600,1.00683200,1.00534000,1.00438200,1.00268400,1.00080800
6.136000,1.23702500,1.00683200,1.00534100,1.00438200,1.00268400,1.00080900
6.138000,1.23705400,1.00683200,1.00534100,1.00438200,1.00268400,1.00080900
6.140000,1.23708300,1.00683200,1.00534100,1.00438300,1.00268400,1.00080900
6.142000,1.23711200,1.00683200,1.00534100,1.00438300,1.00268500,1.00080900
6.144000,1.23714100,1.00683200,1.00534100,1.00438300,1.00268500,1.00080900
6.145999,1.23717000,1.00683300,1.00534100,1.00438300,1.00268500,1.00080900
6.147999,1.23719900,1.00683300,1.00534200,1.00438300,1.00268500,1.00080900
6.150000,1.23722800,1.00683300,1.00534200,1.00438300,1.00268500,1.00080900
6.151999,1.23725700,1.00683300,1.00534200,1.00438300,1.00268500,1.00080900
6.154000,1.23728600,1.00683400,1.00534200,1.00438400,1.00268500,1.00080900
6.156000,1.23731500,1.00683400,1.00534200,1.00438400,1.00268500,1.00080900
6.158000,1.23734500,1.00683400,1.00534200,1.00438400,1.00268500,1.00080900
6.160000,1.23737400,1.00683400,1.00534200,1.00438400,1.00268500,1.00080900
6.162000,1.23740300,1.00683400,1.00534300,1.00438400,1.00268500,1.00080900
6.164000,1.23743200,1.00683500,1.00534300,1.00438400,1.00268500,1.00080900
6.165999,1.23746100,1.00683500,1.00534300,1.00438400,1.00268500,1.00080900
6.167999,1.23749000,1.00683500,1.00534300,1.00438400,1.00268600,1.00080900
6.170000,1.23751900,1.00683500,1.00534300,1.00438500,1.00268600,1.00080900
6.171999,1.23754800,1.00683500,1.00534300,1.00438500,1.00268600,1.00080900
6.174000,1.23757700,1.00683600,1.00534400,1.00438500,1.00268600,1.00080900
6.176000,1.23760700,1.00683600,1.00534400,1.00438500,1.00268600,1.00080900
6.177999,1.23763600,1.00683600,1.00534400,1.00438500,1.00268600,1.00080900
6.180000,1.23766500,1.00683600,1.00534400,1.00438500,1.00268600,1.00080900
6.181999,1.23769400,1.00683600,1.00534400,1.00438500,1.00268600,1.00080900
6.184000,1.23772300,1.00683700,1.00534400,1.00438500,1.00268600,1.00080900
6.185999,1.23775200,1.00683700,1.00534500,1.00438500,1.00268600,1.00080900
6.188000,1.23778200,1.00683700,1.00534500,1.00438600,1.00268600,1.00080900
6.190000,1.23781100,1.00683700,1.00534500,1.00438600,1.00268600,1.00080900
6.191999,1.23784000,1.00683700,1.00534500,1.00438600,1.00268600,1.00080900
6.194000,1.23786900,1.00683800,1.00534500,1.00438600,1.00268700,1.00080900
6.196000,1.23789800,1.00683800,1.00534500,1.00438600,1.00268700,1.00080900
6.198000,1.23792800,1.00683800,1.00534500,1.00438600,1.00268700,1.00080900
6.199999,1.23795700,1.00683800,1.00534600,1.00438600,1.00268700,1.00080900
6.201999,1.23798600,1.00683900,1.00534600,1.00438700,1.00268700,1.00080900
6.204000,1.23801500,1.00683900,1.00534600,1.00438700,1.00268700,1.00080900
6.205999,1.23804500,1.00683900,1.00534600,1.00438700,1.00268700,1.00080900
6.208000,1.23807400,1.00683900,1.00534600,1.00438700,1.00268700,1.00080900
6.210000,1.23810300,1.00683900,1.00534600,1.00438700,1.00268700,1.00080900
6.211999,1.23813200,1.00684000,1.00534700,1.00438700,1.00268700,1.00080900
6.214000,1.23816200,1.00684000,1.00534700,1.00438700,1.00268700,1.00080900
6.216000,1.23819100,1.00684000,1.00534700,1.00438700,1.00268700,1.00080900
6.217999,1.23822000,1.00684000,1.00534700,1.00438700,1.00268700,1.00080900
6.219999,1.23825000,1.00684000,1.00534700,1.00438800,1.00268700,1.00080900
6.222000,1.23827900,1.00684100,1.00534700,1.00438800,1.00268800,1.00080900
6.224000,1.23830800,1.00684100,1.00534700,1.00438800,1.00268800,1.00080900
6.225999,1.23833800,1.00684100,1.00534800,1.00438800,1.00268800,1.00081000
6.228000,1.23836700,1.00684100,1.00534800,1.00438800,1.00268800,1.00081000
6.230000,1.23839600,1.00684100,1.00534800,1.00438800,1.00268800,1.00081000
6.232000,1.23842600,1.00684200,1.00534800,1.00438800,1.00268800,1.00081000
6.234000,1.23845500,1.00684200,1.00534800,1.00438900,1.00268800,1.00081000
6.236000,1.23848400,1.00684200,1.00534800,1.00438900,1.00268800,1.00081000
6.237999,1.23851400,1.00684200,1.00534900,1.00438900,1.00268800,1.00081000
6.239999,1.23854300,1.00684200,1.00534900,1.00438900,1.00268800,1.00081000
6.242000,1.23857300,1.00684300,1.00534900,1.00438900,1.00268800,1.00081000
6.243999,1.23860200,1.00684300,1.00534900,1.00438900,1.00268800,1.00081000
6.245999,1.23863100,1.00684300,1.00534900,1.00438900,1.00268800,1.00081000
6.248000,1.23866100,1.00684300,1.00534900,1.00438900,1.00268900,1.00081000
6.250000,1.23869000,1.00684400,1.00535000,1.00439000,1.00268900,1.00081000
6.252000,1.23872000,1.00684400,1.00535000,1.00439000,1.00268900,1.00081000
6.254000,1.23874900,1.00684400,1.00535000,1.00439000,1.00268900,1.00081000
6.256000,1.23877800,1.00684400,1.00535000,1.00439000,1.00268900,1.00081000
6.257999,1.23880800,1.00684400,1.00535000,1.00439000,1.00268900,1.00081000
6.259999,1.23883700,1.00684500,1.00535000,1.00439000,1.00268900,1.00081000
6.262000,1.23886700,1.00684500,1.00535000,1.00439000,1.00268900,1.00081000
6.263999,1.23889600,1.00684500,1.00535100,1.00439000,1.00268900,1.00081000
6.266000,1.23892600,1.00684500,1.00535100,1.00439000,1.00268900,1.00081000
6.268000,1.23895500,1.00684500,1.00535100,1.00439100,1.00268900,1.00081000
6.270000,1.23898500,1.00684600,1.00535100,1.00439100,1.00268900,1.00081000
6.272000,1.23901400,1.00684600,1.00535100,1.00439100,1.00268900,1.00081000
6.274000,1.23904400,1.00684600,1.00535100,1.00439100,1.00268900,1.00081000
6.276000,1.23907400,1.00684600,1.00535200,1.00439100,1.00268900,1.00081000
6.277999,1.23910300,1.00684600,1.00535200,1.00439100,1.00269000,1.00081000
6.279999,1.23913300,1.00684700,1.00535200,1.00439100,1.00269000,1.00081000
6.282000,1.23916200,1.00684700,1.00535200,1.00439200,1.00269000,1.00081000
6.283999,1.23919200,1.00684700,1.00535200,1.00439200,1.00269000,1.00081000
6.286000,1.23922100,1.00684700,1.00535200,1.00439200,1.00269000,1.00081000
6.288000,1.23925100,1.00684800,1.00535200,1.00439200,1.00269000,1.00081000
6.289999,1.23928000,1.00684800,1.00535300,1.00439200,1.00269000,1.00081000
6.292000,1.23931000,1.00684800,1.00535300,1.00439200,1.00269000,1.00081000
6.293999,1.23934000,1.00684800,1.00535300,1.00439200,1.00269000,1.00081000
6.296000,1.23936900,1.00684800,1.00535300,1.00439200,1.00269000,1.00081000
6.297999,1.23939900,1.00684900,1.00535300,1.00439300,1.00269000,1.00081000
6.300000,1.23942800,1.00684900,1.00535300,1.00439300,1.00269000,1.00081000
6.302000,1.23945800,1.00684900,1.00535400,1.00439300,1.00269000,1.00081000
6.303999,1.23948800,1.00684900,1.00535400,1.00439300,1.00269100,1.00081000
6.306000,1.23951700,1.00684900,1.00535400,1.00439300,1.00269100,1.00081000
6.308000,1.23954700,1.00685000,1.00535400,1.00439300,1.00269100,1.00081000
6.310000,1.23957700,1.00685000,1.00535400,1.00439300,1.00269100,1.00081000
6.311999,1.23960600,1.00685000,1.00535400,1.00439300,1.00269100,1.00081000
6.313999,1.23963600,1.00685000,1.00535500,1.00439400,1.00269100,1.00081000
6.316000,1.23966600,1.00685000,1.00535500,1.00439400,1.00269100,1.00081000
6.317999,1.23969500,1.00685100,1.00535500,1.00439400,1.00269100,1.00081100
6.320000,1.23972500,1.00685100,1.00535500,1.00439400,1.00269100,1.00081100
6.322000,1.23975500,1.00685100,1.00535500,1.00439400,1.00269100,1.00081100
6.323999,1.23978400,1.00685100,1.00535500,1.00439400,1.00269100,1.00081100
6.326000,1.23981400,1.00685100,1.00535500,1.00439400,1.00269100,1.00081100
6.328000,1.23984400,1.00685200,1.00535600,1.00439400,1.00269100,1.00081100
6.329999,1.23987400,1.00685200,1.00535600,1.00439500,1.00269200,1.00081100
6.331999,1.23990300,1.00685200,1.00535600,1.00439500,1.00269200,1.00081100
6.334000,1.23993300,1.00685200,1.00535600,1.00439500,1.00269200,1.00081100
6.335999,1.23996300,1.00685300,1.00535600,1.00439500,1.00269200,1.00081100
6.337999,1.23999300,1.00685300,1.00535600,1.00439500,1.00269200,1.00081100
6.340000,1.24002300,1.00685300,1.00535700,1.00439500,1.00269200,1.00081100
6.342000,1.24005200,1.00685300,1.00535700,1.00439500,1.00269200,1.00081100
6.344000,1.24008200,1.00685300,1.00535700,1.00439500,1.00269200,1.00081100
6.346000,1.24011200,1.00685400,1.00535700,1.00439500,1.00269200,1.00081100
6.348000,1.24014200,1.00685400,1.00535700,1.00439600,1.00269200,1.00081100
6.349999,1.24017200,1.00685400,1.00535700,1.00439600,1.00269200,1.00081100
6.351999,1.24020100,1.00685400,1.00535800,1.00439600,1.00269200,1.00081100
6.354000,1.24023100,1.00685400,1.00535800,1.00439600,1.00269200,1.00081100
6.355999,1.24026100,1.00685500,1.00535800,1.00439600,1.00269200,1.00081100
6.357999,1.24029100,1.00685500,1.00535800,1.00439600,1.00269300,1.00081100
6.360000,1.24032100,1.00685500,1.00535800,1.00439600,1.00269300,1.00081100
6.362000,1.24035100,1.00685500,1.00535800,1.00439700,1.00269300,1.00081100
6.364000,1.24038100,1.00685500,1.00535800,1.00439700,1.00269300,1.00081100
6.366000,1.24041000,1.00685600,1.00535900,1.00439700,1.00269300,1.00081100
6.368000,1.24044000,1.00685600,1.00535900,1.00439700,1.00269300,1.00081100
6.369999,1.24047000,1.00685600,1.00535900,1.00439700,1.00269300,1.00081100
6.371999,1.24050000,1.00685600,1.00535900,1.00439700,1.00269300,1.00081100
6.374000,1.24053000,1.00685600,1.00535900,1.00439700,1.00269300,1.00081100
6.375999,1.24056000,1.00685700,1.00535900,1.00439700,1.00269300,1.00081100
6.378000,1.24059000,1.00685700,1.00536000,1.00439800,1.00269300,1.00081100
6.380000,1.24062000,1.00685700,1.00536000,1.00439800,1.00269300,1.00081100
6.381999,1.24065000,1.00685700,1.00536000,1.00439800,1.00269300,1.00081100
6.384000,1.24068000,1.00685800,1.00536000,1.00439800,1.00269400,1.00081100
6.386000,1.24071000,1.00685800,1.00536000,1.00439800,1.00269400,1.00081100
6.388000,1.24074000,1.00685800,1.00536000,1.00439800,1.00269400,1.00081100
6.389999,1.24077000,1.00685800,1.00536000,1.00439800,1.00269400,1.00081100
6.391999,1.24080000,1.00685800,1.00536100,1.00439800,1.00269400,1.00081100
6.394000,1.24083000,1.00685900,1.00536100,1.00439900,1.00269400,1.00081100
6.395999,1.24086000,1.00685900,1.00536100,1.00439900,1.00269400,1.00081100
6.398000,1.24089000,1.00685900,1.00536100,1.00439900,1.00269400,1.00081100
6.400000,1.24092000,1.00685900,1.00536100,1.00439900,1.00269400,1.00081100
6.401999,1.24095000,1.00685900,1.00536100,1.00439900,1.00269400,1.00081100
6.404000,1.24098000,1.00686000,1.00536200,1.00439900,1.00269400,1.00081100
6.405999,1.24101000,1.00686000,1.00536200,1.00439900,1.00269400,1.00081100
6.408000,1.24104000,1.00686000,1.00536200,1.00439900,1.00269400,1.00081100
6.409999,1.24107000,1.00686000,1.00536200,1.00440000,1.00269400,1.00081100
6.412000,1.24110000,1.00686000,1.00536200,1.00440000,1.00269500,1.00081100
6.414000,1.24113000,1.00686100,1.00536200,1.00440000,1.00269500,1.00081100
6.415999,1.24116000,1.00686100,1.00536300,1.00440000,1.00269500,1.00081100
6.418000,1.24119000,1.00686100,1.00536300,1.00440000,1.00269500,1.00081100
6.420000,1.24122000,1.00686100,1.00536300,1.00440000,1.00269500,1.00081200
6.422000,1.24125000,1.00686100,1.00536300,1.00440000,1.00269500,1.00081200
6.423999,1.24128100,1.00686200,1.00536300,1.00440000,1.00269500,1.00081200
6.425999,1.24131100,1.00686200,1.00536300,1.00440100,1.00269500,1.00081200
6.427999,1.24134100,1.00686200,1.00536300,1.00440100,1.00269500,1.00081200
6.429999,1.24137100,1.00686200,1.00536400,1.00440100,1.00269500,1.00081200
6.432000,1.24140100,1.00686300,1.00536400,1.00440100,1.00269500,1.00081200
6.434000,1.24143100,1.00686300,1.00536400,1.00440100,1.00269500,1.00081200
6.435999,1.24146100,1.00686300,1.00536400,1.00440100,1.00269500,1.00081200
6.438000,1.24149200,1.00686300,1.00536400,1.00440100,1.00269600,1.00081200
6.440000,1.24152200,1.00686300,1.00536400,1.00440100,1.00269600,1.00081200
6.441999,1.24155200,1.00686400,1.00536500,1.00440200,1.00269600,1.00081200
6.443999,1.24158200,1.00686400,1.00536500,1.00440200,1.00269600,1.00081200
6.446000,1.24161200,1.00686400,1.00536500,1.00440200,1.00269600,1.00081200
6.447999,1.24164300,1.00686400,1.00536500,1.00440200,1.00269600,1.00081200
6.449999,1.24167300,1.00686400,1.00536500,1.00440200,1.00269600,1.00081200
6.452000,1.24170300,1.00686500,1.00536500,1.00440200,1.00269600,1.00081200
6.454000,1.24173300,1.00686500,1.00536500,1.00440200,1.00269600,1.00081200
6.456000,1.24176300,1.00686500,1.00536600,1.00440200,1.00269600,1.00081200
6.458000,1.24179400,1.00686500,1.00536600,1.00440300,1.00269600,1.00081200
6.460000,1.24182400,1.00686600,1.00536600,1.00440300,1.00269600,1.00081200
6.461999,1.24185400,1.00686600,1.00536600,1.00440300,1.00269600,1.00081200
6.463999,1.24188500,1.00686600,1.00536600,1.00440300,1.00269700,1.00081200
6.466000,1.24191500,1.00686600,1.00536600,1.00440300,1.00269700,1.00081200
6.467999,1.24194500,1.00686600,1.00536700,1.00440300,1.00269700,1.00081200
6.469999,1.24197600,1.00686700,1.00536700,1.00440300,1.00269700,1.00081200
6.472000,1.24200600,1.00686700,1.00536700,1.00440300,1.00269700,1.00081200
6.474000,1.24203600,1.00686700,1.00536700,1.00440400,1.00269700,1.00081200
6.476000,1.24206600,1.00686700,1.00536700,1.00440400,1.00269700,1.00081200
6.478000,1.24209700,1.00686700,1.00536700,1.00440400,1.00269700,1.00081200
6.480000,1.24212700,1.00686800,1.00536800,1.00440400,1.00269700,1.00081200
6.481999,1.24215700,1.00686800,1.00536800,1.00440400,1.00269700,1.00081200
6.483999,1.24218800,1.00686800,1.00536800,1.00440400,1.00269700,1.00081200
6.486000,1.24221800,1.00686800,1.00536800,1.00440400,1.00269700,1.00081200
6.487999,1.24224900,1.00686800,1.00536800,1.00440400,1.00269700,1.00081200
