E[1] [eV],Im(eps)_f_FzB_4,Im(eps)_f_FzB_5,Im(eps)_f_FzB_6,Im(eps)_f_FzB_7,Im(eps)_f_FzB_8,Im(eps)_f_FzB_9
2.410000,0.00094179,0.00000929,0.00000699,0.00000563,0.00000334,0.00000095
2.412000,0.00094198,0.00000930,0.00000699,0.00000563,0.00000334,0.00000095
2.414000,0.00094218,0.00000930,0.00000699,0.00000563,0.00000334,0.00000095
2.416000,0.00094237,0.00000930,0.00000700,0.00000563,0.00000334,0.00000095
2.418000,0.00094257,0.00000930,0.00000700,0.00000563,0.00000334,0.00000095
2.420000,0.00094276,0.00000930,0.00000700,0.00000563,0.00000334,0.00000095
2.422000,0.00094295,0.00000930,0.00000700,0.00000563,0.00000334,0.00000095
2.424000,0.00094315,0.00000930,0.00000700,0.00000563,0.00000334,0.00000095
2.426000,0.00094334,0.00000930,0.00000700,0.00000563,0.00000334,0.00000095
2.428000,0.00094354,0.00000930,0.00000700,0.00000563,0.00000334,0.00000095
2.430000,0.00094373,0.00000930,0.00000700,0.00000563,0.00000334,0.00000095
2.432000,0.00094392,0.00000930,0.00000700,0.00000563,0.00000334,0.00000095
2.434000,0.00094412,0.00000930,0.00000700,0.00000563,0.00000334,0.00000095
2.436000,0.00094431,0.00000930,0.00000700,0.00000563,0.00000334,0.00000095
2.438000,0.00094451,0.00000930,0.00000700,0.00000563,0.00000334,0.00000095
2.440000,0.00094470,0.00000930,0.00000700,0.00000563,0.00000334,0.00000095
2.442000,0.00094490,0.00000930,0.00000700,0.00000563,0.00000334,0.00000095
2.444000,0.00094509,0.00000930,0.00000700,0.00000563,0.00000334,0.00000095
2.446000,0.00094529,0.00000930,0.00000700,0.00000563,0.00000334,0.00000095
2.448000,0.00094548,0.00000930,0.00000700,0.00000563,0.00000334,0.00000095
2.450000,0.00094568,0.00000931,0.00000700,0.00000563,0.00000334,0.00000095
2.452000,0.00094587,0.00000931,0.00000700,0.00000563,0.00000334,0.00000095
2.454000,0.00094607,0.00000931,0.00000700,0.00000563,0.00000334,0.00000095
2.456000,0.00094626,0.00000931,0.00000700,0.00000563,0.00000334,0.00000095
2.458000,0.00094646,0.00000931,0.00000700,0.00000563,0.00000334,0.00000095
2.460000,0.00094665,0.00000931,0.00000700,0.00000563,0.00000334,0.00000095
2.462000,0.00094685,0.00000931,0.00000700,0.00000563,0.00000334,0.00000095
2.464000,0.00094704,0.00000931,0.00000700,0.00000563,0.00000334,0.00000095
2.466000,0.00094724,0.00000931,0.00000700,0.00000563,0.00000334,0.00000095
2.468000,0.00094743,0.00000931,0.00000701,0.00000563,0.00000334,0.00000095
2.470000,0.00094763,0.00000931,0.00000701,0.00000563,0.00000334,0.00000095
2.472000,0.00094783,0.00000931,0.00000701,0.00000563,0.00000334,0.00000095
2.474000,0.00094802,0.00000931,0.00000701,0.00000563,0.00000334,0.00000095
2.476000,0.00094822,0.00000931,0.00000701,0.00000564,0.00000334,0.00000095
2.478000,0.00094841,0.00000931,0.00000701,0.00000564,0.00000334,0.00000095
2.480000,0.00094861,0.00000931,0.00000701,0.00000564,0.00000334,0.00000095
2.482000,0.00094880,0.00000931,0.00000701,0.00000564,0.00000334,0.00000095
2.484000,0.00094900,0.00000931,0.00000701,0.00000564,0.00000334,0.00000095
2.486000,0.00094920,0.00000932,0.00000701,0.00000564,0.00000334,0.00000095
2.488000,0.00094939,0.00000932,0.00000701,0.00000564,0.00000334,0.00000095
2.490000,0.00094959,0.00000932,0.00000701,0.00000564,0.00000334,0.00000095
2.492000,0.00094978,0.00000932,0.00000701,0.00000564,0.00000334,0.00000095
2.494000,0.00094998,0.00000932,0.00000701,0.00000564,0.00000334,0.00000095
2.496000,0.00095018,0.00000932,0.00000701,0.00000564,0.00000335,0.00000095
2.498000,0.00095037,0.00000932,0.00000701,0.00000564,0.00000335,0.00000095
2.500000,0.00095057,0.00000932,0.00000701,0.00000564,0.00000335,0.00000095
2.502000,0.00095077,0.00000932,0.00000701,0.00000564,0.00000335,0.00000095
2.504000,0.00095096,0.00000932,0.00000701,0.00000564,0.00000335,0.00000095
2.506000,0.00095116,0.00000932,0.00000701,0.00000564,0.00000335,0.00000095
2.508000,0.00095136,0.00000932,0.00000701,0.00000564,0.00000335,0.00000095
2.510000,0.00095155,0.00000932,0.00000701,0.00000564,0.00000335,0.00000095
2.512000,0.00095175,0.00000932,0.00000701,0.00000564,0.00000335,0.00000095
2.514000,0.00095195,0.00000932,0.00000701,0.00000564,0.00000335,0.00000095
2.516000,0.00095214,0.00000932,0.00000701,0.00000564,0.00000335,0.00000095
2.518000,0.00095234,0.00000932,0.00000701,0.00000564,0.00000335,0.00000095
2.520000,0.00095254,0.00000932,0.00000702,0.00000564,0.00000335,0.00000095
2.522000,0.00095274,0.00000932,0.00000702,0.00000564,0.00000335,0.00000095
2.524000,0.00095293,0.00000933,0.00000702,0.00000564,0.00000335,0.00000095
2.526000,0.00095313,0.00000933,0.00000702,0.00000564,0.00000335,0.00000095
2.528000,0.00095333,0.00000933,0.00000702,0.00000564,0.00000335,0.00000095
2.530000,0.00095352,0.00000933,0.00000702,0.00000564,0.00000335,0.00000095
2.532000,0.00095372,0.00000933,0.00000702,0.00000564,0.00000335,0.00000095
2.534000,0.00095392,0.00000933,0.00000702,0.00000564,0.00000335,0.00000095
2.536000,0.00095412,0.00000933,0.00000702,0.00000564,0.00000335,0.00000095
2.538000,0.00095432,0.00000933,0.00000702,0.00000564,0.00000335,0.00000095
2.540000,0.00095451,0.00000933,0.00000702,0.00000564,0.00000335,0.00000095
2.542000,0.00095471,0.00000933,0.00000702,0.00000565,0.00000335,0.00000095
2.544000,0.00095491,0.00000933,0.00000702,0.00000565,0.00000335,0.00000095
2.546000,0.00095511,0.00000933,0.00000702,0.00000565,0.00000335,0.00000095
2.548000,0.00095531,0.00000933,0.00000702,0.00000565,0.00000335,0.00000095
2.550000,0.00095550,0.00000933,0.00000702,0.00000565,0.00000335,0.00000095
2.552000,0.00095570,0.00000933,0.00000702,0.00000565,0.00000335,0.00000095
2.554000,0.00095590,0.00000933,0.00000702,0.00000565,0.00000335,0.00000095
2.556000,0.00095610,0.00000933,0.00000702,0.00000565,0.00000335,0.00000095
2.558000,0.00095630,0.00000933,0.00000702,0.00000565,0.00000335,0.00000095
2.560000,0.00095650,0.00000934,0.00000702,0.00000565,0.00000335,0.00000095
2.562000,0.00095669,0.00000934,0.00000702,0.00000565,0.00000335,0.00000095
2.564000,0.00095689,0.00000934,0.00000702,0.00000565,0.00000335,0.00000095
2.566000,0.00095709,0.00000934,0.00000702,0.00000565,0.00000335,0.00000095
2.568000,0.00095729,0.00000934,0.00000702,0.00000565,0.00000335,0.00000095
2.570000,0.00095749,0.00000934,0.00000703,0.00000565,0.00000335,0.00000095
2.572000,0.00095769,0.00000934,0.00000703,0.00000565,0.00000335,0.00000095
2.574000,0.00095789,0.00000934,0.00000703,0.00000565,0.00000335,0.00000095
2.576000,0.00095808,0.00000934,0.00000703,0.00000565,0.00000335,0.00000095
2.578000,0.00095828,0.00000934,0.00000703,0.00000565,0.00000335,0.00000095
2.580000,0.00095848,0.00000934,0.00000703,0.00000565,0.00000335,0.00000095
2.582000,0.00095868,0.00000934,0.00000703,0.00000565,0.00000335,0.00000095
2.584000,0.00095888,0.00000934,0.00000703,0.00000565,0.00000335,0.00000095
2.586000,0.00095908,0.00000934,0.00000703,0.00000565,0.00000335,0.00000095
2.588000,0.00095928,0.00000934,0.00000703,0.00000565,0.00000335,0.00000095
2.590000,0.00095948,0.00000934,0.00000703,0.00000565,0.00000335,0.00000095
2.592000,0.00095968,0.00000934,0.00000703,0.00000565,0.00000335,0.00000095
2.594000,0.00095988,0.00000934,0.00000703,0.00000565,0.00000335,0.00000095
2.596000,0.00096008,0.00000934,0.00000703,0.00000565,0.00000335,0.00000095
2.598000,0.00096028,0.00000935,0.00000703,0.00000565,0.00000335,0.00000095
2.600000,0.00096048,0.00000935,0.00000703,0.00000565,0.00000335,0.00000095
2.602000,0.00096068,0.00000935,0.00000703,0.00000565,0.00000335,0.00000095
2.604000,0.00096088,0.00000935,0.00000703,0.00000565,0.00000335,0.00000095
2.606000,0.00096108,0.00000935,0.00000703,0.00000565,0.00000335,0.00000095
2.608000,0.00096128,0.00000935,0.00000703,0.00000566,0.00000335,0.00000095
2.610000,0.00096148,0.00000935,0.00000703,0.00000566,0.00000336,0.00000095
2.612000,0.00096168,0.00000935,0.00000703,0.00000566,0.00000336,0.00000095
2.614000,0.00096188,0.00000935,0.00000703,0.00000566,0.00000336,0.00000095
2.616000,0.00096208,0.00000935,0.00000703,0.00000566,0.00000336,0.00000095
2.618000,0.00096228,0.00000935,0.00000703,0.00000566,0.00000336,0.00000095
2.620000,0.00096248,0.00000935,0.00000703,0.00000566,0.00000336,0.00000095
2.622000,0.00096268,0.00000935,0.00000704,0.00000566,0.00000336,0.00000095
2.624000,0.00096288,0.00000935,0.00000704,0.00000566,0.00000336,0.00000095
2.626000,0.00096308,0.00000935,0.00000704,0.00000566,0.00000336,0.00000095
2.628000,0.00096328,0.00000935,0.00000704,0.00000566,0.00000336,0.00000095
2.630000,0.00096348,0.00000935,0.00000704,0.00000566,0.00000336,0.00000096
2.632000,0.00096368,0.00000935,0.00000704,0.00000566,0.00000336,0.00000096
2.634000,0.00096388,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.636000,0.00096408,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.638000,0.00096428,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.640000,0.00096448,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.642000,0.00096468,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.644000,0.00096489,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.646000,0.00096509,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.648000,0.00096529,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.650000,0.00096549,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.652000,0.00096569,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.654000,0.00096589,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.656000,0.00096609,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.658000,0.00096630,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.660000,0.00096650,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.662000,0.00096670,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.664000,0.00096690,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.666000,0.00096710,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.668000,0.00096731,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.670000,0.00096751,0.00000936,0.00000704,0.00000566,0.00000336,0.00000096
2.672000,0.00096771,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.674000,0.00096791,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.676000,0.00096811,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.678000,0.00096832,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.680000,0.00096852,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.682000,0.00096872,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.684000,0.00096892,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.686000,0.00096913,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.688000,0.00096933,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.690000,0.00096953,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.692000,0.00096973,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.694000,0.00096994,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.696000,0.00097014,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.698000,0.00097034,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.700000,0.00097054,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.702000,0.00097075,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.704000,0.00097095,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.706000,0.00097115,0.00000937,0.00000705,0.00000567,0.00000336,0.00000096
2.708000,0.00097136,0.00000938,0.00000705,0.00000567,0.00000336,0.00000096
2.710000,0.00097156,0.00000938,0.00000705,0.00000567,0.00000336,0.00000096
2.712000,0.00097176,0.00000938,0.00000705,0.00000567,0.00000336,0.00000096
2.714000,0.00097197,0.00000938,0.00000705,0.00000567,0.00000336,0.00000096
2.716000,0.00097217,0.00000938,0.00000705,0.00000567,0.00000336,0.00000096
2.718000,0.00097237,0.00000938,0.00000705,0.00000567,0.00000336,0.00000096
2.720000,0.00097258,0.00000938,0.00000705,0.00000567,0.00000336,0.00000096
2.722000,0.00097278,0.00000938,0.00000705,0.00000567,0.00000336,0.00000096
2.724000,0.00097298,0.00000938,0.00000706,0.00000567,0.00000337,0.00000096
2.726000,0.00097319,0.00000938,0.00000706,0.00000567,0.00000337,0.00000096
2.728000,0.00097339,0.00000938,0.00000706,0.00000567,0.00000337,0.00000096
2.730000,0.00097360,0.00000938,0.00000706,0.00000567,0.00000337,0.00000096
2.732000,0.00097380,0.00000938,0.00000706,0.00000567,0.00000337,0.00000096
2.734000,0.00097401,0.00000938,0.00000706,0.00000567,0.00000337,0.00000096
2.736000,0.00097421,0.00000938,0.00000706,0.00000567,0.00000337,0.00000096
2.738000,0.00097441,0.00000938,0.00000706,0.00000568,0.00000337,0.00000096
2.740000,0.00097462,0.00000938,0.00000706,0.00000568,0.00000337,0.00000096
2.742000,0.00097482,0.00000938,0.00000706,0.00000568,0.00000337,0.00000096
2.744000,0.00097503,0.00000938,0.00000706,0.00000568,0.00000337,0.00000096
2.746000,0.00097523,0.00000939,0.00000706,0.00000568,0.00000337,0.00000096
2.748000,0.00097544,0.00000939,0.00000706,0.00000568,0.00000337,0.00000096
2.750000,0.00097564,0.00000939,0.00000706,0.00000568,0.00000337,0.00000096
2.752000,0.00097585,0.00000939,0.00000706,0.00000568,0.00000337,0.00000096
2.754000,0.00097605,0.00000939,0.00000706,0.00000568,0.00000337,0.00000096
2.756000,0.00097625,0.00000939,0.00000706,0.00000568,0.00000337,0.00000096
2.758000,0.00097646,0.00000939,0.00000706,0.00000568,0.00000337,0.00000096
2.760000,0.00097666,0.00000939,0.00000706,0.00000568,0.00000337,0.00000096
2.762000,0.00097687,0.00000939,0.00000706,0.00000568,0.00000337,0.00000096
2.764000,0.00097707,0.00000939,0.00000706,0.00000568,0.00000337,0.00000096
2.766000,0.00097728,0.00000939,0.00000706,0.00000568,0.00000337,0.00000096
2.768000,0.00097748,0.00000939,0.00000706,0.00000568,0.00000337,0.00000096
2.770000,0.00097769,0.00000939,0.00000706,0.00000568,0.00000337,0.00000096
2.772000,0.00097790,0.00000939,0.00000706,0.00000568,0.00000337,0.00000096
2.774000,0.00097810,0.00000939,0.00000706,0.00000568,0.00000337,0.00000096
2.776000,0.00097831,0.00000939,0.00000707,0.00000568,0.00000337,0.00000096
2.778000,0.00097851,0.00000939,0.00000707,0.00000568,0.00000337,0.00000096
2.780000,0.00097872,0.00000939,0.00000707,0.00000568,0.00000337,0.00000096
2.782000,0.00097892,0.00000940,0.00000707,0.00000568,0.00000337,0.00000096
2.784000,0.00097913,0.00000940,0.00000707,0.00000568,0.00000337,0.00000096
2.786000,0.00097934,0.00000940,0.00000707,0.00000568,0.00000337,0.00000096
2.788000,0.00097954,0.00000940,0.00000707,0.00000568,0.00000337,0.00000096
2.790000,0.00097975,0.00000940,0.00000707,0.00000568,0.00000337,0.00000096
2.792000,0.00097995,0.00000940,0.00000707,0.00000568,0.00000337,0.00000096
2.794000,0.00098016,0.00000940,0.00000707,0.00000568,0.00000337,0.00000096
2.796000,0.00098036,0.00000940,0.00000707,0.00000568,0.00000337,0.00000096
2.798000,0.00098057,0.00000940,0.00000707,0.00000568,0.00000337,0.00000096
2.800000,0.00098078,0.00000940,0.00000707,0.00000568,0.00000337,0.00000096
2.802000,0.00098098,0.00000940,0.00000707,0.00000569,0.00000337,0.00000096
2.804000,0.00098119,0.00000940,0.00000707,0.00000569,0.00000337,0.00000096
2.806000,0.00098140,0.00000940,0.00000707,0.00000569,0.00000337,0.00000096
2.808000,0.00098160,0.00000940,0.00000707,0.00000569,0.00000337,0.00000096
2.810000,0.00098181,0.00000940,0.00000707,0.00000569,0.00000337,0.00000096
2.812000,0.00098202,0.00000940,0.00000707,0.00000569,0.00000337,0.00000096
2.814000,0.00098222,0.00000940,0.00000707,0.00000569,0.00000337,0.00000096
2.816000,0.00098243,0.00000940,0.00000707,0.00000569,0.00000337,0.00000096
2.818000,0.00098264,0.00000941,0.00000707,0.00000569,0.00000337,0.00000096
2.820000,0.00098284,0.00000941,0.00000707,0.00000569,0.00000337,0.00000096
2.822000,0.00098305,0.00000941,0.00000707,0.00000569,0.00000337,0.00000096
2.824000,0.00098326,0.00000941,0.00000707,0.00000569,0.00000337,0.00000096
2.826000,0.00098347,0.00000941,0.00000708,0.00000569,0.00000337,0.00000096
2.828000,0.00098367,0.00000941,0.00000708,0.00000569,0.00000337,0.00000096
2.830000,0.00098388,0.00000941,0.00000708,0.00000569,0.00000337,0.00000096
2.832000,0.00098409,0.00000941,0.00000708,0.00000569,0.00000337,0.00000096
2.834000,0.00098430,0.00000941,0.00000708,0.00000569,0.00000337,0.00000096
2.836000,0.00098450,0.00000941,0.00000708,0.00000569,0.00000338,0.00000096
2.838000,0.00098471,0.00000941,0.00000708,0.00000569,0.00000338,0.00000096
2.840000,0.00098492,0.00000941,0.00000708,0.00000569,0.00000338,0.00000096
2.842000,0.00098513,0.00000941,0.00000708,0.00000569,0.00000338,0.00000096
2.844000,0.00098533,0.00000941,0.00000708,0.00000569,0.00000338,0.00000096
2.846000,0.00098554,0.00000941,0.00000708,0.00000569,0.00000338,0.00000096
2.848000,0.00098575,0.00000941,0.00000708,0.00000569,0.00000338,0.00000096
2.850000,0.00098596,0.00000941,0.00000708,0.00000569,0.00000338,0.00000096
2.852000,0.00098617,0.00000941,0.00000708,0.00000569,0.00000338,0.00000096
2.854000,0.00098637,0.00000941,0.00000708,0.00000569,0.00000338,0.00000096
2.856000,0.00098658,0.00000942,0.00000708,0.00000569,0.00000338,0.00000096
2.858000,0.00098679,0.00000942,0.00000708,0.00000569,0.00000338,0.00000096
2.860000,0.00098700,0.00000942,0.00000708,0.00000569,0.00000338,0.00000096
2.862000,0.00098721,0.00000942,0.00000708,0.00000569,0.00000338,0.00000096
2.864000,0.00098742,0.00000942,0.00000708,0.00000569,0.00000338,0.00000096
2.866000,0.00098762,0.00000942,0.00000708,0.00000570,0.00000338,0.00000096
2.868000,0.00098783,0.00000942,0.00000708,0.00000570,0.00000338,0.00000096
2.870000,0.00098804,0.00000942,0.00000708,0.00000570,0.00000338,0.00000096
2.872000,0.00098825,0.00000942,0.00000708,0.00000570,0.00000338,0.00000096
2.874000,0.00098846,0.00000942,0.00000708,0.00000570,0.00000338,0.00000096
2.876000,0.00098867,0.00000942,0.00000709,0.00000570,0.00000338,0.00000096
2.878000,0.00098888,0.00000942,0.00000709,0.00000570,0.00000338,0.00000096
2.880000,0.00098909,0.00000942,0.00000709,0.00000570,0.00000338,0.00000096
2.882000,0.00098930,0.00000942,0.00000709,0.00000570,0.00000338,0.00000096
2.884000,0.00098950,0.00000942,0.00000709,0.00000570,0.00000338,0.00000096
2.886000,0.00098971,0.00000942,0.00000709,0.00000570,0.00000338,0.00000096
2.888000,0.00098992,0.00000942,0.00000709,0.00000570,0.00000338,0.00000096
2.890000,0.00099013,0.00000942,0.00000709,0.00000570,0.00000338,0.00000096
2.892000,0.00099034,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.894000,0.00099055,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.896000,0.00099076,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.898000,0.00099097,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.900000,0.00099118,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.902000,0.00099139,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.904000,0.00099160,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.906000,0.00099181,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.908000,0.00099202,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.910000,0.00099223,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.912000,0.00099244,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.914000,0.00099265,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.916000,0.00099286,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.918000,0.00099307,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.920000,0.00099328,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.922000,0.00099349,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.924000,0.00099370,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.926000,0.00099391,0.00000943,0.00000709,0.00000570,0.00000338,0.00000096
2.928000,0.00099412,0.00000944,0.00000710,0.00000570,0.00000338,0.00000096
2.930000,0.00099433,0.00000944,0.00000710,0.00000570,0.00000338,0.00000096
2.932000,0.00099455,0.00000944,0.00000710,0.00000571,0.00000338,0.00000096
2.934000,0.00099476,0.00000944,0.00000710,0.00000571,0.00000338,0.00000096
2.936000,0.00099497,0.00000944,0.00000710,0.00000571,0.00000338,0.00000096
2.938000,0.00099518,0.00000944,0.00000710,0.00000571,0.00000338,0.00000096
2.940000,0.00099539,0.00000944,0.00000710,0.00000571,0.00000338,0.00000096
2.942000,0.00099560,0.00000944,0.00000710,0.00000571,0.00000338,0.00000096
2.944000,0.00099581,0.00000944,0.00000710,0.00000571,0.00000338,0.00000096
2.946000,0.00099602,0.00000944,0.00000710,0.00000571,0.00000338,0.00000096
2.948000,0.00099624,0.00000944,0.00000710,0.00000571,0.00000338,0.00000096
2.950000,0.00099645,0.00000944,0.00000710,0.00000571,0.00000339,0.00000096
2.952000,0.00099666,0.00000944,0.00000710,0.00000571,0.00000339,0.00000096
2.954000,0.00099687,0.00000944,0.00000710,0.00000571,0.00000339,0.00000096
2.956000,0.00099708,0.00000944,0.00000710,0.00000571,0.00000339,0.00000096
2.958000,0.00099729,0.00000944,0.00000710,0.00000571,0.00000339,0.00000096
2.960000,0.00099750,0.00000944,0.00000710,0.00000571,0.00000339,0.00000096
2.962000,0.00099772,0.00000944,0.00000710,0.00000571,0.00000339,0.00000096
2.964000,0.00099793,0.00000945,0.00000710,0.00000571,0.00000339,0.00000096
2.966000,0.00099814,0.00000945,0.00000710,0.00000571,0.00000339,0.00000096
2.968000,0.00099835,0.00000945,0.00000710,0.00000571,0.00000339,0.00000096
2.970000,0.00099857,0.00000945,0.00000710,0.00000571,0.00000339,0.00000096
2.972000,0.00099878,0.00000945,0.00000710,0.00000571,0.00000339,0.00000096
2.974000,0.00099899,0.00000945,0.00000710,0.00000571,0.00000339,0.00000096
2.976000,0.00099920,0.00000945,0.00000710,0.00000571,0.00000339,0.00000096
2.978000,0.00099941,0.00000945,0.00000711,0.00000571,0.00000339,0.00000096
2.980000,0.00099963,0.00000945,0.00000711,0.00000571,0.00000339,0.00000096
2.982000,0.00099984,0.00000945,0.00000711,0.00000571,0.00000339,0.00000096
2.984000,0.00100000,0.00000945,0.00000711,0.00000571,0.00000339,0.00000096
2.986000,0.00100000,0.00000945,0.00000711,0.00000571,0.00000339,0.00000096
2.988000,0.00100000,0.00000945,0.00000711,0.00000571,0.00000339,0.00000096
2.990000,0.00100100,0.00000945,0.00000711,0.00000571,0.00000339,0.00000096
2.992000,0.00100100,0.00000945,0.00000711,0.00000571,0.00000339,0.00000096
2.994000,0.00100100,0.00000945,0.00000711,0.00000571,0.00000339,0.00000096
2.996000,0.00100100,0.00000945,0.00000711,0.00000572,0.00000339,0.00000096
2.998000,0.00100200,0.00000945,0.00000711,0.00000572,0.00000339,0.00000096
3.000000,0.00100200,0.00000946,0.00000711,0.00000572,0.00000339,0.00000096
3.002000,0.00100200,0.00000946,0.00000711,0.00000572,0.00000339,0.00000096
3.004000,0.00100200,0.00000946,0.00000711,0.00000572,0.00000339,0.00000096
3.006000,0.00100200,0.00000946,0.00000711,0.00000572,0.00000339,0.00000096
3.008000,0.00100300,0.00000946,0.00000711,0.00000572,0.00000339,0.00000096
3.010000,0.00100300,0.00000946,0.00000711,0.00000572,0.00000339,0.00000096
3.012000,0.00100300,0.00000946,0.00000711,0.00000572,0.00000339,0.00000096
3.014000,0.00100300,0.00000946,0.00000711,0.00000572,0.00000339,0.00000096
3.016000,0.00100300,0.00000946,0.00000711,0.00000572,0.00000339,0.00000096
3.018000,0.00100400,0.00000946,0.00000711,0.00000572,0.00000339,0.00000096
3.020000,0.00100400,0.00000946,0.00000711,0.00000572,0.00000339,0.00000096
3.022000,0.00100400,0.00000946,0.00000711,0.00000572,0.00000339,0.00000096
3.024000,0.00100400,0.00000946,0.00000711,0.00000572,0.00000339,0.00000096
3.026000,0.00100500,0.00000946,0.00000711,0.00000572,0.00000339,0.00000096
3.028000,0.00100500,0.00000946,0.00000712,0.00000572,0.00000339,0.00000096
3.030000,0.00100500,0.00000946,0.00000712,0.00000572,0.00000339,0.00000096
3.032000,0.00100500,0.00000946,0.00000712,0.00000572,0.00000339,0.00000096
3.034000,0.00100500,0.00000946,0.00000712,0.00000572,0.00000339,0.00000096
3.036000,0.00100600,0.00000946,0.00000712,0.00000572,0.00000339,0.00000096
3.038000,0.00100600,0.00000947,0.00000712,0.00000572,0.00000339,0.00000096
3.040000,0.00100600,0.00000947,0.00000712,0.00000572,0.00000339,0.00000096
3.042000,0.00100600,0.00000947,0.00000712,0.00000572,0.00000339,0.00000096
3.044000,0.00100600,0.00000947,0.00000712,0.00000572,0.00000339,0.00000096
3.046000,0.00100700,0.00000947,0.00000712,0.00000572,0.00000339,0.00000096
3.048000,0.00100700,0.00000947,0.00000712,0.00000572,0.00000339,0.00000096
3.050000,0.00100700,0.00000947,0.00000712,0.00000572,0.00000339,0.00000097
3.052000,0.00100700,0.00000947,0.00000712,0.00000572,0.00000339,0.00000097
3.054000,0.00100800,0.00000947,0.00000712,0.00000572,0.00000339,0.00000097
3.056000,0.00100800,0.00000947,0.00000712,0.00000572,0.00000339,0.00000097
3.058000,0.00100800,0.00000947,0.00000712,0.00000572,0.00000339,0.00000097
3.060000,0.00100800,0.00000947,0.00000712,0.00000573,0.00000340,0.00000097
3.062000,0.00100800,0.00000947,0.00000712,0.00000573,0.00000340,0.00000097
3.064000,0.00100900,0.00000947,0.00000712,0.00000573,0.00000340,0.00000097
3.066000,0.00100900,0.00000947,0.00000712,0.00000573,0.00000340,0.00000097
3.068000,0.00100900,0.00000947,0.00000712,0.00000573,0.00000340,0.00000097
3.070000,0.00100900,0.00000947,0.00000712,0.00000573,0.00000340,0.00000097
3.072000,0.00100900,0.00000947,0.00000712,0.00000573,0.00000340,0.00000097
3.074000,0.00101000,0.00000948,0.00000712,0.00000573,0.00000340,0.00000097
3.076000,0.00101000,0.00000948,0.00000712,0.00000573,0.00000340,0.00000097
3.078000,0.00101000,0.00000948,0.00000713,0.00000573,0.00000340,0.00000097
3.080000,0.00101000,0.00000948,0.00000713,0.00000573,0.00000340,0.00000097
3.082000,0.00101100,0.00000948,0.00000713,0.00000573,0.00000340,0.00000097
3.084000,0.00101100,0.00000948,0.00000713,0.00000573,0.00000340,0.00000097
3.086000,0.00101100,0.00000948,0.00000713,0.00000573,0.00000340,0.00000097
