E[1] [eV],Re(eps)_nbnd_10,Re(eps)_nbnd_20,Re(eps)_nbnd_30,Re(eps)_nbnd_40,Re(eps)_nbnd_50,Re(eps)_nbnd_60,Re(eps)_nbnd_70,Re(eps)_nbnd_80
1.126000,1.00648300,1.00959500,1.01081700,1.01121100,1.01144400,1.01158200,1.01167100,1.01171600
1.128000,1.00648300,1.00959500,1.01081700,1.01121100,1.01144400,1.01158200,1.01167100,1.01171600
1.130000,1.00648400,1.00959500,1.01081800,1.01121200,1.01144400,1.01158300,1.01167100,1.01171600
1.132000,1.00648400,1.00959600,1.01081800,1.01121200,1.01144500,1.01158300,1.01167200,1.01171700
1.134000,1.00648400,1.00959600,1.01081800,1.01121200,1.01144500,1.01158300,1.01167200,1.01171700
1.136000,1.00648400,1.00959600,1.01081800,1.01121200,1.01144500,1.01158400,1.01167200,1.01171700
1.138000,1.00648400,1.00959600,1.01081900,1.01121300,1.01144600,1.01158400,1.01167300,1.01171800
1.140000,1.00648500,1.00959700,1.01081900,1.01121300,1.01144600,1.01158400,1.01167300,1.01171800
1.142000,1.00648500,1.00959700,1.01081900,1.01121300,1.01144600,1.01158500,1.01167300,1.01171800
1.144000,1.00648500,1.00959700,1.01082000,1.01121400,1.01144600,1.01158500,1.01167400,1.01171900
1.146000,1.00648500,1.00959700,1.01082000,1.01121400,1.01144700,1.01158500,1.01167400,1.01171900
1.148000,1.00648500,1.00959800,1.01082000,1.01121400,1.01144700,1.01158500,1.01167400,1.01171900
1.150000,1.00648500,1.00959800,1.01082000,1.01121500,1.01144700,1.01158600,1.01167400,1.01171900
1.152000,1.00648600,1.00959800,1.01082100,1.01121500,1.01144800,1.01158600,1.01167500,1.01172000
1.154000,1.00648600,1.00959800,1.01082100,1.01121500,1.01144800,1.01158600,1.01167500,1.01172000
1.156000,1.00648600,1.00959900,1.01082100,1.01121500,1.01144800,1.01158700,1.01167500,1.01172000
1.158000,1.00648600,1.00959900,1.01082200,1.01121600,1.01144800,1.01158700,1.01167600,1.01172100
1.160000,1.00648600,1.00959900,1.01082200,1.01121600,1.01144900,1.01158700,1.01167600,1.01172100
1.162000,1.00648700,1.00959900,1.01082200,1.01121600,1.01144900,1.01158800,1.01167600,1.01172100
1.164000,1.00648700,1.00960000,1.01082200,1.01121700,1.01144900,1.01158800,1.01167700,1.01172200
1.166000,1.00648700,1.00960000,1.01082300,1.01121700,1.01145000,1.01158800,1.01167700,1.01172200
1.168000,1.00648700,1.00960000,1.01082300,1.01121700,1.01145000,1.01158800,1.01167700,1.01172200
1.170000,1.00648700,1.00960100,1.01082300,1.01121700,1.01145000,1.01158900,1.01167700,1.01172300
1.172000,1.00648800,1.00960100,1.01082400,1.01121800,1.01145100,1.01158900,1.01167800,1.01172300
1.174000,1.00648800,1.00960100,1.01082400,1.01121800,1.01145100,1.01158900,1.01167800,1.01172300
1.176000,1.00648800,1.00960100,1.01082400,1.01121800,1.01145100,1.01159000,1.01167800,1.01172300
1.178000,1.00648800,1.00960200,1.01082400,1.01121900,1.01145100,1.01159000,1.01167900,1.01172400
1.180000,1.00648800,1.00960200,1.01082500,1.01121900,1.01145200,1.01159000,1.01167900,1.01172400
1.182000,1.00648800,1.00960200,1.01082500,1.01121900,1.01145200,1.01159000,1.01167900,1.01172400
1.184000,1.00648900,1.00960200,1.01082500,1.01122000,1.01145200,1.01159100,1.01168000,1.01172500
1.186000,1.00648900,1.00960300,1.01082600,1.01122000,1.01145300,1.01159100,1.01168000,1.01172500
1.188000,1.00648900,1.00960300,1.01082600,1.01122000,1.01145300,1.01159100,1.01168000,1.01172500
1.190000,1.00648900,1.00960300,1.01082600,1.01122000,1.01145300,1.01159200,1.01168000,1.01172600
1.192000,1.00648900,1.00960300,1.01082600,1.01122100,1.01145400,1.01159200,1.01168100,1.01172600
1.194000,1.00649000,1.00960400,1.01082700,1.01122100,1.01145400,1.01159200,1.01168100,1.01172600
1.196000,1.00649000,1.00960400,1.01082700,1.01122100,1.01145400,1.01159300,1.01168100,1.01172600
1.198000,1.00649000,1.00960400,1.01082700,1.01122200,1.01145400,1.01159300,1.01168200,1.01172700
1.200000,1.00649000,1.00960400,1.01082800,1.01122200,1.01145500,1.01159300,1.01168200,1.01172700
1.202000,1.00649000,1.00960500,1.01082800,1.01122200,1.01145500,1.01159300,1.01168200,1.01172700
1.204000,1.00649100,1.00960500,1.01082800,1.01122200,1.01145500,1.01159400,1.01168300,1.01172800
1.206000,1.00649100,1.00960500,1.01082800,1.01122300,1.01145600,1.01159400,1.01168300,1.01172800
1.208000,1.00649100,1.00960600,1.01082900,1.01122300,1.01145600,1.01159400,1.01168300,1.01172800
1.210000,1.00649100,1.00960600,1.01082900,1.01122300,1.01145600,1.01159500,1.01168300,1.01172900
1.212000,1.00649100,1.00960600,1.01082900,1.01122400,1.01145600,1.01159500,1.01168400,1.01172900
1.214000,1.00649100,1.00960600,1.01083000,1.01122400,1.01145700,1.01159500,1.01168400,1.01172900
1.216000,1.00649200,1.00960700,1.01083000,1.01122400,1.01145700,1.01159600,1.01168400,1.01172900
1.218000,1.00649200,1.00960700,1.01083000,1.01122500,1.01145700,1.01159600,1.01168500,1.01173000
1.220000,1.00649200,1.00960700,1.01083000,1.01122500,1.01145800,1.01159600,1.01168500,1.01173000
1.222000,1.00649200,1.00960700,1.01083100,1.01122500,1.01145800,1.01159600,1.01168500,1.01173000
1.224000,1.00649200,1.00960800,1.01083100,1.01122500,1.01145800,1.01159700,1.01168500,1.01173100
1.226000,1.00649300,1.00960800,1.01083100,1.01122600,1.01145900,1.01159700,1.01168600,1.01173100
1.228000,1.00649300,1.00960800,1.01083200,1.01122600,1.01145900,1.01159700,1.01168600,1.01173100
1.230000,1.00649300,1.00960800,1.01083200,1.01122600,1.01145900,1.01159800,1.01168600,1.01173200
1.232000,1.00649300,1.00960900,1.01083200,1.01122700,1.01145900,1.01159800,1.01168700,1.01173200
1.234000,1.00649300,1.00960900,1.01083200,1.01122700,1.01146000,1.01159800,1.01168700,1.01173200
1.236000,1.00649400,1.00960900,1.01083300,1.01122700,1.01146000,1.01159900,1.01168700,1.01173200
1.238000,1.00649400,1.00960900,1.01083300,1.01122700,1.01146000,1.01159900,1.01168800,1.01173300
1.240000,1.00649400,1.00961000,1.01083300,1.01122800,1.01146100,1.01159900,1.01168800,1.01173300
1.242000,1.00649400,1.00961000,1.01083400,1.01122800,1.01146100,1.01159900,1.01168800,1.01173300
1.244000,1.00649400,1.00961000,1.01083400,1.01122800,1.01146100,1.01160000,1.01168800,1.01173400
1.246000,1.00649500,1.00961100,1.01083400,1.01122900,1.01146100,1.01160000,1.01168900,1.01173400
1.248000,1.00649500,1.00961100,1.01083400,1.01122900,1.01146200,1.01160000,1.01168900,1.01173400
1.250000,1.00649500,1.00961100,1.01083500,1.01122900,1.01146200,1.01160100,1.01168900,1.01173400
1.252000,1.00649500,1.00961100,1.01083500,1.01123000,1.01146200,1.01160100,1.01169000,1.01173500
1.254000,1.00649500,1.00961100,1.01083500,1.01123000,1.01146300,1.01160100,1.01169000,1.01173500
1.256000,1.00649500,1.00961200,1.01083600,1.01123000,1.01146300,1.01160200,1.01169000,1.01173500
1.258000,1.00649600,1.00961200,1.01083600,1.01123000,1.01146300,1.01160200,1.01169100,1.01173600
1.260000,1.00649600,1.00961200,1.01083600,1.01123100,1.01146400,1.01160200,1.01169100,1.01173600
1.262000,1.00649600,1.00961300,1.01083600,1.01123100,1.01146400,1.01160200,1.01169100,1.01173600
1.264000,1.00649600,1.00961300,1.01083700,1.01123100,1.01146400,1.01160300,1.01169200,1.01173700
1.266000,1.00649600,1.00961300,1.01083700,1.01123200,1.01146400,1.01160300,1.01169200,1.01173700
1.268000,1.00649700,1.00961300,1.01083700,1.01123200,1.01146500,1.01160300,1.01169200,1.01173700
1.270000,1.00649700,1.00961400,1.01083800,1.01123200,1.01146500,1.01160400,1.01169200,1.01173800
1.272000,1.00649700,1.00961400,1.01083800,1.01123200,1.01146500,1.01160400,1.01169300,1.01173800
1.274000,1.00649700,1.00961400,1.01083800,1.01123300,1.01146600,1.01160400,1.01169300,1.01173800
1.276000,1.00649700,1.00961400,1.01083900,1.01123300,1.01146600,1.01160500,1.01169300,1.01173800
1.278000,1.00649800,1.00961500,1.01083900,1.01123300,1.01146600,1.01160500,1.01169400,1.01173900
1.280000,1.00649800,1.00961500,1.01083900,1.01123400,1.01146700,1.01160500,1.01169400,1.01173900
1.282000,1.00649800,1.00961500,1.01083900,1.01123400,1.01146700,1.01160600,1.01169400,1.01173900
1.284000,1.00649800,1.00961500,1.01084000,1.01123400,1.01146700,1.01160600,1.01169500,1.01174000
1.286000,1.00649800,1.00961600,1.01084000,1.01123500,1.01146700,1.01160600,1.01169500,1.01174000
1.288000,1.00649800,1.00961600,1.01084000,1.01123500,1.01146800,1.01160600,1.01169500,1.01174000
1.290000,1.00649900,1.00961600,1.01084100,1.01123500,1.01146800,1.01160700,1.01169500,1.01174100
1.292000,1.00649900,1.00961600,1.01084100,1.01123500,1.01146800,1.01160700,1.01169600,1.01174100
1.294000,1.00649900,1.00961700,1.01084100,1.01123600,1.01146900,1.01160700,1.01169600,1.01174100
1.296000,1.00649900,1.00961700,1.01084100,1.01123600,1.01146900,1.01160800,1.01169600,1.01174100
1.298000,1.00649900,1.00961700,1.01084200,1.01123600,1.01146900,1.01160800,1.01169700,1.01174200
1.300000,1.00650000,1.00961800,1.01084200,1.01123700,1.01147000,1.01160800,1.01169700,1.01174200
1.302000,1.00650000,1.00961800,1.01084200,1.01123700,1.01147000,1.01160800,1.01169700,1.01174200
1.304000,1.00650000,1.00961800,1.01084300,1.01123700,1.01147000,1.01160900,1.01169800,1.01174300
1.306000,1.00650000,1.00961800,1.01084300,1.01123800,1.01147000,1.01160900,1.01169800,1.01174300
1.308000,1.00650000,1.00961900,1.01084300,1.01123800,1.01147100,1.01160900,1.01169800,1.01174300
1.310000,1.00650000,1.00961900,1.01084300,1.01123800,1.01147100,1.01161000,1.01169800,1.01174400
1.312000,1.00650100,1.00961900,1.01084400,1.01123800,1.01147100,1.01161000,1.01169900,1.01174400
1.314000,1.00650100,1.00961900,1.01084400,1.01123900,1.01147200,1.01161000,1.01169900,1.01174400
1.316000,1.00650100,1.00962000,1.01084400,1.01123900,1.01147200,1.01161100,1.01169900,1.01174400
1.318000,1.00650100,1.00962000,1.01084500,1.01123900,1.01147200,1.01161100,1.01170000,1.01174500
1.320000,1.00650100,1.00962000,1.01084500,1.01124000,1.01147300,1.01161100,1.01170000,1.01174500
1.322000,1.00650200,1.00962000,1.01084500,1.01124000,1.01147300,1.01161100,1.01170000,1.01174500
1.324000,1.00650200,1.00962100,1.01084500,1.01124000,1.01147300,1.01161200,1.01170100,1.01174600
1.326000,1.00650200,1.00962100,1.01084600,1.01124000,1.01147300,1.01161200,1.01170100,1.01174600
1.328000,1.00650200,1.00962100,1.01084600,1.01124100,1.01147400,1.01161200,1.01170100,1.01174600
1.330000,1.00650200,1.00962200,1.01084600,1.01124100,1.01147400,1.01161300,1.01170100,1.01174700
1.332000,1.00650300,1.00962200,1.01084600,1.01124100,1.01147400,1.01161300,1.01170200,1.01174700
1.334000,1.00650300,1.00962200,1.01084700,1.01124200,1.01147500,1.01161300,1.01170200,1.01174700
1.336000,1.00650300,1.00962200,1.01084700,1.01124200,1.01147500,1.01161300,1.01170200,1.01174700
1.338000,1.00650300,1.00962300,1.01084700,1.01124200,1.01147500,1.01161400,1.01170300,1.01174800
1.340000,1.00650300,1.00962300,1.01084800,1.01124300,1.01147600,1.01161400,1.01170300,1.01174800
1.342000,1.00650300,1.00962300,1.01084800,1.01124300,1.01147600,1.01161400,1.01170300,1.01174800
1.344000,1.00650400,1.00962300,1.01084800,1.01124300,1.01147600,1.01161500,1.01170300,1.01174900
1.346000,1.00650400,1.00962400,1.01084900,1.01124300,1.01147600,1.01161500,1.01170400,1.01174900
1.348000,1.00650400,1.00962400,1.01084900,1.01124400,1.01147700,1.01161500,1.01170400,1.01174900
1.350000,1.00650400,1.00962400,1.01084900,1.01124400,1.01147700,1.01161600,1.01170400,1.01175000
1.352000,1.00650400,1.00962400,1.01084900,1.01124400,1.01147700,1.01161600,1.01170500,1.01175000
1.354000,1.00650500,1.00962500,1.01085000,1.01124500,1.01147800,1.01161600,1.01170500,1.01175000
1.356000,1.00650500,1.00962500,1.01085000,1.01124500,1.01147800,1.01161700,1.01170500,1.01175000
1.358000,1.00650500,1.00962500,1.01085000,1.01124500,1.01147800,1.01161700,1.01170600,1.01175100
1.360000,1.00650500,1.00962500,1.01085100,1.01124500,1.01147900,1.01161700,1.01170600,1.01175100
1.362000,1.00650500,1.00962600,1.01085100,1.01124600,1.01147900,1.01161700,1.01170600,1.01175100
1.364000,1.00650600,1.00962600,1.01085100,1.01124600,1.01147900,1.01161800,1.01170700,1.01175200
1.366000,1.00650600,1.00962600,1.01085200,1.01124600,1.01147900,1.01161800,1.01170700,1.01175200
1.368000,1.00650600,1.00962700,1.01085200,1.01124700,1.01148000,1.01161800,1.01170700,1.01175200
1.370000,1.00650600,1.00962700,1.01085200,1.01124700,1.01148000,1.01161900,1.01170700,1.01175300
1.372000,1.00650600,1.00962700,1.01085200,1.01124700,1.01148000,1.01161900,1.01170800,1.01175300
1.374000,1.00650700,1.00962700,1.01085300,1.01124800,1.01148100,1.01161900,1.01170800,1.01175300
1.376000,1.00650700,1.00962800,1.01085300,1.01124800,1.01148100,1.01162000,1.01170800,1.01175400
1.378000,1.00650700,1.00962800,1.01085300,1.01124800,1.01148100,1.01162000,1.01170900,1.01175400
1.380000,1.00650700,1.00962800,1.01085400,1.01124800,1.01148200,1.01162000,1.01170900,1.01175400
1.382000,1.00650700,1.00962800,1.01085400,1.01124900,1.01148200,1.01162000,1.01170900,1.01175400
1.384000,1.00650700,1.00962900,1.01085400,1.01124900,1.01148200,1.01162100,1.01171000,1.01175500
1.386000,1.00650800,1.00962900,1.01085400,1.01124900,1.01148200,1.01162100,1.01171000,1.01175500
1.388000,1.00650800,1.00962900,1.01085500,1.01125000,1.01148300,1.01162100,1.01171000,1.01175500
1.390000,1.00650800,1.00962900,1.01085500,1.01125000,1.01148300,1.01162200,1.01171100,1.01175600
1.392000,1.00650800,1.00963000,1.01085500,1.01125000,1.01148300,1.01162200,1.01171100,1.01175600
1.394000,1.00650800,1.00963000,1.01085500,1.01125000,1.01148400,1.01162200,1.01171100,1.01175600
1.396000,1.00650900,1.00963000,1.01085600,1.01125100,1.01148400,1.01162300,1.01171100,1.01175700
1.398000,1.00650900,1.00963000,1.01085600,1.01125100,1.01148400,1.01162300,1.01171200,1.01175700
1.400000,1.00650900,1.00963100,1.01085600,1.01125100,1.01148500,1.01162300,1.01171200,1.01175700
1.402000,1.00650900,1.00963100,1.01085700,1.01125200,1.01148500,1.01162400,1.01171200,1.01175700
1.404000,1.00650900,1.00963100,1.01085700,1.01125200,1.01148500,1.01162400,1.01171300,1.01175800
1.406000,1.00651000,1.00963200,1.01085700,1.01125200,1.01148500,1.01162400,1.01171300,1.01175800
1.408000,1.00651000,1.00963200,1.01085700,1.01125300,1.01148600,1.01162400,1.01171300,1.01175800
1.410000,1.00651000,1.00963200,1.01085800,1.01125300,1.01148600,1.01162500,1.01171400,1.01175900
1.412000,1.00651000,1.00963200,1.01085800,1.01125300,1.01148600,1.01162500,1.01171400,1.01175900
1.414000,1.00651000,1.00963300,1.01085800,1.01125300,1.01148700,1.01162500,1.01171400,1.01175900
1.416000,1.00651000,1.00963300,1.01085900,1.01125400,1.01148700,1.01162600,1.01171400,1.01176000
1.418000,1.00651100,1.00963300,1.01085900,1.01125400,1.01148700,1.01162600,1.01171500,1.01176000
1.420000,1.00651100,1.00963300,1.01085900,1.01125400,1.01148700,1.01162600,1.01171500,1.01176000
1.422000,1.00651100,1.00963400,1.01085900,1.01125500,1.01148800,1.01162600,1.01171500,1.01176000
1.424000,1.00651100,1.00963400,1.01086000,1.01125500,1.01148800,1.01162700,1.01171600,1.01176100
1.426000,1.00651100,1.00963400,1.01086000,1.01125500,1.01148800,1.01162700,1.01171600,1.01176100
1.428000,1.00651200,1.00963400,1.01086000,1.01125600,1.01148900,1.01162700,1.01171600,1.01176100
1.430000,1.00651200,1.00963500,1.01086100,1.01125600,1.01148900,1.01162800,1.01171600,1.01176200
1.432000,1.00651200,1.00963500,1.01086100,1.01125600,1.01148900,1.01162800,1.01171700,1.01176200
1.434000,1.00651200,1.00963500,1.01086100,1.01125600,1.01149000,1.01162800,1.01171700,1.01176200
1.436000,1.00651200,1.00963500,1.01086200,1.01125700,1.01149000,1.01162900,1.01171700,1.01176300
1.438000,1.00651300,1.00963600,1.01086200,1.01125700,1.01149000,1.01162900,1.01171800,1.01176300
1.440000,1.00651300,1.00963600,1.01086200,1.01125700,1.01149000,1.01162900,1.01171800,1.01176300
1.442000,1.00651300,1.00963600,1.01086200,1.01125800,1.01149100,1.01162900,1.01171800,1.01176300
1.444000,1.00651300,1.00963700,1.01086300,1.01125800,1.01149100,1.01163000,1.01171900,1.01176400
1.446000,1.00651300,1.00963700,1.01086300,1.01125800,1.01149100,1.01163000,1.01171900,1.01176400
1.448000,1.00651300,1.00963700,1.01086300,1.01125800,1.01149200,1.01163000,1.01171900,1.01176400
1.450000,1.00651400,1.00963700,1.01086400,1.01125900,1.01149200,1.01163100,1.01172000,1.01176500
1.452000,1.00651400,1.00963800,1.01086400,1.01125900,1.01149200,1.01163100,1.01172000,1.01176500
1.454000,1.00651400,1.00963800,1.01086400,1.01125900,1.01149300,1.01163100,1.01172000,1.01176500
1.456000,1.00651400,1.00963800,1.01086400,1.01126000,1.01149300,1.01163200,1.01172000,1.01176600
1.458000,1.00651400,1.00963800,1.01086500,1.01126000,1.01149300,1.01163200,1.01172100,1.01176600
1.460000,1.00651500,1.00963900,1.01086500,1.01126000,1.01149300,1.01163200,1.01172100,1.01176600
1.462000,1.00651500,1.00963900,1.01086500,1.01126100,1.01149400,1.01163200,1.01172100,1.01176600
1.464000,1.00651500,1.00963900,1.01086600,1.01126100,1.01149400,1.01163300,1.01172200,1.01176700
1.466000,1.00651500,1.00963900,1.01086600,1.01126100,1.01149400,1.01163300,1.01172200,1.01176700
1.468000,1.00651500,1.00964000,1.01086600,1.01126100,1.01149500,1.01163300,1.01172200,1.01176700
1.470000,1.00651600,1.00964000,1.01086700,1.01126200,1.01149500,1.01163400,1.01172300,1.01176800
1.472000,1.00651600,1.00964000,1.01086700,1.01126200,1.01149500,1.01163400,1.01172300,1.01176800
1.474000,1.00651600,1.00964000,1.01086700,1.01126200,1.01149600,1.01163400,1.01172300,1.01176800
1.476000,1.00651600,1.00964100,1.01086700,1.01126300,1.01149600,1.01163500,1.01172300,1.01176900
1.478000,1.00651600,1.00964100,1.01086800,1.01126300,1.01149600,1.01163500,1.01172400,1.01176900
1.480000,1.00651600,1.00964100,1.01086800,1.01126300,1.01149600,1.01163500,1.01172400,1.01176900
1.482000,1.00651700,1.00964200,1.01086800,1.01126300,1.01149700,1.01163500,1.01172400,1.01177000
1.484000,1.00651700,1.00964200,1.01086900,1.01126400,1.01149700,1.01163600,1.01172500,1.01177000
1.486000,1.00651700,1.00964200,1.01086900,1.01126400,1.01149700,1.01163600,1.01172500,1.01177000
1.488000,1.00651700,1.00964200,1.01086900,1.01126400,1.01149800,1.01163600,1.01172500,1.01177000
1.490000,1.00651700,1.00964300,1.01086900,1.01126500,1.01149800,1.01163700,1.01172600,1.01177100
1.492000,1.00651800,1.00964300,1.01087000,1.01126500,1.01149800,1.01163700,1.01172600,1.01177100
1.494000,1.00651800,1.00964300,1.01087000,1.01126500,1.01149900,1.01163700,1.01172600,1.01177100
1.496000,1.00651800,1.00964300,1.01087000,1.01126600,1.01149900,1.01163800,1.01172600,1.01177200
1.498000,1.00651800,1.00964400,1.01087100,1.01126600,1.01149900,1.01163800,1.01172700,1.01177200
1.500000,1.00651800,1.00964400,1.01087100,1.01126600,1.01149900,1.01163800,1.01172700,1.01177200
1.502000,1.00651900,1.00964400,1.01087100,1.01126600,1.01150000,1.01163900,1.01172700,1.01177300
1.504000,1.00651900,1.00964400,1.01087100,1.01126700,1.01150000,1.01163900,1.01172800,1.01177300
1.506000,1.00651900,1.00964500,1.01087200,1.01126700,1.01150000,1.01163900,1.01172800,1.01177300
1.508000,1.00651900,1.00964500,1.01087200,1.01126700,1.01150100,1.01163900,1.01172800,1.01177300
1.510000,1.00651900,1.00964500,1.01087200,1.01126800,1.01150100,1.01164000,1.01172900,1.01177400
1.512000,1.00652000,1.00964500,1.01087300,1.01126800,1.01150100,1.01164000,1.01172900,1.01177400
1.514000,1.00652000,1.00964600,1.01087300,1.01126800,1.01150200,1.01164000,1.01172900,1.01177400
1.516000,1.00652000,1.00964600,1.01087300,1.01126800,1.01150200,1.01164100,1.01172900,1.01177500
1.518000,1.00652000,1.00964600,1.01087300,1.01126900,1.01150200,1.01164100,1.01173000,1.01177500
1.520000,1.00652000,1.00964700,1.01087400,1.01126900,1.01150200,1.01164100,1.01173000,1.01177500
1.522000,1.00652100,1.00964700,1.01087400,1.01126900,1.01150300,1.01164200,1.01173000,1.01177600
1.524000,1.00652100,1.00964700,1.01087400,1.01127000,1.01150300,1.01164200,1.01173100,1.01177600
1.526000,1.00652100,1.00964700,1.01087500,1.01127000,1.01150300,1.01164200,1.01173100,1.01177600
1.528000,1.00652100,1.00964800,1.01087500,1.01127000,1.01150400,1.01164200,1.01173100,1.01177600
1.530000,1.00652100,1.00964800,1.01087500,1.01127100,1.01150400,1.01164300,1.01173200,1.01177700
1.532000,1.00652100,1.00964800,1.01087500,1.01127100,1.01150400,1.01164300,1.01173200,1.01177700
1.534000,1.00652200,1.00964800,1.01087600,1.01127100,1.01150500,1.01164300,1.01173200,1.01177700
1.536000,1.00652200,1.00964900,1.01087600,1.01127100,1.01150500,1.01164400,1.01173300,1.01177800
1.538000,1.00652200,1.00964900,1.01087600,1.01127200,1.01150500,1.01164400,1.01173300,1.01177800
1.540000,1.00652200,1.00964900,1.01087700,1.01127200,1.01150500,1.01164400,1.01173300,1.01177800
1.542000,1.00652200,1.00965000,1.01087700,1.01127200,1.01150600,1.01164400,1.01173300,1.01177900
1.544000,1.00652300,1.00965000,1.01087700,1.01127300,1.01150600,1.01164500,1.01173400,1.01177900
1.546000,1.00652300,1.00965000,1.01087700,1.01127300,1.01150600,1.01164500,1.01173400,1.01177900
1.548000,1.00652300,1.00965000,1.01087800,1.01127300,1.01150700,1.01164500,1.01173400,1.01178000
1.550000,1.00652300,1.00965000,1.01087800,1.01127400,1.01150700,1.01164600,1.01173500,1.01178000
1.552000,1.00652300,1.00965100,1.01087800,1.01127400,1.01150700,1.01164600,1.01173500,1.01178000
1.554000,1.00652300,1.00965100,1.01087900,1.01127400,1.01150800,1.01164600,1.01173500,1.01178000
1.556000,1.00652400,1.00965100,1.01087900,1.01127400,1.01150800,1.01164700,1.01173600,1.01178100
1.558000,1.00652400,1.00965200,1.01087900,1.01127500,1.01150800,1.01164700,1.01173600,1.01178100
1.560000,1.00652400,1.00965200,1.01088000,1.01127500,1.01150800,1.01164700,1.01173600,1.01178100
1.562000,1.00652400,1.00965200,1.01088000,1.01127500,1.01150900,1.01164800,1.01173700,1.01178200
1.564000,1.00652400,1.00965200,1.01088000,1.01127600,1.01150900,1.01164800,1.01173700,1.01178200
1.566000,1.00652500,1.00965300,1.01088000,1.01127600,1.01150900,1.01164800,1.01173700,1.01178200
1.568000,1.00652500,1.00965300,1.01088100,1.01127600,1.01151000,1.01164800,1.01173700,1.01178300
1.570000,1.00652500,1.00965300,1.01088100,1.01127700,1.01151000,1.01164900,1.01173800,1.01178300
1.572000,1.00652500,1.00965300,1.01088100,1.01127700,1.01151000,1.01164900,1.01173800,1.01178300
1.574000,1.00652500,1.00965400,1.01088200,1.01127700,1.01151000,1.01164900,1.01173800,1.01178300
1.576000,1.00652600,1.00965400,1.01088200,1.01127700,1.01151100,1.01165000,1.01173900,1.01178400
1.578000,1.00652600,1.00965400,1.01088200,1.01127800,1.01151100,1.01165000,1.01173900,1.01178400
1.580000,1.00652600,1.00965500,1.01088200,1.01127800,1.01151100,1.01165000,1.01173900,1.01178400
1.582000,1.00652600,1.00965500,1.01088300,1.01127800,1.01151200,1.01165100,1.01173900,1.01178500
1.584000,1.00652600,1.00965500,1.01088300,1.01127900,1.01151200,1.01165100,1.01174000,1.01178500
1.586000,1.00652600,1.00965500,1.01088300,1.01127900,1.01151200,1.01165100,1.01174000,1.01178500
1.588000,1.00652700,1.00965600,1.01088400,1.01127900,1.01151300,1.01165200,1.01174000,1.01178600
1.590000,1.00652700,1.00965600,1.01088400,1.01127900,1.01151300,1.01165200,1.01174100,1.01178600
1.592000,1.00652700,1.00965600,1.01088400,1.01128000,1.01151300,1.01165200,1.01174100,1.01178600
1.594000,1.00652700,1.00965600,1.01088400,1.01128000,1.01151400,1.01165200,1.01174100,1.01178600
1.596000,1.00652700,1.00965700,1.01088500,1.01128000,1.01151400,1.01165300,1.01174200,1.01178700
1.598000,1.00652800,1.00965700,1.01088500,1.01128100,1.01151400,1.01165300,1.01174200,1.01178700
1.600000,1.00652800,1.00965700,1.01088500,1.01128100,1.01151400,1.01165300,1.01174200,1.01178700
1.602000,1.00652800,1.00965700,1.01088600,1.01128100,1.01151500,1.01165400,1.01174200,1.01178800
1.604000,1.00652800,1.00965800,1.01088600,1.01128200,1.01151500,1.01165400,1.01174300,1.01178800
1.606000,1.00652800,1.00965800,1.01088600,1.01128200,1.01151500,1.01165400,1.01174300,1.01178800
1.608000,1.00652900,1.00965800,1.01088600,1.01128200,1.01151600,1.01165400,1.01174300,1.01178900
1.610000,1.00652900,1.00965800,1.01088700,1.01128200,1.01151600,1.01165500,1.01174400,1.01178900
1.612000,1.00652900,1.00965900,1.01088700,1.01128300,1.01151600,1.01165500,1.01174400,1.01178900
1.614000,1.00652900,1.00965900,1.01088700,1.01128300,1.01151700,1.01165500,1.01174400,1.01179000
1.616000,1.00652900,1.00965900,1.01088800,1.01128300,1.01151700,1.01165600,1.01174500,1.01179000
1.618000,1.00653000,1.00966000,1.01088800,1.01128400,1.01151700,1.01165600,1.01174500,1.01179000
1.620000,1.00653000,1.00966000,1.01088800,1.01128400,1.01151700,1.01165600,1.01174500,1.01179000
1.622000,1.00653000,1.00966000,1.01088800,1.01128400,1.01151800,1.01165700,1.01174600,1.01179100
1.624000,1.00653000,1.00966000,1.01088900,1.01128500,1.01151800,1.01165700,1.01174600,1.01179100
1.626000,1.00653000,1.00966100,1.01088900,1.01128500,1.01151800,1.01165700,1.01174600,1.01179100
1.628000,1.00653100,1.00966100,1.01088900,1.01128500,1.01151900,1.01165700,1.01174600,1.01179200
1.630000,1.00653100,1.00966100,1.01089000,1.01128500,1.01151900,1.01165800,1.01174700,1.01179200
1.632000,1.00653100,1.00966100,1.01089000,1.01128600,1.01151900,1.01165800,1.01174700,1.01179200
1.634000,1.00653100,1.00966200,1.01089000,1.01128600,1.01152000,1.01165800,1.01174700,1.01179300
1.636000,1.00653100,1.00966200,1.01089000,1.01128600,1.01152000,1.01165900,1.01174800,1.01179300
1.638000,1.00653100,1.00966200,1.01089100,1.01128700,1.01152000,1.01165900,1.01174800,1.01179300
1.640000,1.00653200,1.00966200,1.01089100,1.01128700,1.01152100,1.01165900,1.01174800,1.01179300
1.642000,1.00653200,1.00966300,1.01089100,1.01128700,1.01152100,1.01166000,1.01174900,1.01179400
1.644000,1.00653200,1.00966300,1.01089200,1.01128800,1.01152100,1.01166000,1.01174900,1.01179400
1.646000,1.00653200,1.00966300,1.01089200,1.01128800,1.01152100,1.01166000,1.01174900,1.01179400
