E[1] [eV],Re(eps)_nk_4,Re(eps)_nk_6,Re(eps)_nk_8,Re(eps)_nk_10,Re(eps)_nk_12,Re(eps)_nk_14,Re(eps)_nk_16,Re(eps)_nk_18
1.586000,1.00654400,1.00648400,1.00650000,1.00653400,1.00651000,1.00651000,1.00648200,1.00651500
1.588000,1.00654400,1.00648400,1.00650000,1.00653400,1.00651000,1.00651000,1.00648200,1.00651500
1.590000,1.00654500,1.00648400,1.00650100,1.00653400,1.00651000,1.00651000,1.00648200,1.00651500
1.592000,1.00654500,1.00648400,1.00650100,1.00653500,1.00651100,1.00651100,1.00648200,1.00651600
1.594000,1.00654500,1.00648500,1.00650100,1.00653500,1.00651100,1.00651100,1.00648200,1.00651600
1.596000,1.00654500,1.00648500,1.00650100,1.00653500,1.00651100,1.00651100,1.00648200,1.00651600
1.598000,1.00654500,1.00648500,1.00650100,1.00653500,1.00651100,1.00651100,1.00648300,1.00651600
1.600000,1.00654600,1.00648500,1.00650100,1.00653500,1.00651100,1.00651100,1.00648300,1.00651600
1.602000,1.00654600,1.00648500,1.00650200,1.00653600,1.00651200,1.00651200,1.00648300,1.00651700
1.604000,1.00654600,1.00648600,1.00650200,1.00653600,1.00651200,1.00651200,1.00648300,1.00651700
1.606000,1.00654600,1.00648600,1.00650200,1.00653600,1.00651200,1.00651200,1.00648300,1.00651700
1.608000,1.00654600,1.00648600,1.00650200,1.00653600,1.00651200,1.00651200,1.00648400,1.00651700
1.610000,1.00654600,1.00648600,1.00650200,1.00653600,1.00651200,1.00651200,1.00648400,1.00651700
1.612000,1.00654700,1.00648600,1.00650300,1.00653700,1.00651300,1.00651200,1.00648400,1.00651800
1.614000,1.00654700,1.00648600,1.00650300,1.00653700,1.00651300,1.00651300,1.00648400,1.00651800
1.616000,1.00654700,1.00648700,1.00650300,1.00653700,1.00651300,1.00651300,1.00648400,1.00651800
1.618000,1.00654700,1.00648700,1.00650300,1.00653700,1.00651300,1.00651300,1.00648500,1.00651800
1.620000,1.00654700,1.00648700,1.00650300,1.00653700,1.00651300,1.00651300,1.00648500,1.00651800
1.622000,1.00654800,1.00648700,1.00650400,1.00653800,1.00651300,1.00651300,1.00648500,1.00651800
1.624000,1.00654800,1.00648700,1.00650400,1.00653800,1.00651400,1.00651400,1.00648500,1.00651900
1.626000,1.00654800,1.00648800,1.00650400,1.00653800,1.00651400,1.00651400,1.00648500,1.00651900
1.628000,1.00654800,1.00648800,1.00650400,1.00653800,1.00651400,1.00651400,1.00648500,1.00651900
1.630000,1.00654800,1.00648800,1.00650400,1.00653800,1.00651400,1.00651400,1.00648600,1.00651900
1.632000,1.00654900,1.00648800,1.00650500,1.00653800,1.00651400,1.00651400,1.00648600,1.00651900
1.634000,1.00654900,1.00648800,1.00650500,1.00653900,1.00651500,1.00651500,1.00648600,1.00652000
1.636000,1.00654900,1.00648800,1.00650500,1.00653900,1.00651500,1.00651500,1.00648600,1.00652000
1.638000,1.00654900,1.00648900,1.00650500,1.00653900,1.00651500,1.00651500,1.00648600,1.00652000
1.640000,1.00654900,1.00648900,1.00650500,1.00653900,1.00651500,1.00651500,1.00648700,1.00652000
1.642000,1.00655000,1.00648900,1.00650500,1.00653900,1.00651500,1.00651500,1.00648700,1.00652000
1.644000,1.00655000,1.00648900,1.00650600,1.00654000,1.00651600,1.00651600,1.00648700,1.00652100
1.646000,1.00655000,1.00648900,1.00650600,1.00654000,1.00651600,1.00651600,1.00648700,1.00652100
1.648000,1.00655000,1.00649000,1.00650600,1.00654000,1.00651600,1.00651600,1.00648700,1.00652100
1.650000,1.00655000,1.00649000,1.00650600,1.00654000,1.00651600,1.00651600,1.00648700,1.00652100
1.652000,1.00655100,1.00649000,1.00650600,1.00654000,1.00651600,1.00651600,1.00648800,1.00652100
1.654000,1.00655100,1.00649000,1.00650700,1.00654100,1.00651600,1.00651600,1.00648800,1.00652100
1.656000,1.00655100,1.00649000,1.00650700,1.00654100,1.00651700,1.00651700,1.00648800,1.00652200
1.658000,1.00655100,1.00649100,1.00650700,1.00654100,1.00651700,1.00651700,1.00648800,1.00652200
1.660000,1.00655100,1.00649100,1.00650700,1.00654100,1.00651700,1.00651700,1.00648800,1.00652200
1.662000,1.00655200,1.00649100,1.00650700,1.00654100,1.00651700,1.00651700,1.00648900,1.00652200
1.664000,1.00655200,1.00649100,1.00650800,1.00654100,1.00651700,1.00651700,1.00648900,1.00652200
1.666000,1.00655200,1.00649100,1.00650800,1.00654200,1.00651800,1.00651800,1.00648900,1.00652300
1.668000,1.00655200,1.00649100,1.00650800,1.00654200,1.00651800,1.00651800,1.00648900,1.00652300
1.670000,1.00655200,1.00649200,1.00650800,1.00654200,1.00651800,1.00651800,1.00648900,1.00652300
1.672000,1.00655200,1.00649200,1.00650800,1.00654200,1.00651800,1.00651800,1.00649000,1.00652300
1.674000,1.00655300,1.00649200,1.00650800,1.00654200,1.00651800,1.00651800,1.00649000,1.00652300
1.676000,1.00655300,1.00649200,1.00650900,1.00654300,1.00651900,1.00651800,1.00649000,1.00652300
1.678000,1.00655300,1.00649200,1.00650900,1.00654300,1.00651900,1.00651900,1.00649000,1.00652400
1.680000,1.00655300,1.00649300,1.00650900,1.00654300,1.00651900,1.00651900,1.00649000,1.00652400
1.682000,1.00655300,1.00649300,1.00650900,1.00654300,1.00651900,1.00651900,1.00649000,1.00652400
1.684000,1.00655400,1.00649300,1.00650900,1.00654300,1.00651900,1.00651900,1.00649100,1.00652400
1.686000,1.00655400,1.00649300,1.00651000,1.00654400,1.00652000,1.00651900,1.00649100,1.00652400
1.688000,1.00655400,1.00649300,1.00651000,1.00654400,1.00652000,1.00652000,1.00649100,1.00652500
1.690000,1.00655400,1.00649300,1.00651000,1.00654400,1.00652000,1.00652000,1.00649100,1.00652500
1.692000,1.00655400,1.00649400,1.00651000,1.00654400,1.00652000,1.00652000,1.00649100,1.00652500
1.694000,1.00655500,1.00649400,1.00651000,1.00654400,1.00652000,1.00652000,1.00649200,1.00652500
1.696000,1.00655500,1.00649400,1.00651000,1.00654400,1.00652000,1.00652000,1.00649200,1.00652500
1.698000,1.00655500,1.00649400,1.00651100,1.00654500,1.00652100,1.00652100,1.00649200,1.00652600
1.700000,1.00655500,1.00649400,1.00651100,1.00654500,1.00652100,1.00652100,1.00649200,1.00652600
1.702000,1.00655500,1.00649500,1.00651100,1.00654500,1.00652100,1.00652100,1.00649200,1.00652600
1.704000,1.00655600,1.00649500,1.00651100,1.00654500,1.00652100,1.00652100,1.00649300,1.00652600
1.706000,1.00655600,1.00649500,1.00651100,1.00654500,1.00652100,1.00652100,1.00649300,1.00652600
1.708000,1.00655600,1.00649500,1.00651200,1.00654600,1.00652200,1.00652100,1.00649300,1.00652600
1.710000,1.00655600,1.00649500,1.00651200,1.00654600,1.00652200,1.00652200,1.00649300,1.00652700
1.712000,1.00655600,1.00649600,1.00651200,1.00654600,1.00652200,1.00652200,1.00649300,1.00652700
1.714000,1.00655700,1.00649600,1.00651200,1.00654600,1.00652200,1.00652200,1.00649300,1.00652700
1.716000,1.00655700,1.00649600,1.00651200,1.00654600,1.00652200,1.00652200,1.00649400,1.00652700
1.718000,1.00655700,1.00649600,1.00651300,1.00654700,1.00652300,1.00652200,1.00649400,1.00652700
1.720000,1.00655700,1.00649600,1.00651300,1.00654700,1.00652300,1.00652300,1.00649400,1.00652800
1.722000,1.00655700,1.00649600,1.00651300,1.00654700,1.00652300,1.00652300,1.00649400,1.00652800
1.724000,1.00655700,1.00649700,1.00651300,1.00654700,1.00652300,1.00652300,1.00649400,1.00652800
1.726000,1.00655800,1.00649700,1.00651300,1.00654700,1.00652300,1.00652300,1.00649500,1.00652800
1.728000,1.00655800,1.00649700,1.00651400,1.00654800,1.00652300,1.00652300,1.00649500,1.00652800
1.730000,1.00655800,1.00649700,1.00651400,1.00654800,1.00652400,1.00652300,1.00649500,1.00652900
1.732000,1.00655800,1.00649700,1.00651400,1.00654800,1.00652400,1.00652400,1.00649500,1.00652900
1.734000,1.00655800,1.00649800,1.00651400,1.00654800,1.00652400,1.00652400,1.00649500,1.00652900
1.736000,1.00655900,1.00649800,1.00651400,1.00654800,1.00652400,1.00652400,1.00649600,1.00652900
1.738000,1.00655900,1.00649800,1.00651400,1.00654900,1.00652400,1.00652400,1.00649600,1.00652900
1.740000,1.00655900,1.00649800,1.00651500,1.00654900,1.00652500,1.00652400,1.00649600,1.00653000
1.742000,1.00655900,1.00649800,1.00651500,1.00654900,1.00652500,1.00652500,1.00649600,1.00653000
1.744000,1.00655900,1.00649900,1.00651500,1.00654900,1.00652500,1.00652500,1.00649600,1.00653000
1.746000,1.00655900,1.00649900,1.00651500,1.00654900,1.00652500,1.00652500,1.00649600,1.00653000
1.748000,1.00656000,1.00649900,1.00651500,1.00654900,1.00652500,1.00652500,1.00649700,1.00653000
1.750000,1.00656000,1.00649900,1.00651600,1.00655000,1.00652600,1.00652500,1.00649700,1.00653100
1.752000,1.00656000,1.00649900,1.00651600,1.00655000,1.00652600,1.00652600,1.00649700,1.00653100
1.754000,1.00656000,1.00649900,1.00651600,1.00655000,1.00652600,1.00652600,1.00649700,1.00653100
1.756000,1.00656000,1.00650000,1.00651600,1.00655000,1.00652600,1.00652600,1.00649700,1.00653100
1.758000,1.00656100,1.00650000,1.00651600,1.00655000,1.00652600,1.00652600,1.00649800,1.00653100
1.760000,1.00656100,1.00650000,1.00651700,1.00655100,1.00652600,1.00652600,1.00649800,1.00653100
1.762000,1.00656100,1.00650000,1.00651700,1.00655100,1.00652700,1.00652700,1.00649800,1.00653200
1.764000,1.00656100,1.00650000,1.00651700,1.00655100,1.00652700,1.00652700,1.00649800,1.00653200
1.766000,1.00656100,1.00650100,1.00651700,1.00655100,1.00652700,1.00652700,1.00649800,1.00653200
1.768000,1.00656200,1.00650100,1.00651700,1.00655100,1.00652700,1.00652700,1.00649900,1.00653200
1.770000,1.00656200,1.00650100,1.00651800,1.00655200,1.00652700,1.00652700,1.00649900,1.00653200
1.772000,1.00656200,1.00650100,1.00651800,1.00655200,1.00652800,1.00652800,1.00649900,1.00653300
1.774000,1.00656200,1.00650100,1.00651800,1.00655200,1.00652800,1.00652800,1.00649900,1.00653300
1.776000,1.00656200,1.00650200,1.00651800,1.00655200,1.00652800,1.00652800,1.00649900,1.00653300
1.778000,1.00656300,1.00650200,1.00651800,1.00655200,1.00652800,1.00652800,1.00650000,1.00653300
1.780000,1.00656300,1.00650200,1.00651800,1.00655200,1.00652800,1.00652800,1.00650000,1.00653300
1.782000,1.00656300,1.00650200,1.00651900,1.00655300,1.00652800,1.00652800,1.00650000,1.00653400
1.784000,1.00656300,1.00650200,1.00651900,1.00655300,1.00652900,1.00652900,1.00650000,1.00653400
1.786000,1.00656300,1.00650200,1.00651900,1.00655300,1.00652900,1.00652900,1.00650000,1.00653400
1.788000,1.00656400,1.00650300,1.00651900,1.00655300,1.00652900,1.00652900,1.00650000,1.00653400
1.790000,1.00656400,1.00650300,1.00651900,1.00655300,1.00652900,1.00652900,1.00650100,1.00653400
1.792000,1.00656400,1.00650300,1.00652000,1.00655400,1.00652900,1.00652900,1.00650100,1.00653400
1.794000,1.00656400,1.00650300,1.00652000,1.00655400,1.00653000,1.00653000,1.00650100,1.00653500
1.796000,1.00656400,1.00650300,1.00652000,1.00655400,1.00653000,1.00653000,1.00650100,1.00653500
1.798000,1.00656400,1.00650400,1.00652000,1.00655400,1.00653000,1.00653000,1.00650100,1.00653500
1.800000,1.00656500,1.00650400,1.00652000,1.00655400,1.00653000,1.00653000,1.00650200,1.00653500
1.802000,1.00656500,1.00650400,1.00652100,1.00655500,1.00653000,1.00653000,1.00650200,1.00653500
1.804000,1.00656500,1.00650400,1.00652100,1.00655500,1.00653100,1.00653100,1.00650200,1.00653600
1.806000,1.00656500,1.00650400,1.00652100,1.00655500,1.00653100,1.00653100,1.00650200,1.00653600
1.808000,1.00656500,1.00650400,1.00652100,1.00655500,1.00653100,1.00653100,1.00650200,1.00653600
1.810000,1.00656600,1.00650500,1.00652100,1.00655500,1.00653100,1.00653100,1.00650300,1.00653600
1.812000,1.00656600,1.00650500,1.00652100,1.00655600,1.00653100,1.00653100,1.00650300,1.00653600
1.814000,1.00656600,1.00650500,1.00652200,1.00655600,1.00653200,1.00653100,1.00650300,1.00653600
1.816000,1.00656600,1.00650500,1.00652200,1.00655600,1.00653200,1.00653200,1.00650300,1.00653700
1.818000,1.00656600,1.00650500,1.00652200,1.00655600,1.00653200,1.00653200,1.00650300,1.00653700
1.820000,1.00656700,1.00650600,1.00652200,1.00655600,1.00653200,1.00653200,1.00650300,1.00653700
1.822000,1.00656700,1.00650600,1.00652200,1.00655700,1.00653200,1.00653200,1.00650400,1.00653700
1.824000,1.00656700,1.00650600,1.00652300,1.00655700,1.00653300,1.00653200,1.00650400,1.00653700
1.826000,1.00656700,1.00650600,1.00652300,1.00655700,1.00653300,1.00653300,1.00650400,1.00653800
1.828000,1.00656700,1.00650600,1.00652300,1.00655700,1.00653300,1.00653300,1.00650400,1.00653800
1.830000,1.00656800,1.00650700,1.00652300,1.00655700,1.00653300,1.00653300,1.00650400,1.00653800
1.832000,1.00656800,1.00650700,1.00652300,1.00655700,1.00653300,1.00653300,1.00650500,1.00653800
1.834000,1.00656800,1.00650700,1.00652400,1.00655800,1.00653400,1.00653300,1.00650500,1.00653800
1.836000,1.00656800,1.00650700,1.00652400,1.00655800,1.00653400,1.00653400,1.00650500,1.00653900
1.838000,1.00656800,1.00650700,1.00652400,1.00655800,1.00653400,1.00653400,1.00650500,1.00653900
1.840000,1.00656900,1.00650800,1.00652400,1.00655800,1.00653400,1.00653400,1.00650500,1.00653900
1.842000,1.00656900,1.00650800,1.00652400,1.00655800,1.00653400,1.00653400,1.00650500,1.00653900
1.844000,1.00656900,1.00650800,1.00652400,1.00655900,1.00653400,1.00653400,1.00650600,1.00653900
1.846000,1.00656900,1.00650800,1.00652500,1.00655900,1.00653500,1.00653400,1.00650600,1.00654000
1.848000,1.00656900,1.00650800,1.00652500,1.00655900,1.00653500,1.00653500,1.00650600,1.00654000
1.850000,1.00657000,1.00650800,1.00652500,1.00655900,1.00653500,1.00653500,1.00650600,1.00654000
1.852000,1.00657000,1.00650900,1.00652500,1.00655900,1.00653500,1.00653500,1.00650600,1.00654000
1.854000,1.00657000,1.00650900,1.00652500,1.00655900,1.00653500,1.00653500,1.00650700,1.00654000
1.856000,1.00657000,1.00650900,1.00652600,1.00656000,1.00653600,1.00653500,1.00650700,1.00654100
1.858000,1.00657000,1.00650900,1.00652600,1.00656000,1.00653600,1.00653600,1.00650700,1.00654100
1.860000,1.00657000,1.00650900,1.00652600,1.00656000,1.00653600,1.00653600,1.00650700,1.00654100
1.862000,1.00657100,1.00651000,1.00652600,1.00656000,1.00653600,1.00653600,1.00650700,1.00654100
1.864000,1.00657100,1.00651000,1.00652600,1.00656000,1.00653600,1.00653600,1.00650800,1.00654100
1.866000,1.00657100,1.00651000,1.00652700,1.00656100,1.00653600,1.00653600,1.00650800,1.00654100
1.868000,1.00657100,1.00651000,1.00652700,1.00656100,1.00653700,1.00653700,1.00650800,1.00654200
1.870000,1.00657100,1.00651000,1.00652700,1.00656100,1.00653700,1.00653700,1.00650800,1.00654200
1.872000,1.00657200,1.00651000,1.00652700,1.00656100,1.00653700,1.00653700,1.00650800,1.00654200
1.874000,1.00657200,1.00651100,1.00652700,1.00656100,1.00653700,1.00653700,1.00650800,1.00654200
1.876000,1.00657200,1.00651100,1.00652800,1.00656200,1.00653700,1.00653700,1.00650900,1.00654200
1.878000,1.00657200,1.00651100,1.00652800,1.00656200,1.00653800,1.00653800,1.00650900,1.00654300
1.880000,1.00657200,1.00651100,1.00652800,1.00656200,1.00653800,1.00653800,1.00650900,1.00654300
1.882000,1.00657300,1.00651100,1.00652800,1.00656200,1.00653800,1.00653800,1.00650900,1.00654300
1.884000,1.00657300,1.00651200,1.00652800,1.00656200,1.00653800,1.00653800,1.00650900,1.00654300
1.886000,1.00657300,1.00651200,1.00652800,1.00656300,1.00653800,1.00653800,1.00651000,1.00654300
1.888000,1.00657300,1.00651200,1.00652900,1.00656300,1.00653900,1.00653800,1.00651000,1.00654400
1.890000,1.00657300,1.00651200,1.00652900,1.00656300,1.00653900,1.00653900,1.00651000,1.00654400
1.892000,1.00657400,1.00651200,1.00652900,1.00656300,1.00653900,1.00653900,1.00651000,1.00654400
1.894000,1.00657400,1.00651300,1.00652900,1.00656300,1.00653900,1.00653900,1.00651000,1.00654400
1.896000,1.00657400,1.00651300,1.00652900,1.00656400,1.00653900,1.00653900,1.00651000,1.00654400
1.898000,1.00657400,1.00651300,1.00653000,1.00656400,1.00653900,1.00653900,1.00651100,1.00654400
1.900000,1.00657400,1.00651300,1.00653000,1.00656400,1.00654000,1.00654000,1.00651100,1.00654500
1.902000,1.00657500,1.00651300,1.00653000,1.00656400,1.00654000,1.00654000,1.00651100,1.00654500
1.904000,1.00657500,1.00651300,1.00653000,1.00656400,1.00654000,1.00654000,1.00651100,1.00654500
1.906000,1.00657500,1.00651400,1.00653000,1.00656400,1.00654000,1.00654000,1.00651100,1.00654500
1.908000,1.00657500,1.00651400,1.00653100,1.00656500,1.00654000,1.00654000,1.00651200,1.00654500
1.910000,1.00657500,1.00651400,1.00653100,1.00656500,1.00654100,1.00654100,1.00651200,1.00654600
1.912000,1.00657500,1.00651400,1.00653100,1.00656500,1.00654100,1.00654100,1.00651200,1.00654600
1.914000,1.00657600,1.00651400,1.00653100,1.00656500,1.00654100,1.00654100,1.00651200,1.00654600
1.916000,1.00657600,1.00651500,1.00653100,1.00656500,1.00654100,1.00654100,1.00651200,1.00654600
1.918000,1.00657600,1.00651500,1.00653100,1.00656600,1.00654100,1.00654100,1.00651300,1.00654600
1.920000,1.00657600,1.00651500,1.00653200,1.00656600,1.00654200,1.00654100,1.00651300,1.00654600
1.922000,1.00657600,1.00651500,1.00653200,1.00656600,1.00654200,1.00654200,1.00651300,1.00654700
1.924000,1.00657700,1.00651500,1.00653200,1.00656600,1.00654200,1.00654200,1.00651300,1.00654700
1.926000,1.00657700,1.00651600,1.00653200,1.00656600,1.00654200,1.00654200,1.00651300,1.00654700
1.928000,1.00657700,1.00651600,1.00653200,1.00656700,1.00654200,1.00654200,1.00651300,1.00654700
1.930000,1.00657700,1.00651600,1.00653300,1.00656700,1.00654300,1.00654200,1.00651400,1.00654700
1.932000,1.00657700,1.00651600,1.00653300,1.00656700,1.00654300,1.00654300,1.00651400,1.00654800
1.934000,1.00657700,1.00651600,1.00653300,1.00656700,1.00654300,1.00654300,1.00651400,1.00654800
1.936000,1.00657800,1.00651600,1.00653300,1.00656700,1.00654300,1.00654300,1.00651400,1.00654800
1.938000,1.00657800,1.00651700,1.00653300,1.00656700,1.00654300,1.00654300,1.00651400,1.00654800
1.940000,1.00657800,1.00651700,1.00653400,1.00656800,1.00654400,1.00654300,1.00651500,1.00654800
1.942000,1.00657800,1.00651700,1.00653400,1.00656800,1.00654400,1.00654400,1.00651500,1.00654900
1.944000,1.00657800,1.00651700,1.00653400,1.00656800,1.00654400,1.00654400,1.00651500,1.00654900
1.946000,1.00657900,1.00651700,1.00653400,1.00656800,1.00654400,1.00654400,1.00651500,1.00654900
1.948000,1.00657900,1.00651800,1.00653400,1.00656800,1.00654400,1.00654400,1.00651500,1.00654900
1.950000,1.00657900,1.00651800,1.00653500,1.00656900,1.00654400,1.00654400,1.00651600,1.00654900
1.952000,1.00657900,1.00651800,1.00653500,1.00656900,1.00654500,1.00654400,1.00651600,1.00655000
1.954000,1.00658000,1.00651800,1.00653500,1.00656900,1.00654500,1.00654500,1.00651600,1.00655000
1.956000,1.00658000,1.00651800,1.00653500,1.00656900,1.00654500,1.00654500,1.00651600,1.00655000
1.958000,1.00658000,1.00651800,1.00653500,1.00656900,1.00654500,1.00654500,1.00651600,1.00655000
1.960000,1.00658000,1.00651900,1.00653600,1.00657000,1.00654500,1.00654500,1.00651700,1.00655000
1.962000,1.00658000,1.00651900,1.00653600,1.00657000,1.00654600,1.00654500,1.00651700,1.00655100
1.964000,1.00658000,1.00651900,1.00653600,1.00657000,1.00654600,1.00654600,1.00651700,1.00655100
1.966000,1.00658100,1.00651900,1.00653600,1.00657000,1.00654600,1.00654600,1.00651700,1.00655100
1.968000,1.00658100,1.00651900,1.00653600,1.00657000,1.00654600,1.00654600,1.00651700,1.00655100
1.970000,1.00658100,1.00652000,1.00653600,1.00657100,1.00654600,1.00654600,1.00651800,1.00655100
1.972000,1.00658100,1.00652000,1.00653700,1.00657100,1.00654600,1.00654600,1.00651800,1.00655200
1.974000,1.00658100,1.00652000,1.00653700,1.00657100,1.00654700,1.00654700,1.00651800,1.00655200
1.976000,1.00658200,1.00652000,1.00653700,1.00657100,1.00654700,1.00654700,1.00651800,1.00655200
1.978000,1.00658200,1.00652000,1.00653700,1.00657100,1.00654700,1.00654700,1.00651800,1.00655200
1.980000,1.00658200,1.00652100,1.00653700,1.00657200,1.00654700,1.00654700,1.00651800,1.00655200
1.982000,1.00658200,1.00652100,1.00653800,1.00657200,1.00654700,1.00654700,1.00651900,1.00655200
1.984000,1.00658200,1.00652100,1.00653800,1.00657200,1.00654800,1.00654800,1.00651900,1.00655300
1.986000,1.00658200,1.00652100,1.00653800,1.00657200,1.00654800,1.00654800,1.00651900,1.00655300
1.988000,1.00658300,1.00652100,1.00653800,1.00657200,1.00654800,1.00654800,1.00651900,1.00655300
1.990000,1.00658300,1.00652100,1.00653800,1.00657200,1.00654800,1.00654800,1.00651900,1.00655300
1.992000,1.00658300,1.00652200,1.00653900,1.00657300,1.00654800,1.00654800,1.00652000,1.00655300
1.994000,1.00658300,1.00652200,1.00653900,1.00657300,1.00654900,1.00654900,1.00652000,1.00655400
1.996000,1.00658300,1.00652200,1.00653900,1.00657300,1.00654900,1.00654900,1.00652000,1.00655400
1.998000,1.00658400,1.00652200,1.00653900,1.00657300,1.00654900,1.00654900,1.00652000,1.00655400
2.000000,1.00658400,1.00652200,1.00653900,1.00657300,1.00654900,1.00654900,1.00652000,1.00655400
2.002000,1.00658400,1.00652300,1.00653900,1.00657400,1.00654900,1.00654900,1.00652100,1.00655400
2.004000,1.00658400,1.00652300,1.00654000,1.00657400,1.00655000,1.00654900,1.00652100,1.00655400
2.006000,1.00658500,1.00652300,1.00654000,1.00657400,1.00655000,1.00655000,1.00652100,1.00655500
2.008000,1.00658500,1.00652300,1.00654000,1.00657400,1.00655000,1.00655000,1.00652100,1.00655500
2.010000,1.00658500,1.00652300,1.00654000,1.00657400,1.00655000,1.00655000,1.00652100,1.00655500
2.012000,1.00658500,1.00652300,1.00654000,1.00657500,1.00655000,1.00655000,1.00652100,1.00655500
2.014000,1.00658500,1.00652400,1.00654100,1.00657500,1.00655100,1.00655000,1.00652200,1.00655500
2.016000,1.00658500,1.00652400,1.00654100,1.00657500,1.00655100,1.00655100,1.00652200,1.00655600
2.018000,1.00658600,1.00652400,1.00654100,1.00657500,1.00655100,1.00655100,1.00652200,1.00655600
2.020000,1.00658600,1.00652400,1.00654100,1.00657500,1.00655100,1.00655100,1.00652200,1.00655600
2.022000,1.00658600,1.00652400,1.00654100,1.00657600,1.00655100,1.00655100,1.00652200,1.00655600
2.024000,1.00658600,1.00652500,1.00654200,1.00657600,1.00655200,1.00655100,1.00652300,1.00655600
2.026000,1.00658600,1.00652500,1.00654200,1.00657600,1.00655200,1.00655200,1.00652300,1.00655700
2.028000,1.00658700,1.00652500,1.00654200,1.00657600,1.00655200,1.00655200,1.00652300,1.00655700
2.030000,1.00658700,1.00652500,1.00654200,1.00657600,1.00655200,1.00655200,1.00652300,1.00655700
2.032000,1.00658700,1.00652500,1.00654200,1.00657700,1.00655200,1.00655200,1.00652300,1.00655700
2.034000,1.00658700,1.00652600,1.00654300,1.00657700,1.00655200,1.00655200,1.00652300,1.00655700
2.036000,1.00658700,1.00652600,1.00654300,1.00657700,1.00655300,1.00655200,1.00652400,1.00655800
2.038000,1.00658800,1.00652600,1.00654300,1.00657700,1.00655300,1.00655300,1.00652400,1.00655800
2.040000,1.00658800,1.00652600,1.00654300,1.00657700,1.00655300,1.00655300,1.00652400,1.00655800
2.042000,1.00658800,1.00652600,1.00654300,1.00657700,1.00655300,1.00655300,1.00652400,1.00655800
2.044000,1.00658800,1.00652600,1.00654400,1.00657800,1.00655300,1.00655300,1.00652400,1.00655800
2.046000,1.00658800,1.00652700,1.00654400,1.00657800,1.00655400,1.00655300,1.00652500,1.00655900
2.048000,1.00658800,1.00652700,1.00654400,1.00657800,1.00655400,1.00655400,1.00652500,1.00655900
2.050000,1.00658900,1.00652700,1.00654400,1.00657800,1.00655400,1.00655400,1.00652500,1.00655900
2.052000,1.00658900,1.00652700,1.00654400,1.00657800,1.00655400,1.00655400,1.00652500,1.00655900
2.054000,1.00658900,1.00652700,1.00654400,1.00657900,1.00655400,1.00655400,1.00652500,1.00655900
2.056000,1.00658900,1.00652800,1.00654500,1.00657900,1.00655400,1.00655400,1.00652600,1.00655900
2.058000,1.00659000,1.00652800,1.00654500,1.00657900,1.00655500,1.00655500,1.00652600,1.00656000
2.060000,1.00659000,1.00652800,1.00654500,1.00657900,1.00655500,1.00655500,1.00652600,1.00656000
2.062000,1.00659000,1.00652800,1.00654500,1.00657900,1.00655500,1.00655500,1.00652600,1.00656000
2.064000,1.00659000,1.00652800,1.00654500,1.00658000,1.00655500,1.00655500,1.00652600,1.00656000
2.066000,1.00659000,1.00652900,1.00654600,1.00658000,1.00655500,1.00655500,1.00652600,1.00656000
2.068000,1.00659000,1.00652900,1.00654600,1.00658000,1.00655600,1.00655600,1.00652700,1.00656100
2.070000,1.00659100,1.00652900,1.00654600,1.00658000,1.00655600,1.00655600,1.00652700,1.00656100
2.072000,1.00659100,1.00652900,1.00654600,1.00658000,1.00655600,1.00655600,1.00652700,1.00656100
2.074000,1.00659100,1.00652900,1.00654600,1.00658000,1.00655600,1.00655600,1.00652700,1.00656100
2.076000,1.00659100,1.00653000,1.00654600,1.00658100,1.00655600,1.00655600,1.00652700,1.00656100
2.078000,1.00659100,1.00653000,1.00654700,1.00658100,1.00655700,1.00655700,1.00652800,1.00656200
2.080000,1.00659200,1.00653000,1.00654700,1.00658100,1.00655700,1.00655700,1.00652800,1.00656200
2.082000,1.00659200,1.00653000,1.00654700,1.00658100,1.00655700,1.00655700,1.00652800,1.00656200
2.084000,1.00659200,1.00653000,1.00654700,1.00658100,1.00655700,1.00655700,1.00652800,1.00656200
2.086000,1.00659200,1.00653100,1.00654700,1.00658200,1.00655700,1.00655700,1.00652800,1.00656200
2.088000,1.00659200,1.00653100,1.00654800,1.00658200,1.00655800,1.00655700,1.00652900,1.00656200
2.090000,1.00659300,1.00653100,1.00654800,1.00658200,1.00655800,1.00655800,1.00652900,1.00656300
2.092000,1.00659300,1.00653100,1.00654800,1.00658200,1.00655800,1.00655800,1.00652900,1.00656300
2.094000,1.00659300,1.00653100,1.00654800,1.00658200,1.00655800,1.00655800,1.00652900,1.00656300
2.096000,1.00659300,1.00653100,1.00654800,1.00658300,1.00655800,1.00655800,1.00652900,1.00656300
2.098000,1.00659300,1.00653200,1.00654900,1.00658300,1.00655900,1.00655800,1.00653000,1.00656300
2.100000,1.00659400,1.00653200,1.00654900,1.00658300,1.00655900,1.00655900,1.00653000,1.00656400
2.102000,1.00659400,1.00653200,1.00654900,1.00658300,1.00655900,1.00655900,1.00653000,1.00656400
2.104000,1.00659400,1.00653200,1.00654900,1.00658300,1.00655900,1.00655900,1.00653000,1.00656400
2.106000,1.00659400,1.00653200,1.00654900,1.00658400,1.00655900,1.00655900,1.00653000,1.00656400
2.108000,1.00659400,1.00653300,1.00655000,1.00658400,1.00655900,1.00655900,1.00653100,1.00656400
