E[1] [eV],Im(eps)_nk_4,Im(eps)_nk_6,Im(eps)_nk_8,Im(eps)_nk_10,Im(eps)_nk_12,Im(eps)_nk_14,Im(eps)_nk_16,Im(eps)_nk_18
14.248120,0.20393100,0.49001400,0.42991000,0.87958600,0.45037200,0.84282000,0.84860100,0.67699900
14.285710,0.19052900,0.51883400,0.42603400,0.84764500,0.43684200,0.79615800,0.84885500,0.62359800
14.323310,0.18004200,0.59397000,0.44421100,0.76688600,0.44702200,0.77665000,0.79984600,0.59068000
14.360900,0.17197000,0.72590700,0.49912500,0.67145400,0.47989900,0.80830300,0.77906400,0.59489400
14.398490,0.16598900,0.89118000,0.60550200,0.61012700,0.53348400,0.84751600,0.79272400,0.63727600
14.436090,0.16191300,0.97710200,0.77996100,0.59204100,0.60154800,0.83289700,0.79417000,0.68983200
14.473680,0.15968200,0.89389200,1.01086100,0.61193900,0.68104500,0.75620400,0.76936400,0.71209200
14.511280,0.15935900,0.72908700,1.18244000,0.67421900,0.76258100,0.64577400,0.72711900,0.69890700
14.548870,0.16116400,0.58272200,1.12948300,0.75767700,0.80319300,0.54656500,0.66606000,0.67408700
14.586460,0.16551900,0.48106400,0.91741200,0.77951400,0.77140100,0.48658300,0.60625000,0.66621400
14.624060,0.17316200,0.42334300,0.72342200,0.71605100,0.68190700,0.46613900,0.57322600,0.68182600
14.661650,0.18533100,0.40497700,0.60218200,0.65621200,0.57812800,0.47569200,0.56969700,0.70352500
14.699250,0.20411500,0.42367100,0.53562100,0.65430800,0.50516600,0.49484000,0.58054300,0.69982200
14.736840,0.23307500,0.47698500,0.50747100,0.69304900,0.47604100,0.49413700,0.58466000,0.65512700
14.774440,0.27823100,0.54558900,0.52155700,0.71242500,0.47654900,0.47763700,0.56729900,0.59068600
14.812030,0.34893000,0.58769600,0.58216900,0.69695400,0.48327800,0.47250800,0.53544200,0.53663400
14.849620,0.45435200,0.56705500,0.67859900,0.68317400,0.49530400,0.48926900,0.51251400,0.50109500
14.887220,0.58001900,0.48351400,0.78762800,0.64746500,0.52633300,0.52022800,0.50387600,0.48341900
14.924810,0.64564000,0.39045300,0.86858900,0.56258400,0.57835700,0.54450400,0.50090400,0.48369300
14.962400,0.58277700,0.32307800,0.83635700,0.47495200,0.62772500,0.54977800,0.48364400,0.49224900
15.000000,0.46315200,0.28238100,0.70276200,0.42091200,0.64935000,0.54303300,0.45566000,0.48465300
15.037590,0.36552300,0.25978600,0.57255100,0.39840400,0.66291200,0.54327300,0.43979200,0.45389800
15.075190,0.30342200,0.24687800,0.48311100,0.39046200,0.67356700,0.54540700,0.43924400,0.42552400
15.112780,0.26795900,0.24086000,0.42435900,0.37923800,0.64249600,0.52643700,0.45366600,0.42035100
15.150370,0.25055400,0.24410300,0.39239000,0.35631500,0.56522500,0.48638500,0.48311700,0.43479600
15.187970,0.24625900,0.25945800,0.38475200,0.33416100,0.48751600,0.44440500,0.50764000,0.45356700
15.225560,0.25309700,0.29075200,0.39162800,0.32373100,0.44062400,0.41446500,0.51385000,0.46955000
15.263160,0.27145700,0.34355600,0.41103600,0.32941400,0.42787400,0.40644500,0.50648200,0.48277900
15.300750,0.30417900,0.41920400,0.45141300,0.35196600,0.43880500,0.42367500,0.49485900,0.49541900
15.338350,0.35738700,0.49336400,0.50247200,0.38676600,0.46048400,0.46253500,0.49546800,0.51066500
15.375940,0.44195600,0.51168700,0.53389100,0.43174500,0.48619800,0.52050900,0.51192500,0.53172700
15.413530,0.57334500,0.46838700,0.54907000,0.49494600,0.52059600,0.59479700,0.54706900,0.56024200
15.451130,0.75717100,0.42106700,0.57911200,0.58643800,0.57036700,0.67099600,0.60023000,0.60237800
15.488720,0.93261900,0.40524600,0.61947700,0.69841900,0.62335500,0.72866600,0.64934900,0.66322900
15.526320,0.95231800,0.42855200,0.64235900,0.81622900,0.66563900,0.75476500,0.68075500,0.73176900
15.563910,0.80485100,0.49353700,0.64921800,0.91529600,0.69968300,0.76670400,0.70596700,0.78747400
15.601500,0.63784300,0.59233300,0.68001400,0.93907600,0.73402700,0.80062500,0.73107400,0.81980200
15.639100,0.52347600,0.67105500,0.77069500,0.90073600,0.75791000,0.86007100,0.76886200,0.83390700
15.676690,0.46034600,0.65443100,0.89927500,0.87950300,0.76393900,0.90699900,0.82407400,0.84801200
15.714280,0.43424000,0.57538200,0.95616600,0.91867000,0.77500900,0.91603000,0.87426400,0.86539000
15.751880,0.43565100,0.51221600,0.88204800,0.99582000,0.80892100,0.91001300,0.90846300,0.88529500
15.789470,0.46082700,0.49065300,0.77921600,1.03452300,0.85428200,0.90517600,0.94899000,0.90027600
15.827070,0.51085000,0.51103100,0.71915200,1.02794900,0.90301700,0.90689800,1.00281500,0.89281800
15.864660,0.59169900,0.57507200,0.68518800,1.05110400,0.93630500,0.92430000,1.05816300,0.88101000
15.902260,0.71587400,0.69005400,0.66738200,1.10257600,0.95061100,0.95300400,1.08287300,0.89899400
15.939850,0.90607000,0.85423600,0.69459300,1.08871900,0.96778000,0.96658900,1.05038000,0.94837400
15.977440,1.20133900,1.01771500,0.78864200,1.00336200,1.00459400,0.93592000,0.99598200,1.00495200
16.015040,1.66101300,1.11072900,0.94263400,0.93709800,1.04271500,0.89054500,0.97838500,1.04571900
16.052630,2.33405200,1.18676300,1.09395000,0.92886400,1.08476900,0.88112200,1.00679600,1.06965200
16.090230,3.08799300,1.34268400,1.16215400,0.96552300,1.17575900,0.91608200,1.03213100,1.08890100
16.127820,3.38210200,1.55150200,1.13142300,1.00705300,1.29739900,0.97813900,1.02296900,1.10639900
16.165410,2.90083600,1.65763200,1.03369600,1.04454000,1.34045200,1.05715400,1.00906900,1.12969200
16.203010,2.15974200,1.59228900,0.95273300,1.11439200,1.24731000,1.13334700,1.01621000,1.15637300
16.240600,1.58167100,1.51927500,0.93646500,1.18485700,1.11896000,1.19593000,1.04064300,1.15844000
16.278190,1.21355200,1.59635000,0.97042500,1.17958400,1.06271900,1.25596100,1.08023600,1.13485200
16.315790,0.99694700,1.86770100,1.04054700,1.11930600,1.10438400,1.31902000,1.14545400,1.13856300
16.353380,0.88211600,2.24616300,1.13535300,1.08823200,1.23208800,1.38383900,1.24787900,1.20760600
16.390980,0.84163700,2.43512900,1.25443700,1.12852000,1.40297400,1.43641100,1.37988400,1.33659900
16.428570,0.86601900,2.27248000,1.46198900,1.25517500,1.57785700,1.53365600,1.55921900,1.51511600
16.466160,0.96083600,2.03394100,1.80314800,1.48924600,1.76737700,1.74722200,1.81924200,1.74232900
16.503760,1.14702100,1.95750500,2.20048700,1.80751500,1.98768700,2.05304700,2.11649000,1.98758100
16.541350,1.45744500,2.07409500,2.47753000,2.11759300,2.19875600,2.33953200,2.35191600,2.20873300
16.578950,1.90093500,2.33907600,2.61916400,2.35029600,2.32061600,2.51771000,2.47886300,2.38941200
16.616540,2.36606400,2.59088800,2.78804800,2.47684500,2.34695800,2.55612000,2.53210700,2.52670000
16.654130,2.67789000,2.61726300,2.96509400,2.50301800,2.31837000,2.47127200,2.53234400,2.56660500
16.691730,2.83247500,2.51098100,2.97022700,2.47661300,2.26418300,2.32332200,2.44575400,2.48260100
16.729320,2.82692500,2.43130700,2.78884500,2.46488100,2.19736500,2.16657900,2.29055600,2.34414400
16.766920,2.57391700,2.34427700,2.52212700,2.48726300,2.12626700,2.02559400,2.13604200,2.20608300
16.804510,2.07079600,2.24094800,2.28628800,2.46933700,2.08336200,1.91024400,2.00061700,2.08020300
16.842100,1.55968200,2.03652700,2.12536500,2.32199500,2.06555000,1.86495400,1.86945300,1.96032800
16.879700,1.19138400,1.68803200,1.99198800,2.06745200,2.01137200,1.87885300,1.78354600,1.84068500
16.917290,0.95933300,1.34010000,1.80416800,1.82875300,1.91679000,1.86027400,1.76184200,1.74587800
16.954890,0.82319700,1.06859400,1.53436600,1.69212700,1.81630500,1.79569300,1.76771800,1.70007300
16.992480,0.75394000,0.87220700,1.27567500,1.61373100,1.72529900,1.73874300,1.74490100,1.68716000
17.030080,0.73705800,0.74391700,1.11209000,1.50176600,1.67252400,1.70000700,1.67868800,1.65667700
17.067670,0.76980400,0.67147100,1.04241100,1.39873900,1.63164800,1.64904500,1.59188400,1.57805600
17.105260,0.86056700,0.64399600,1.03041800,1.38646100,1.55001200,1.57516500,1.51501400,1.49694700
17.142850,1.03120000,0.65785800,1.06357900,1.44076200,1.47046500,1.47752600,1.45171500,1.45072200
17.180450,1.31969900,0.71774400,1.15940500,1.45524100,1.40896000,1.37527900,1.39177100,1.41569400
17.218040,1.76473700,0.83494000,1.30369800,1.39744700,1.33739700,1.30233300,1.34364200,1.36928400
17.255640,2.30692600,1.01305800,1.44144100,1.34633200,1.27977100,1.27896800,1.32184600,1.34065500
17.293230,2.61242600,1.20947400,1.53836800,1.33622800,1.25833900,1.30219000,1.32627700,1.34387100
17.330830,2.36307300,1.36330800,1.55612200,1.32138100,1.25435400,1.32891400,1.32442000,1.33248900
17.368420,1.82626500,1.52165000,1.47307000,1.29990300,1.27143200,1.30797900,1.28699600,1.26282200
17.406010,1.36754200,1.69468500,1.38357500,1.31227900,1.29177900,1.22737100,1.20777900,1.15496100
17.443610,1.06891900,1.71178400,1.34644800,1.31182000,1.24232100,1.11358300,1.10627300,1.05628400
17.481200,0.89558100,1.50918900,1.32187000,1.25297500,1.11988700,1.00550200,1.02065800,0.98904800
17.518800,0.80978600,1.25568600,1.28503300,1.16158100,0.96980400,0.93192700,0.96499500,0.95981000
17.556390,0.79125800,1.09246100,1.20376000,1.05612500,0.83873000,0.90961000,0.93148000,0.95987900
17.593980,0.83591700,1.04377000,1.11570600,0.92432700,0.76249400,0.93244700,0.91390500,0.97426200
17.631580,0.95355000,1.07441200,1.10006500,0.79200800,0.74627100,0.95267300,0.92124900,0.98350400
17.669170,1.16143900,1.13181400,1.15185900,0.70102100,0.78364800,0.94417500,0.95615600,0.97741100
17.706770,1.45186300,1.22441700,1.19376000,0.66335400,0.86651900,0.94206000,0.99217700,0.97007500
17.744360,1.73817800,1.39348800,1.15697100,0.67826500,0.96273600,0.96891200,1.00982200,0.97069000
17.781950,1.95472500,1.60407400,1.06522300,0.74337300,1.03431600,1.02181400,1.00860500,0.97065600
17.819550,2.17000300,1.77043000,1.00691600,0.84531100,1.09204100,1.08933100,1.00477800,0.96523800
17.857140,2.30904900,1.83197800,0.99677900,0.95250200,1.15585200,1.14330000,1.01001100,0.97531300
17.894740,2.21262300,1.77060700,0.97376000,1.02561400,1.22455600,1.14615600,1.01499100,1.01550900
17.932330,1.97725200,1.64378400,0.90061400,1.05768000,1.26024000,1.11230600,1.02298000,1.07724800
17.969920,1.65726100,1.55445000,0.80599000,1.06696700,1.24695800,1.08721300,1.05132700,1.15640300
18.007520,1.28999100,1.54357800,0.73348100,1.06576000,1.23526700,1.08536500,1.13032300,1.26311700
18.045110,0.98652800,1.55919700,0.70519300,1.09185700,1.25336500,1.11908400,1.27119300,1.36562200
18.082710,0.77861300,1.44432700,0.71280800,1.19788000,1.28578900,1.20011100,1.40803600,1.39411200
18.120300,0.64387500,1.19254800,0.73845900,1.36822000,1.34371600,1.30213500,1.44466700,1.36648400
18.157890,0.55720000,0.95494000,0.78942400,1.50044300,1.43632500,1.35661500,1.42169300,1.34844500
18.195490,0.50181800,0.79528400,0.89268200,1.55564500,1.52821300,1.34570600,1.42315900,1.35173900
18.233080,0.46770200,0.70467000,1.05797800,1.63462100,1.52945300,1.33388900,1.45047900,1.35743900
18.270680,0.44900400,0.66504900,1.25140300,1.79696400,1.42881700,1.35779500,1.46976300,1.35496200
18.308270,0.44241300,0.66620200,1.41246500,1.95561100,1.32716300,1.41420900,1.46995500,1.35541400
18.345860,0.44623400,0.70674300,1.51901100,1.96984000,1.25675400,1.48346400,1.46308800,1.37917000
18.383460,0.45991200,0.79393100,1.61065300,1.83989100,1.20495100,1.55397000,1.44779900,1.42213500
18.421050,0.48384200,0.94355400,1.77636900,1.67355500,1.19235600,1.61392200,1.44548500,1.46422200
18.458640,0.51938700,1.17180000,2.04941400,1.52083000,1.25274000,1.65706600,1.46563300,1.50848900
18.496240,0.56907200,1.45655200,2.29211100,1.39397800,1.36668300,1.67600400,1.47978200,1.57495400
18.533830,0.63704800,1.69313100,2.29161900,1.32723300,1.46856800,1.68500800,1.48182200,1.65022600
18.571430,0.72995400,1.78699900,2.08355600,1.31982400,1.55468800,1.69576300,1.49773600,1.68207900
18.609020,0.85844200,1.76346300,1.89378200,1.33747600,1.66110100,1.68192200,1.54249100,1.67618700
18.646610,1.03994200,1.69759500,1.78729000,1.38862500,1.78332000,1.65317600,1.60404100,1.68258100
18.684210,1.30352600,1.70920700,1.66743800,1.47661600,1.88501000,1.63661700,1.67497600,1.71721100
18.721800,1.69727900,1.89659500,1.54535000,1.56510200,1.94172600,1.66823600,1.75551100,1.78483600
18.759400,2.29321600,2.28117100,1.52385900,1.65799500,1.99149000,1.75956700,1.85075500,1.87326800
18.796990,3.15514600,2.76541000,1.65094200,1.83042000,2.08710900,1.87922300,1.97481500,1.96927500
18.834590,4.17565300,3.15889000,1.91426700,2.11413200,2.23052000,2.02536700,2.16719200,2.09962600
18.872180,4.91957000,3.37304500,2.21735400,2.44834500,2.40924900,2.24675300,2.44817900,2.29774800
18.909770,5.05495000,3.39020700,2.42403400,2.73791600,2.62357500,2.54125800,2.75316800,2.55188600
18.947370,4.70100700,3.31902300,2.55883400,2.96036500,2.88906700,2.86222800,3.00299600,2.82852100
18.984960,4.33573500,3.28733800,2.79140400,3.18310800,3.17886300,3.16840400,3.19437100,3.10516700
19.022560,4.26456700,3.16477000,3.17161200,3.40817000,3.39308900,3.39460800,3.36543300,3.33295300
19.060150,4.18820900,2.87572800,3.60576400,3.59250200,3.47698800,3.51553300,3.50961600,3.46807500
19.097740,3.74666000,2.64123700,3.93132900,3.68254900,3.49745500,3.57648600,3.57517900,3.52834600
19.135340,3.22728900,2.60934000,4.02870500,3.60610300,3.54420300,3.59087200,3.56345300,3.57249400
19.172930,2.97310800,2.69795600,3.95686100,3.45941900,3.60589700,3.55702100,3.53010300,3.61269400
19.210530,2.98324700,2.81852100,3.86725300,3.41423600,3.63849500,3.51364100,3.52731100,3.64002300
19.248120,3.04431600,2.97567100,3.77351500,3.47880100,3.62764300,3.51685300,3.55849800,3.64231000
19.285710,3.08886500,3.10655500,3.67570900,3.57992500,3.59513500,3.56182300,3.57859500,3.62107300
19.323310,3.33581500,3.22730300,3.64531000,3.62118100,3.60014800,3.62408500,3.56973200,3.60227000
19.360900,3.84897900,3.29345400,3.69851700,3.56778900,3.62594500,3.66724800,3.54673600,3.58550800
19.398490,4.20506100,3.16069900,3.82431100,3.53138400,3.58792900,3.58980600,3.50915500,3.52330900
19.436090,3.83631700,2.95372700,3.93441100,3.56227600,3.44148300,3.41828700,3.46277400,3.43404700
19.473680,3.01317800,2.90600500,3.93257800,3.50733300,3.23392400,3.28756100,3.40457600,3.37712400
19.511280,2.29129900,3.03035800,3.73114300,3.28346000,3.09009900,3.25045400,3.31188900,3.31328800
19.548870,1.81941900,3.15228700,3.36631300,2.99615400,3.04247000,3.27436200,3.20113400,3.20755700
19.586470,1.55224000,3.24204600,2.96452200,2.78797200,3.02903800,3.30069900,3.08308600,3.09503600
19.624060,1.43617800,3.47454200,2.60699400,2.69412600,3.02135600,3.25903100,2.94720900,3.01398600
19.661650,1.44730300,3.83690700,2.37513600,2.68641200,3.01990100,3.12021800,2.82820700,2.96132000
19.699250,1.59205100,4.06837500,2.34726800,2.77515900,3.02592600,2.94194300,2.78860700,2.92024100
19.736840,1.90018400,3.96385400,2.52965500,2.93609400,2.98557300,2.80389700,2.80373600,2.89619100
19.774440,2.38044900,3.67473900,2.77108600,3.10729700,2.87628200,2.73775600,2.81852400,2.88016000
19.812030,2.86645200,3.37410700,2.83331800,3.18773400,2.76411900,2.69957200,2.82562500,2.84460500
19.849620,2.96367500,3.02789400,2.69377100,3.11493400,2.69671200,2.67322100,2.83278600,2.76656900
19.887220,2.58419100,2.69608100,2.52886600,2.99846500,2.69602100,2.67091100,2.85558200,2.67516900
19.924810,2.08545500,2.39271000,2.46118500,2.94050200,2.74350800,2.66036200,2.88097900,2.61230600
19.962400,1.72392900,2.08129300,2.55148400,2.93383900,2.76355600,2.62133500,2.85546400,2.59702600
20.000000,1.53484000,1.85051500,2.72940500,2.94864000,2.71059000,2.58270900,2.76584100,2.61667800
