E[1] [eV],Re(eps)_nbnd_10,Re(eps)_nbnd_20,Re(eps)_nbnd_30,Re(eps)_nbnd_40,Re(eps)_nbnd_50,Re(eps)_nbnd_60,Re(eps)_nbnd_70,Re(eps)_nbnd_80
14.398490,1.75009900,1.88990100,1.91391200,1.92129600,1.92490600,1.92673700,1.92780600,1.92844300
14.436090,1.81652700,1.95647800,1.98049600,1.98788100,1.99149200,1.99332300,1.99439100,1.99502800
14.473680,1.77038600,1.91048900,1.93451400,1.94190000,1.94551100,1.94734300,1.94841100,1.94904800
14.511280,1.54552900,1.68578300,1.70981500,1.71720200,1.72081400,1.72264600,1.72371400,1.72435100
14.548870,1.25674500,1.39715300,1.42119200,1.42857900,1.43219200,1.43402300,1.43509200,1.43572900
14.586460,1.11813800,1.25869900,1.28274500,1.29013400,1.29374700,1.29557800,1.29664700,1.29728400
14.624060,1.13633600,1.27705100,1.30110400,1.30849400,1.31210800,1.31393900,1.31500800,1.31564500
14.661650,1.21978800,1.36065700,1.38471700,1.39210800,1.39572200,1.39755400,1.39862200,1.39926000
14.699250,1.31791500,1.45894100,1.48300800,1.49040000,1.49401400,1.49584600,1.49691500,1.49755200
14.736840,1.42226900,1.56345100,1.58752500,1.59491900,1.59853300,1.60036500,1.60143400,1.60207100
14.774440,1.52737700,1.66871700,1.69279700,1.70019200,1.70380700,1.70563900,1.70670800,1.70734500
14.812030,1.61386700,1.75536500,1.77945400,1.78684900,1.79046500,1.79229700,1.79336600,1.79400300
14.849620,1.65587600,1.79753400,1.82162800,1.82902600,1.83264100,1.83447300,1.83554300,1.83618000
14.887220,1.63529000,1.77710700,1.80120900,1.80860800,1.81222400,1.81405600,1.81512500,1.81576200
14.924810,1.53109400,1.67307300,1.69718200,1.70458200,1.70819800,1.71003000,1.71110000,1.71173700
14.962400,1.38097100,1.52311100,1.54722700,1.55462800,1.55824500,1.56007800,1.56114700,1.56178500
15.000000,1.30689600,1.44919900,1.47332300,1.48072500,1.48434200,1.48617500,1.48724400,1.48788200
15.037590,1.32928600,1.47175300,1.49588300,1.50328600,1.50690400,1.50873700,1.50980600,1.51044400
15.075190,1.39377500,1.53640600,1.56054400,1.56794800,1.57156600,1.57340000,1.57446900,1.57510600
15.112780,1.47307600,1.61587300,1.64001800,1.64742400,1.65104200,1.65287500,1.65394500,1.65458300
15.150370,1.56005700,1.70302000,1.72717200,1.73457900,1.73819800,1.74003100,1.74110100,1.74173800
15.187970,1.64432700,1.78745700,1.81161600,1.81902400,1.82264300,1.82447700,1.82554700,1.82618400
15.225560,1.72106700,1.86436500,1.88853200,1.89594100,1.89956100,1.90139500,1.90246400,1.90310200
15.263160,1.79572100,1.93918800,1.96336200,1.97077300,1.97439200,1.97622600,1.97729600,1.97793400
15.300750,1.86163100,2.00526900,2.02945000,2.03686200,2.04048200,2.04231600,2.04338600,2.04402400
15.338350,1.89948800,2.04329700,2.06748500,2.07489800,2.07851900,2.08035300,2.08142300,2.08206100
15.375940,1.91635400,2.06033500,2.08453100,2.09194500,2.09556600,2.09740000,2.09847000,2.09910800
15.413530,1.94636000,2.09051400,2.11471700,2.12213200,2.12575400,2.12758800,2.12865800,2.12929600
15.451130,1.98652900,2.13085600,2.15506600,2.16248300,2.16610500,2.16794000,2.16901000,2.16964800
15.488720,2.00929400,2.15379500,2.17801300,2.18543100,2.18905400,2.19088900,2.19195800,2.19259600
15.526320,2.01996400,2.16464100,2.18886700,2.19628600,2.19990900,2.20174400,2.20281400,2.20345200
15.563910,2.05125000,2.19610500,2.22033800,2.22775800,2.23138200,2.23321700,2.23428700,2.23492500
15.601500,2.11421800,2.25925100,2.28349100,2.29091300,2.29453600,2.29637100,2.29744100,2.29807900
15.639100,2.16838500,2.31359600,2.33784300,2.34526600,2.34889000,2.35072500,2.35179600,2.35243400
15.676690,2.14129600,2.28668700,2.31094100,2.31836700,2.32199000,2.32382600,2.32489700,2.32553500
15.714280,2.01539600,2.16096700,2.18523000,2.19265600,2.19628100,2.19811600,2.19918700,2.19982500
15.751880,1.91647900,2.06223200,2.08650300,2.09393000,2.09755500,2.09939000,2.10046100,2.10109900
15.789470,1.92398700,2.06992200,2.09420100,2.10162900,2.10525500,2.10709100,2.10816100,2.10879900
15.827070,1.98505500,2.13117400,2.15546000,2.16288900,2.16651500,2.16835200,2.16942300,2.17006100
15.864660,2.05761100,2.20391500,2.22820900,2.23564000,2.23926600,2.24110200,2.24217200,2.24281200
15.902260,2.15525800,2.30174800,2.32604900,2.33348200,2.33710900,2.33894500,2.34001600,2.34065300
15.939850,2.27853700,2.42521300,2.44952300,2.45695600,2.46058300,2.46242000,2.46349000,2.46412900
15.977440,2.39442200,2.54128600,2.56560300,2.57303800,2.57666500,2.57850100,2.57957300,2.58021100
16.015040,2.45032500,2.59737900,2.62170300,2.62914000,2.63276700,2.63460500,2.63567600,2.63631400
16.052630,2.40416900,2.55141300,2.57574500,2.58318300,2.58681100,2.58864800,2.58971900,2.59035700
16.090230,2.29325500,2.44068900,2.46502900,2.47246800,2.47609600,2.47793300,2.47900400,2.47964300
16.127820,2.19357800,2.34120500,2.36555300,2.37299300,2.37662200,2.37846000,2.37953000,2.38016900
16.165410,2.17366500,2.32148500,2.34584100,2.35328200,2.35691100,2.35874900,2.35982100,2.36045900
16.203010,2.25268500,2.40070000,2.42506400,2.43250600,2.43613600,2.43797300,2.43904500,2.43968300
16.240600,2.37601600,2.52422600,2.54859800,2.55604100,2.55967100,2.56150900,2.56258100,2.56322000
16.278190,2.50191700,2.65032500,2.67470400,2.68214900,2.68577900,2.68761700,2.68868900,2.68932800
16.315790,2.62437400,2.77297900,2.79736600,2.80481300,2.80844400,2.81028200,2.81135400,2.81199200
16.353380,2.73937200,2.88817700,2.91257100,2.92002000,2.92365000,2.92549000,2.92656000,2.92719900
16.390980,2.87518100,3.02418600,3.04858900,3.05603800,3.05967100,3.06150800,3.06258100,3.06321900
16.428570,3.03427500,3.18348100,3.20789200,3.21534200,3.21897500,3.22081400,3.22188500,3.22252400
16.466160,3.12496600,3.27437400,3.29879400,3.30624600,3.30987800,3.31171700,3.31278800,3.31342600
16.503760,3.02754200,3.17715400,3.20158200,3.20903500,3.21266900,3.21450800,3.21558000,3.21621800
16.541350,2.76859000,2.91840700,2.94284200,2.95029700,2.95393000,2.95577000,2.95684200,2.95748000
16.578950,2.53081700,2.68084000,2.70528400,2.71274000,2.71637300,2.71821300,2.71928400,2.71992300
16.616540,2.32619100,2.47642000,2.50087300,2.50833100,2.51196400,2.51380300,2.51487700,2.51551600
16.654130,1.99260400,2.14304200,2.16750200,2.17496100,2.17859700,2.18043600,2.18150800,2.18214700
16.691730,1.55839700,1.70904500,1.73351200,1.74097300,1.74460800,1.74644800,1.74752000,1.74816000
16.729320,1.19030100,1.34116100,1.36563800,1.37310000,1.37673500,1.37857500,1.37964700,1.38028700
16.766920,0.97152900,1.12260100,1.14708600,1.15454900,1.15818500,1.16002600,1.16109800,1.16173700
16.804510,0.88561300,1.03689600,1.06139000,1.06885500,1.07249100,1.07433100,1.07540400,1.07604300
16.842100,0.83844700,0.98994600,1.01444700,1.02191300,1.02555000,1.02739000,1.02846300,1.02910200
16.879700,0.76075100,0.91246600,0.93697500,0.94444300,0.94808000,0.94992000,0.95099300,0.95163200
16.917290,0.65956500,0.81149700,0.83601600,0.84348400,0.84712200,0.84896300,0.85003500,0.85067500
16.954890,0.63006000,0.78221100,0.80673800,0.81420700,0.81784500,0.81968700,0.82075900,0.82139800
16.992480,0.73506500,0.88743700,0.91197200,0.91944300,0.92308100,0.92492200,0.92599500,0.92663400
17.030080,0.91880600,1.07139900,1.09594200,1.10341500,1.10705400,1.10889500,1.10996900,1.11060800
17.067670,1.10847900,1.26129500,1.28584600,1.29332100,1.29696000,1.29880200,1.29987500,1.30051400
17.105260,1.27710800,1.43014700,1.45470800,1.46218300,1.46582300,1.46766400,1.46873700,1.46937700
17.142850,1.43412300,1.58738800,1.61195600,1.61943300,1.62307400,1.62491500,1.62598800,1.62662800
17.180450,1.56487700,1.71836800,1.74294500,1.75042400,1.75406400,1.75590600,1.75698000,1.75761900
17.218040,1.62383800,1.77755700,1.80214300,1.80962300,1.81326400,1.81510600,1.81618000,1.81681900
17.255640,1.59642000,1.75036800,1.77496300,1.78244300,1.78608500,1.78792800,1.78900100,1.78964000
17.293230,1.50442800,1.65860700,1.68321000,1.69069300,1.69433500,1.69617700,1.69725000,1.69789000
17.330830,1.36658800,1.52099900,1.54561100,1.55309500,1.55673800,1.55858000,1.55965400,1.56029300
17.368420,1.26783700,1.42248300,1.44710400,1.45458900,1.45823200,1.46007500,1.46114800,1.46178800
17.406010,1.26262600,1.41750600,1.44213600,1.44962300,1.45326600,1.45510900,1.45618300,1.45682200
17.443610,1.27822600,1.43334300,1.45798100,1.46546900,1.46911300,1.47095600,1.47202900,1.47266900
17.481200,1.27306300,1.42841900,1.45306500,1.46055500,1.46420000,1.46604300,1.46711600,1.46775600
17.518800,1.25153200,1.40712700,1.43178200,1.43927300,1.44291800,1.44476100,1.44583500,1.44647500
17.556390,1.23996000,1.39579700,1.42046000,1.42795300,1.43159800,1.43344200,1.43451600,1.43515600
17.593980,1.30005400,1.45613300,1.48080500,1.48830000,1.49194500,1.49378900,1.49486300,1.49550300
17.631580,1.39856200,1.55488600,1.57956600,1.58706200,1.59070800,1.59255200,1.59362600,1.59426600
17.669170,1.44977200,1.60634100,1.63103200,1.63852900,1.64217500,1.64401900,1.64509400,1.64573300
17.706770,1.41999300,1.57680900,1.60150900,1.60900700,1.61265400,1.61449800,1.61557200,1.61621200
17.744360,1.36188100,1.51894600,1.54365400,1.55115400,1.55480200,1.55664600,1.55772100,1.55836000
17.781950,1.36489700,1.52221300,1.54692900,1.55443100,1.55808000,1.55992400,1.56099800,1.56163800
17.819550,1.42780400,1.58537200,1.61009800,1.61760100,1.62124900,1.62309400,1.62416800,1.62480900
17.857140,1.47613000,1.63395200,1.65868700,1.66619100,1.66984000,1.67168500,1.67276000,1.67340000
17.894740,1.48348500,1.64156200,1.66630600,1.67381200,1.67746200,1.67930700,1.68038200,1.68102200
17.932330,1.49835300,1.65668700,1.68144000,1.68894700,1.69259700,1.69444300,1.69551700,1.69615700
17.969920,1.56626400,1.72485600,1.74961800,1.75712800,1.76077800,1.76262300,1.76369800,1.76433800
18.007520,1.68678900,1.84564200,1.87041400,1.87792400,1.88157500,1.88342000,1.88449500,1.88513500
18.045110,1.83190400,1.99101900,2.01579900,2.02331100,2.02696300,2.02880900,2.02988300,2.03052400
18.082710,1.97543700,2.13481600,2.15960600,2.16711900,2.17077000,2.17261600,2.17369200,2.17433200
18.120300,2.11826500,2.27791000,2.30270800,2.31022300,2.31387500,2.31572100,2.31679600,2.31743700
18.157890,2.27582300,2.43573500,2.46054200,2.46805800,2.47171200,2.47355800,2.47463400,2.47527300
18.195490,2.43908500,2.59926600,2.62408300,2.63160100,2.63525400,2.63710000,2.63817600,2.63881600
18.233080,2.56881600,2.72926700,2.75409400,2.76161300,2.76526600,2.76711400,2.76818900,2.76882900
18.270680,2.62411900,2.78484300,2.80967900,2.81720000,2.82085400,2.82270100,2.82377600,2.82441700
18.308270,2.61452500,2.77552300,2.80036900,2.80789100,2.81154600,2.81339300,2.81446900,2.81510900
18.345860,2.59684800,2.75812200,2.78297700,2.79050100,2.79415700,2.79600400,2.79707900,2.79771900
18.383460,2.62513800,2.78669200,2.81155600,2.81908100,2.82273600,2.82458400,2.82566000,2.82630100
18.421050,2.68482700,2.84666200,2.87153400,2.87906100,2.88271600,2.88456400,2.88564100,2.88628100
18.458640,2.65174400,2.81385900,2.83874200,2.84627100,2.84992800,2.85177500,2.85285100,2.85349200
18.496240,2.40854300,2.57094300,2.59583400,2.60336400,2.60702200,2.60886900,2.60994500,2.61058500
18.533830,2.06218100,2.22486600,2.24976700,2.25729900,2.26095600,2.26280500,2.26388000,2.26452100
18.571430,1.87194800,2.03492100,2.05983200,2.06736500,2.07102300,2.07287100,2.07394700,2.07458800
18.609020,1.87625400,2.03951800,2.06443700,2.07197300,2.07563100,2.07747900,2.07855500,2.07919600
18.646610,1.92534200,2.08889600,2.11382600,2.12136200,2.12502100,2.12687000,2.12794600,2.12858700
18.684210,1.98655400,2.15040300,2.17534200,2.18287900,2.18653800,2.18838700,2.18946300,2.19010400
18.721800,2.15181700,2.31596200,2.34091000,2.34845000,2.35210900,2.35395900,2.35503500,2.35567600
18.759400,2.41476200,2.57920500,2.60416400,2.61170500,2.61536400,2.61721300,2.61829000,2.61893100
18.796990,2.69374700,2.85848900,2.88345700,2.89100000,2.89466000,2.89651000,2.89758600,2.89822700
18.834590,2.89268900,3.05773400,3.08271100,3.09025500,3.09391600,3.09576500,3.09684200,3.09748200
18.872180,2.93735900,3.10270900,3.12769600,3.13524200,3.13890300,3.14075300,3.14183000,3.14247200
18.909770,2.88856800,3.05422500,3.07922100,3.08676800,3.09043100,3.09228100,3.09335800,3.09399800
18.947370,2.90999100,3.07595600,3.10096300,3.10851100,3.11217500,3.11402400,3.11510100,3.11574300
18.984960,3.00614800,3.17242200,3.19744000,3.20499000,3.20865400,3.21050300,3.21158100,3.21222100
19.022560,3.02358600,3.19017500,3.21520100,3.22275200,3.22641700,3.22826700,3.22934500,3.22998700
19.060150,2.84643600,3.01334000,3.03837800,3.04593000,3.04959600,3.05144500,3.05252200,3.05316300
19.097740,2.46296800,2.63019100,2.65523600,2.66279300,2.66645700,2.66830700,2.66938600,2.67002800
19.135340,2.01359100,2.18113400,2.20618800,2.21374600,2.21741200,2.21926300,2.22034100,2.22098400
19.172930,1.67332400,1.84118900,1.86625300,1.87381400,1.87747800,1.87933100,1.88040900,1.88105000
19.210530,1.45196300,1.62015400,1.64522900,1.65279200,1.65645600,1.65830700,1.65938600,1.66002800
19.248120,1.27587100,1.44438700,1.46947300,1.47703500,1.48070200,1.48255400,1.48363200,1.48427100
19.285710,1.17836700,1.34721600,1.37231300,1.37987700,1.38354100,1.38539500,1.38647300,1.38711600
19.323310,1.13674500,1.30592400,1.33103200,1.33859500,1.34226400,1.34411300,1.34519200,1.34583300
19.360900,1.08955400,1.25906800,1.28418600,1.29175100,1.29542000,1.29727400,1.29835000,1.29899100
19.398490,0.96226800,1.13211800,1.15724100,1.16481400,1.16848100,1.17033200,1.17141000,1.17205200
19.436090,0.70212500,0.87231700,0.89745100,0.90502200,0.90869300,0.91054400,0.91162200,0.91226400
19.473680,0.33328600,0.50381900,0.52896700,0.53653700,0.54020700,0.54206000,0.54313700,0.54378000
19.511280,-0.05194200,0.11893700,0.14409200,0.15166500,0.15533600,0.15719000,0.15826900,0.15891100
19.548870,-0.29401400,-0.12278900,-0.09762400,-0.09004700,-0.08637800,-0.08452500,-0.08344500,-0.08280300
19.586470,-0.34980300,-0.17822800,-0.15305100,-0.14547400,-0.14180200,-0.13994800,-0.13887100,-0.13822900
19.624060,-0.23468700,-0.06275800,-0.03757100,-0.02999300,-0.02632100,-0.02446800,-0.02339000,-0.02274700
19.661650,0.02072000,0.19300800,0.21820600,0.22578500,0.22945800,0.23131000,0.23239000,0.23303200
19.699250,0.32908300,0.50172900,0.52693700,0.53451900,0.53819200,0.54004600,0.54112400,0.54176600
19.736840,0.53242600,0.70543200,0.73065100,0.73823400,0.74190900,0.74376200,0.74484100,0.74548200
19.774440,0.48907200,0.66244300,0.68767200,0.69525700,0.69893000,0.70078400,0.70186200,0.70250400
19.812030,0.27215500,0.44589100,0.47113000,0.47871600,0.48239200,0.48424700,0.48532400,0.48596800
19.849620,0.12987200,0.30398000,0.32923000,0.33681900,0.34049400,0.34234800,0.34342700,0.34406900
19.887220,0.15469500,0.32917600,0.35443800,0.36202700,0.36570300,0.36755800,0.36863800,0.36927900
19.924810,0.28712900,0.46198600,0.48725700,0.49484900,0.49852600,0.50038100,0.50146000,0.50210200
19.962400,0.41252400,0.58776100,0.61304300,0.62063600,0.62431300,0.62616800,0.62724700,0.62789000
20.000000,0.37751600,0.55313700,0.57842900,0.58602500,0.58970200,0.59155500,0.59263700,0.59327800
